projectRcn,projectID,participationId,projectAcronym,role,id,name,WikiOrganization,shortName,activityType,endOfParticipation,ecContribution,country,WikiCountry,street,WikiStreet,city,WikiCity,postCode
193852,641805,641805998940921,NextGenVis,participant,998940921,BRAIN INNOVATION BV,,BI,PRC,false,255374.28,Netherlands,http://www.wikidata.org/entity/Q55,OXFORDLAAN 55,,Maastricht,https://www.wikidata.org/entity/Q1309,6229 EV
193852,641805,641805999975911,NextGenVis,partner,999975911,Maastricht University,http://www.wikidata.org/entity/Q1137652,MU-ICIS,HES,false,,Netherlands,http://www.wikidata.org/entity/Q55,Minderbroedersberg 4-6,,Maastricht,https://www.wikidata.org/entity/Q1309,6200 MD
193852,641805,641805942542793,NextGenVis,partner,942542793,STICHTING KONINKLIJKE VISIO EXPERTISECENTRUM VOOR SLECHTZIENDE EN BLINDE MENSEN,,Koninklijke Visio,OTH,false,,Netherlands,http://www.wikidata.org/entity/Q55,AMERSFOORTSESTRAATWEG 180,,terrace of houses,https://www.wikidata.org/entity/Q18814858,1272RR
193852,641805,641805998738191,NextGenVis,participant,998738191,HADASSAH MEDICAL ORGANIZATION,,HMO,HES,false,260300.52,Israel,http://www.wikidata.org/entity/Q801,RAF Newton,https://www.wikidata.org/entity/Q7275499,Jerusalem,https://www.wikidata.org/entity/Q1218,91120
193852,641805,641805999978336,NextGenVis,participant,999978336,University of York,http://www.wikidata.org/entity/Q967165,UNIVERSITY OF YORK,HES,false,546575.76,United Kingdom,http://www.wikidata.org/entity/Q145,Heslington House,https://www.wikidata.org/entity/Q26554017,"South Bank, York",https://www.wikidata.org/entity/Q7566231,YO10 5DD
193852,641805,641805999913249,NextGenVis,participant,999913249,Lundbeck,http://www.wikidata.org/entity/Q902171,H. LUNDBECK AS,PRC,false,290081.88,Denmark,http://www.wikidata.org/entity/Q35,OTTILIAVEJ 7-9,,Valby Bakke,https://www.wikidata.org/entity/Q10712160,2500
193852,641805,641805953766954,NextGenVis,participant,953766954,PATTERN RECOGNITION COMPANY GMBH,,PRC,PRC,false,249216.48,Germany,http://www.wikidata.org/entity/Q183,MARIA GOEPPERT STRASSE 3,,Lübeck,https://www.wikidata.org/entity/Q2843,23562
193852,641805,641805999991625,NextGenVis,partner,999991625,PHILIPS ELECTRONICS NEDERLAND BV,,PHI,PRC,false,,Netherlands,http://www.wikidata.org/entity/Q55,HIGH TECH CAMPUS 52,,Eindhoven,https://www.wikidata.org/entity/Q9832,5656 AG
193852,641805,641805998105266,NextGenVis,participant,998105266,Fondazione Stella Maris,http://www.wikidata.org/entity/Q30256523,FSM,REC,false,516122.64,Italy,http://www.wikidata.org/entity/Q38,Viale del Tirreno 331,,Pisa,https://www.wikidata.org/entity/Q13375,56118
193852,641805,641805942252860,NextGenVis,participant,942252860,WHITEMATTER LABS GMBH,,WhiteMatter Labs GmbH,PRC,false,249216.48,Germany,http://www.wikidata.org/entity/Q183,PRINZESSINNENSTRASSE 814,,Berlin,https://www.wikidata.org/entity/Q64,10969
193852,641805,641805999985805,NextGenVis,participant,999985805,Utrecht University,http://www.wikidata.org/entity/Q221653,UU,HES,false,510748.56,Netherlands,http://www.wikidata.org/entity/Q55,HEIDELBERGLAAN 8,,Utrecht,https://www.wikidata.org/entity/Q803,3584 CS
211316,742204,742204999842730,ROCKY,participant,999842730,"City, University of London",http://www.wikidata.org/entity/Q1094046,CITY,HES,false,151403.75,United Kingdom,http://www.wikidata.org/entity/Q145,The Deco,https://www.wikidata.org/entity/Q31678475,London,https://www.wikidata.org/entity/Q84,EC1V 0HB
211316,742204,742204999985805,ROCKY,coordinator,999985805,Utrecht University,http://www.wikidata.org/entity/Q221653,UU,HES,false,2342875,Netherlands,http://www.wikidata.org/entity/Q55,HEIDELBERGLAAN 8,,Utrecht,https://www.wikidata.org/entity/Q803,3584 CS
210239,741134,741134999974262,M and M,coordinator,999974262,University of Bristol,http://www.wikidata.org/entity/Q459506,UNIVBRIS,HES,false,2495578,United Kingdom,http://www.wikidata.org/entity/Q145,BEACON HOUSE QUEENS ROAD,,Bristol,https://www.wikidata.org/entity/Q23154,BS8 1QU
213722,809260,809260914172912,Emedgene,coordinator,914172912,EMEDGENE TECHNOLOGIES LTD,,Emedgene,PRC,false,50000,Israel,http://www.wikidata.org/entity/Q801,DERECH MENACHEM BEGIN 125 STREET,,Tel Aviv,https://www.wikidata.org/entity/Q33935,6107002
205055,735134,735134999473645,Fox-IT,coordinator,999473645,OTOCONSULT NV,,OTOCONSULT NV,PRC,false,50000,Belgium,http://www.wikidata.org/entity/Q31,HERENTALSEBAAN 71,,Antwerp,https://www.wikidata.org/entity/Q12892,2100
201611,708459,708459999915189,CAMEOS,coordinator,999915189,University Medical Center Utrecht,http://www.wikidata.org/entity/Q2456800,UMC UTRECHT,HES,false,260929.8,Netherlands,http://www.wikidata.org/entity/Q55,HEIDELBERGLAAN 100,,Utrecht,https://www.wikidata.org/entity/Q803,3584 CX
201611,708459,708459999467340,CAMEOS,partner,999467340,University of California Regents,http://www.wikidata.org/entity/Q7308136,UC,HES,true,,United States of America,http://www.wikidata.org/entity/Q30,FRANKLIN STREET 1111 12 FLOOR,,Oakland Cannabis Buyers' Cooperative,https://www.wikidata.org/entity/Q7073975,94607
201611,708459,708459999466467,CAMEOS,partner,999466467,BOARD OF TRUSTEES OF THE LELAND STANFORD JUNIOR UNIVERSITY,,STANFORD,HES,false,,United States of America,http://www.wikidata.org/entity/Q30,SERRA MALL 450,,Stanford,https://www.wikidata.org/entity/Q951131,94305 2004
210360,754807,754807999959227,STIMULANT,participant,999959227,FUNDACION TEKNIKER,,TEKNIKER,REC,false,180875,Spain,http://www.wikidata.org/entity/Q29,CALLE INAKI GOENAGA 5,,Eibar,https://www.wikidata.org/entity/Q496567,20600
210360,754807,754807994351948,STIMULANT,participant,994351948,WATERJET AG,,WATERJet,PRC,false,90650,Switzerland,http://www.wikidata.org/entity/Q39,Mittelstraße 8,https://www.wikidata.org/entity/Q49438088,Bailliage d'Aarwangen,https://www.wikidata.org/entity/Q97365518,CH 4912
210360,754807,754807953814387,STIMULANT,participant,953814387,SYNOVA SA,,SYNOVA,PRC,false,101133.38,Switzerland,http://www.wikidata.org/entity/Q39,CHEMIN DE LA DENT D OCHE,,Ecublens,https://www.wikidata.org/entity/Q69716,1024
210360,754807,754807999976978,STIMULANT,coordinator,999976978,University of Nottingham,http://www.wikidata.org/entity/Q472316,UoN,HES,false,346412.5,United Kingdom,http://www.wikidata.org/entity/Q145,University Park,https://www.wikidata.org/entity/Q7894858,Nottingham,https://www.wikidata.org/entity/Q41262,NG7 2RD
210360,754807,754807969124382,STIMULANT,participant,969124382,SECO TOOLS AB,,SECO,PRC,false,40250,Sweden,http://www.wikidata.org/entity/Q34,BJORNBACKSVAGEN 2,,Fagerstad,https://www.wikidata.org/entity/Q10493582,73782
196604,636778,636778999979888,FACTS4WORKERS,participant,999979888,TECHNISCHE UNIVERSITAET WIEN,,TU WIEN,HES,false,662812.5,Austria,http://www.wikidata.org/entity/Q40,Karlsplatz A 14 (Neuburg an der Donau),https://www.wikidata.org/entity/Q41272515,Vienna,https://www.wikidata.org/entity/Q1741,1040
196604,636778,636778945536504,FACTS4WORKERS,participant,945536504,SIEVA PODJETJE ZA RAZVOJ IN TRZENJ V AVTOMOBILSKI INDUSTRIJI DOO,,SIEVA,PRC,false,174090,Slovenia,http://www.wikidata.org/entity/Q215,POLJE 15,,Šempeter pri Gorici,https://www.wikidata.org/entity/Q15853,5290
196604,636778,636778986541605,FACTS4WORKERS,participant,986541605,HIDRIA razvoj in proizvodnja avtomobilskih in industrijskih sistemov d.o.o.,,HIDRIA,PRC,false,537985,Slovenia,http://www.wikidata.org/entity/Q215,Nazorjeva ulica 6A,,Ljubljana,https://www.wikidata.org/entity/Q437,1000
196604,636778,636778970556490,FACTS4WORKERS,participant,970556490,EMOORODJARNA DOO,,EMO,PRC,false,208346.25,Slovenia,http://www.wikidata.org/entity/Q215,BEZIGRAJSKA CESTA 10,,Celje,https://www.wikidata.org/entity/Q1012,3000
196604,636778,636778999981149,FACTS4WORKERS,participant,999981149,INTERUNIVERSITAIR MICROELECTRONICA CENTRUM,,IMEC,REC,false,742500,Belgium,http://www.wikidata.org/entity/Q31,KAPELDREEF 75,,Leuven,https://www.wikidata.org/entity/Q118958,3001
196604,636778,636778999895789,FACTS4WORKERS,participant,999895789,University of Florence,http://www.wikidata.org/entity/Q820887,UNIFI,HES,false,431250,Italy,http://www.wikidata.org/entity/Q38,Piazza San Marco 4,,Florence,https://www.wikidata.org/entity/Q2044,50121
196604,636778,636778986034392,FACTS4WORKERS,participant,986034392,EVOLARIS NEXT LEVEL GMBH,,ENL,PRC,false,405378.75,Austria,http://www.wikidata.org/entity/Q40,HUGO WOLF GASSE 8 8A,,Graz,https://www.wikidata.org/entity/Q13298,8010
196604,636778,636778997885852,FACTS4WORKERS,coordinator,997885852,Virtual Vehicle Research GmbH,http://www.wikidata.org/entity/Q89782050,VIF,REC,false,1220160,Austria,http://www.wikidata.org/entity/Q40,INFFELDGASSE 21 A,,Graz,https://www.wikidata.org/entity/Q13298,8010
196604,636778,636778999509341,FACTS4WORKERS,participant,999509341,Instituto Tecnológico de Aragón,http://www.wikidata.org/entity/Q30252824,ITAINNOVA,REC,false,546500,Spain,http://www.wikidata.org/entity/Q29,MARIA DE LUNA 8,,Zaragoza,https://www.wikidata.org/entity/Q10305,50018
196604,636778,636778946808562,FACTS4WORKERS,participant,946808562,SCHAEFFLER TECHNOLOGIES AG & CO. KG,,SCHAEFFLER,PRC,false,337225,Germany,http://www.wikidata.org/entity/Q183,INDUSTRIESTR 1-3,,Herzogenaurach,https://www.wikidata.org/entity/Q1615401,91074
196604,636778,636778999976396,FACTS4WORKERS,participant,999976396,UNIVERSITAT ZURICH,,UZH,HES,false,,Switzerland,http://www.wikidata.org/entity/Q39,RAMISTRASSE 71,,Zürich,https://www.wikidata.org/entity/Q72,8006
196604,636778,636778944328951,FACTS4WORKERS,participant,944328951,THERMOLYMPIC SL,,THERMOLYMPIC,PRC,false,272671.88,Spain,http://www.wikidata.org/entity/Q29,CALLE ALEMANIA SN,,UTEBO(ZARAGOZA),,50180
196604,636778,636778999591209,FACTS4WORKERS,participant,999591209,LAPPEENRANNANLAHDEN TEKNILLINEN YLIOPISTO LUT,,LUT University,HES,false,534375,Finland,http://www.wikidata.org/entity/Q33,University of Helsinki main building,https://www.wikidata.org/entity/Q1393776,Lappeenranta,https://www.wikidata.org/entity/Q181854,53850
196604,636778,636778999918584,FACTS4WORKERS,participant,999918584,Thyssenkrupp Steel Europe,http://www.wikidata.org/entity/Q2430478,TKSE,PRC,false,271250,Germany,http://www.wikidata.org/entity/Q183,KAISER WILHELM STRASSE 100,,Duisburg,https://www.wikidata.org/entity/Q2100,47166
198855,696335,696335927650965,SWINE-GEN,coordinator,927650965,LABORATORIO DOCTOR LARRASA S.L.,,Larrasa,PRC,false,50000,Spain,http://www.wikidata.org/entity/Q29,POLIGONO INDUSTRIAL EL CHAPARRAL SN,,Complejo lagunar de La Albuera,https://www.wikidata.org/entity/Q21507104,06170
226510,871704,871704999882694,BACCHUS,participant,999882694,University of Lincoln,http://www.wikidata.org/entity/Q2738646,UoL,HES,false,468750,United Kingdom,http://www.wikidata.org/entity/Q145,Brayford Pool,,Lincoln,https://www.wikidata.org/entity/Q28260,LN6 7TS
226510,871704,871704998018645,BACCHUS,participant,998018645,ROBOTNIK AUTOMATION SLL,,ROBOTNIK,PRC,false,844062.5,Spain,http://www.wikidata.org/entity/Q29,CARRER DE BARCELONA 3-A. P.I. FUENTE DEL JARRO,,paternalism,https://www.wikidata.org/entity/Q58434,46988
226510,871704,871704915669816,BACCHUS,participant,915669816,Getter Robot,http://www.wikidata.org/entity/Q3761512,SAGA,PRC,false,816000,Norway,http://www.wikidata.org/entity/Q20,SAGAVIENEN 3,,Aš,https://www.wikidata.org/entity/Q583910,1430
226510,871704,871704998802502,BACCHUS,participant,998802502,ETHNIKO KENTRO EREVNAS KAI TECHNOLOGIKIS ANAPTYXIS,,CENTRE FOR RESEARCH AND TECHNOLOGY HELLAS CERTH,REC,false,1301875,Greece,http://www.wikidata.org/entity/Q41,CHARILAOU THERMI ROAD 6 KM,,Thermi,https://www.wikidata.org/entity/Q15303790,57001
226510,871704,871704999895692,BACCHUS,coordinator,999895692,ARISTOTELIO PANEPISTIMIO THESSALONIKIS,,ARISTOTLE UNIVERSITY OF THESSALONIKI,HES,false,1129375,Greece,http://www.wikidata.org/entity/Q41,KEDEA BUILDING TRITIS SEPTEMVRIOU ARISTOTLE UNIV CAMPUS,,Thessaloniki,https://www.wikidata.org/entity/Q17151,54636
226510,871704,871704999861936,BACCHUS,participant,999861936,University of Turin,http://www.wikidata.org/entity/Q499911,UNITO,HES,false,374881.25,Italy,http://www.wikidata.org/entity/Q38,VIA GIUSEPPE VERDI 8,,Turin,https://www.wikidata.org/entity/Q495,10124
226510,871704,871704913841463,BACCHUS,participant,913841463,KTIMA GEROVASSILIOU OINOPOIIA ANONYMI ETARIA,,KTIMA GEROVASSILIOU A.E.,PRC,false,170000,Greece,http://www.wikidata.org/entity/Q41,PAPAMOLA EPANOMI,,Thessaloniki,https://www.wikidata.org/entity/Q17151,575 00
214193,797989,797989999867077,SPIKE,coordinator,999867077,Pompeu Fabra University,http://www.wikidata.org/entity/Q24543,UPF,HES,false,158121.6,Spain,http://www.wikidata.org/entity/Q29,PLACA DE LA MERCE 10-12,,Barcelona,https://www.wikidata.org/entity/Q1492,08002
224207,877125,877125900071440,Optainer,coordinator,900071440,LVP ENGINEERING & CONSTRUCTIONS,,LVP,PRC,false,50000,Belgium,http://www.wikidata.org/entity/Q31,HAVERHEIDELAAN 3,,Boey Temse,https://www.wikidata.org/entity/Q2587139,9140
198343,677471,677471985004446,TERRA,participant,985004446,MAGNETO SPECIAL ANODES BV,,MAGNETO,PRC,false,429000,Netherlands,http://www.wikidata.org/entity/Q55,Calandstraat 109,,Schiedam,https://www.wikidata.org/entity/Q33482242,3125BA
198343,677471,677471951021757,TERRA,participant,951021757,GENSORIC GMBH,,GENSORIC,PRC,false,403000,Germany,http://www.wikidata.org/entity/Q183,GERHART-HAUPTMANN-STRASSE 23,,Rostock,https://www.wikidata.org/entity/Q2861,18055
198343,677471,677471998081016,TERRA,participant,998081016,HYSYTECH SRL,,HYSYTECH,PRC,false,509000,Italy,http://www.wikidata.org/entity/Q38,STRADA DEL DROSSO 33 18,,Turin,https://www.wikidata.org/entity/Q495,10135
198343,677471,677471969594444,TERRA,participant,969594444,AVANTIUM CHEMICALS BV,,AVANTIUM CHEMICALS & ENERGY AVANTIUM CHEMICAL TECHNOLOGIES AVANTIUM CHEMICALS & FUELS AVANTIUM BIOPLASTICS BIOFUELS,PRC,false,801706,Netherlands,http://www.wikidata.org/entity/Q55,ZEKERINGSTRAAT 29,,Amsterdam,https://www.wikidata.org/entity/Q727,1014 BV
198343,677471,677471999977754,TERRA,participant,999977754,Politecnico di Torino,http://www.wikidata.org/entity/Q392897,POLITO,HES,false,587925,Italy,http://www.wikidata.org/entity/Q38,CORSO DUCA DEGLI ABRUZZI 24,,Turin,https://www.wikidata.org/entity/Q495,10129
198343,677471,677471999990655,TERRA,participant,999990655,Technical University of Denmark,http://www.wikidata.org/entity/Q1269766,DTU,HES,false,605906,Denmark,http://www.wikidata.org/entity/Q35,ANKER ENGELUNDSVEJ 1 BYGNING 101 A,,Kongens Lyngby,https://www.wikidata.org/entity/Q2239,2800
198343,677471,677471996524845,TERRA,coordinator,996524845,European Research Institute of Catalysis A.I.S.B.L.,,ERIC A.I.S.B.L.,REC,false,688247.5,Belgium,http://www.wikidata.org/entity/Q31,Rond-Point Schuman 14,,Brussels,https://www.wikidata.org/entity/Q239,1040
198343,677471,677471928030235,TERRA,participant,928030235,FUNDACIO EURECAT,,EURECAT,REC,false,400000,Spain,http://www.wikidata.org/entity/Q29,AVENIDA UNIVERSITAT AUTONOMA 23,,Cerdanyola del Vallès,https://www.wikidata.org/entity/Q13922,08290
220399,802008,802008999841469,EPICROP,coordinator,999841469,University of Lausanne,http://www.wikidata.org/entity/Q658975,UNIL,HES,false,1499903,Switzerland,http://www.wikidata.org/entity/Q39,Quartier Unil-Centre Bâtiment Unicentre,,Lausanne,https://www.wikidata.org/entity/Q807,1015
205887,739305,739305924784227,JAM,coordinator,924784227,Stra,http://www.wikidata.org/entity/Q47325,Stratio,PRC,false,1100417,Portugal,http://www.wikidata.org/entity/Q45,INSTITUTO PEDRO NUNES RUA PEDRO NUNES QUINTA DA NORA ED.D,,Coimbra,https://www.wikidata.org/entity/Q45412,3030 199
212227,778051,778051934005435,ORBIS,participant,934005435,Zentiva,http://www.wikidata.org/entity/Q51905400,ZENTIVA K.S.,PRC,false,270000,Czech Republic,http://www.wikidata.org/entity/Q213,U KABELOVNY 130,,Prague,https://www.wikidata.org/entity/Q1085,10237
212227,778051,778051999455215,ORBIS,coordinator,999455215,Poznan University of Medical Sciences,http://www.wikidata.org/entity/Q741563,POZNAN UNIVERSITY OF MEDICAL SCIENCES,HES,false,684000,Poland,http://www.wikidata.org/entity/Q36,UL. FREDRY 10,,Poznań,https://www.wikidata.org/entity/Q268,61-701
212227,778051,778051999659691,ORBIS,participant,999659691,Poznań University of Technology,http://www.wikidata.org/entity/Q1678753,POLITECHNIKA POZNANSKA,HES,false,369000,Poland,http://www.wikidata.org/entity/Q36,PL MARII SKLODOWSKIEJ CURIE 5,,Poznań,https://www.wikidata.org/entity/Q268,60 965
212227,778051,778051931002800,ORBIS,participant,931002800,JOINT STOCK COMPANY FARMAK,,FMK,PRC,false,315000,Ukraine,http://www.wikidata.org/entity/Q212,63 FRUNZE STR.,,Kyiv,https://www.wikidata.org/entity/Q1899,04080
212227,778051,778051999994535,ORBIS,participant,999994535,University of Helsinki,http://www.wikidata.org/entity/Q28695,UH,HES,false,171000,Finland,http://www.wikidata.org/entity/Q33,YLIOPISTONKATU 3,,2014 Helsinki University murder attempt,https://www.wikidata.org/entity/Q16977196,00014
212227,778051,778051999845446,ORBIS,participant,999845446,THE PROVOST FELLOWS FOUNDATION SCHOLARS & THE OTHER MEMBERS OF BOARD OF THE COLLEGE OF THE HOLY & UNDIVIDED TRINITY OF QUEEN ELIZABETH NEAR DUBLIN,,TRINITY COLLEGE DUBLIN,HES,false,112500,Ireland,http://www.wikidata.org/entity/Q27,College Greens,https://www.wikidata.org/entity/Q5146400,Dublin,https://www.wikidata.org/entity/Q1761,2
212227,778051,778051919329238,ORBIS,participant,919329238,PHYSIOLUTION GMBH,,PHY,PRC,false,45000,Germany,http://www.wikidata.org/entity/Q183,WALTHER-RATHENAU-STRASSE 49 A,,Greifswald,https://www.wikidata.org/entity/Q4098,17489
212227,778051,778051973056277,ORBIS,participant,973056277,SIEC BADAWCZA LUKASIEWICZ INSTYTUT FARMACEUTYCZNY,,LUKASIEWICZ RESEARCH NETWORK - PHARMACEUTICAL RESEARCH INSTITUTE PRI,OTH,false,274500,Poland,http://www.wikidata.org/entity/Q36,UL. RYDYGIERA 8,,Warsaw,https://www.wikidata.org/entity/Q270,01 793
212227,778051,778051949140151,ORBIS,participant,949140151,APPLIED PROCESS COMPANY LIMITED,,APC LTD,PRC,false,27000,Ireland,http://www.wikidata.org/entity/Q27,BUILDING 11 CHERRYWOOD BUSINESS PARK LOUGHLINSTOWN,,Dublin,https://www.wikidata.org/entity/Q1761,D18DH50
212227,778051,778051999882403,ORBIS,partner,999882403,Rutgers University,http://www.wikidata.org/entity/Q499451,RUTGERS,HES,false,,United States of America,http://www.wikidata.org/entity/Q30,RUTGERS PLAZA 3,,New Brunswick,https://www.wikidata.org/entity/Q138338,08901
198382,680735,680735951593960,openMOS,participant,951593960,INOTEC LTD,,inotecuk,PRC,false,254625,United Kingdom,http://www.wikidata.org/entity/Q145,READ CLOSE 3,,HOCKLEY ESSEX,,SS5 4LS
198382,680735,680735999852236,openMOS,participant,999852236,Linköping University,http://www.wikidata.org/entity/Q782600,LIU,HES,false,425000,Sweden,http://www.wikidata.org/entity/Q34,CAMPUS VALLA,,Linköping,https://www.wikidata.org/entity/Q25413,581 83
198382,680735,680735999990946,openMOS,participant,999990946,KUNGLIGA TEKNISKA HOEGSKOLAN,,KTH,HES,false,462500,Sweden,http://www.wikidata.org/entity/Q34,BRINELLVAGEN 8,,Stockholm,https://www.wikidata.org/entity/Q1754,100 44
198382,680735,680735933343507,openMOS,participant,933343507,AFAG AUTOMATION AG,,Afag,PRC,false,,Switzerland,http://www.wikidata.org/entity/Q39,Fiechtenstrasse 32,,Hüttwiler Seen,https://www.wikidata.org/entity/Q21682670,4950
198382,680735,680735927495183,openMOS,participant,927495183,HSSMI LIMITED,,HSSMI LIMITED,REC,false,369865,United Kingdom,http://www.wikidata.org/entity/Q145,CEME CAMPUS MARCH WAY,,Rainham Steel,https://www.wikidata.org/entity/Q18393206,RM138EU
198382,680735,680735951594154,openMOS,participant,951594154,CENTRE FOR ENGINEERING AND MANUFACTURING EXCELLENCE LTD LBG,,CEME,REC,true,,United Kingdom,http://www.wikidata.org/entity/Q145,MARSH WAY CEME CAMPUS,,Rainham Steel,https://www.wikidata.org/entity/Q18393206,RM13 8EU
198382,680735,680735996290008,openMOS,participant,996290008,FORTISS GMBH,,FTS,REC,false,446416.66,Germany,http://www.wikidata.org/entity/Q183,Villa mit Garten Guerickestraße 25,https://www.wikidata.org/entity/Q49335961,Munich,https://www.wikidata.org/entity/Q1726,80805
198382,680735,680735999633889,openMOS,participant,999633889,UNINOVAINSTITUTO DE DESENVOLVIMENTO DE NOVAS TECNOLOGIASASSOCIACAO,,UNINOVA,REC,false,448750,Portugal,http://www.wikidata.org/entity/Q45,CAMPUS DA CAPARICA QUINTA DA TORRE,,Costa da Caparica,https://www.wikidata.org/entity/Q598662,2829-516
198382,680735,680735940211980,openMOS,participant,940211980,SENSEAIR AB,,SENSEAIR,PRC,false,344400,Sweden,http://www.wikidata.org/entity/Q34,PO BOX 96,,Delsbo lace,https://www.wikidata.org/entity/Q10468286,820 60
198382,680735,680735933951988,openMOS,participant,933951988,WE PLUS SPA,,WE PLUS SPA,PRC,false,417927.04,Italy,http://www.wikidata.org/entity/Q38,STRADA TORINO 43,,Tranvia Torino-Orbassano-Giaveno,https://www.wikidata.org/entity/Q24933696,10043
198382,680735,680735998312749,openMOS,participant,998312749,ELECTROLUX ITALIA SPA,,ELECTROLUX,PRC,false,162750,Italy,http://www.wikidata.org/entity/Q38,CORSO LINO ZANUSSI 24,,Porcía,https://www.wikidata.org/entity/Q14206039,33080
198382,680735,680735998153669,openMOS,participant,998153669,MASMEC SPA,,MASMEC,PRC,false,382725,Italy,http://www.wikidata.org/entity/Q38,VIA DEI GIGLI 21,,MODUGNO,,70026
198382,680735,680735999990752,openMOS,participant,999990752,Loughborough University,http://www.wikidata.org/entity/Q1434547,LU,HES,false,719250,United Kingdom,http://www.wikidata.org/entity/Q145,"14, Ashby Road",https://www.wikidata.org/entity/Q26336460,Loughborough Gap,https://www.wikidata.org/entity/Q6686160,LE11 3TU
198382,680735,680735989798089,openMOS,participant,989798089,Ford of Britain,http://www.wikidata.org/entity/Q860661,FORD,PRC,false,182769.38,United Kingdom,http://www.wikidata.org/entity/Q145,RotorWay 300T Eagle,https://www.wikidata.org/entity/Q7370580,Brentwood,https://www.wikidata.org/entity/Q846426,CM13 3BW
198382,680735,680735951904069,openMOS,participant,951904069,ASYS AUTOMATISIERUNGSSYSTEME GMBH,,ASYS,PRC,false,395500,Germany,http://www.wikidata.org/entity/Q183,Benzstrasse 10,,Teiuș,https://www.wikidata.org/entity/Q946893,89160
198382,680735,680735990220039,openMOS,coordinator,990220039,INTROSYSINTEGRATION FOR ROBOTIC SYSTEMSINTEGRACAO DE SISTEMAS ROBOTICOS SA,,INTROSYS SA,PRC,false,813812.8,Portugal,http://www.wikidata.org/entity/Q45,Zona Industrial Vila Amélia Estrada dos 4 Castelos Lote 67,,QUINTA DO ANJO,,2950 805
198382,680735,680735986538889,openMOS,participant,986538889,Elrest Automationssysteme GmbH,,Elrest,PRC,false,542500,Germany,http://www.wikidata.org/entity/Q183,Leibnitzstrasse 10,,Kirchheim unter Teck,https://www.wikidata.org/entity/Q14866,73230
215942,774244,774244998289081,BRESOV,participant,998289081,University of Trás-os-Montes and Alto Douro,http://www.wikidata.org/entity/Q3309132,UTAD,HES,false,125000,Portugal,http://www.wikidata.org/entity/Q45,Casa e Quinta do Prado,https://www.wikidata.org/entity/Q97066142,Vila-real,https://www.wikidata.org/entity/Q12292,5000 911
215942,774244,774244950110345,BRESOV,participant,950110345,FOUNDATION OF RESEARCH & BUSINESS CHUNGHAM NATIONAL UNIVERSITY,,UNICHU,OTH,false,,South Korea,http://www.wikidata.org/entity/Q884,DAEHAK-RO 99,,Daejeon,https://www.wikidata.org/entity/Q20921,305-764
215942,774244,774244999874061,BRESOV,coordinator,999874061,University of Catania,http://www.wikidata.org/entity/Q1248821,UNICT,HES,false,689708.75,Italy,http://www.wikidata.org/entity/Q38,PIAZZA UNIVERSITA 2,,Catania,https://www.wikidata.org/entity/Q1903,95131
215942,774244,774244999778419,BRESOV,participant,999778419,EURICE EUROPEAN RESEARCH AND PROJECT OFFICE GMBH,,EURICE,PRC,false,390250,Germany,http://www.wikidata.org/entity/Q183,HEINRICH-HERTZ-ALLEE 1,,Sankt Ingbert,https://www.wikidata.org/entity/Q14907,66386
215942,774244,774244921266910,BRESOV,participant,921266910,Zhejiang Academy of Agricultural Sciences,http://www.wikidata.org/entity/Q30253760,ZAAS,REC,false,,People's Republic of China,http://www.wikidata.org/entity/Q148,NO 198 SHIQIAO STREET,,Hangzhou,https://www.wikidata.org/entity/Q4970,310021
215942,774244,774244996621360,BRESOV,participant,996621360,Tunis El Manar University,http://www.wikidata.org/entity/Q3551684,UTM,HES,false,151875,Tunisia,http://www.wikidata.org/entity/Q948,CAMPUS TUNIS ROMMANA,,Tunis,https://www.wikidata.org/entity/Q3572,1068
215942,774244,774244945077694,BRESOV,participant,945077694,ProSpecieRara,http://www.wikidata.org/entity/Q686159,ProSpecieRara,OTH,false,107478.75,Switzerland,http://www.wikidata.org/entity/Q39,UNTER BRUGLINGEN 6 MUNCHENSTEIN,,Basel,https://www.wikidata.org/entity/Q78,4052
215942,774244,774244998802114,BRESOV,participant,998802114,FORSCHUNGSINSTITUT FUR BIOLOGISCHEN LANDBAU STIFTUNG,,FIBL RESEARCH INSTITUTE OF ORGANIC AGRICULTURE,REC,false,417115,Switzerland,http://www.wikidata.org/entity/Q39,ACKERSTRASSE 113,,Macbeath surface,https://www.wikidata.org/entity/Q3505277,5070
215942,774244,774244948100408,BRESOV,participant,948100408,Beijing Academy of Agricultural and Forestry Sciences,http://www.wikidata.org/entity/Q30281640,BAAFS,REC,false,,People's Republic of China,http://www.wikidata.org/entity/Q148,12 RUIWANGFEN XIANGSHAN ROAD HAIDIAN,,Beijing,https://www.wikidata.org/entity/Q956,100093
215942,774244,774244959252207,BRESOV,participant,959252207,SERVICIO REGIONAL DE INVESTIGACION Y DESARROLLO AGROALIMENTARIO DEL PRINCIPADO DE ASTURIAS,,SERIDA,REC,false,319750,Spain,http://www.wikidata.org/entity/Q29,CARRETERA DE OVIEDO,,VILLAVICIOSA ASTURIAS,,33300
215942,774244,774244911702516,BRESOV,participant,911702516,ITAKA SRL,,ITAKA,PRC,false,305426.25,Italy,http://www.wikidata.org/entity/Q38,VIA MONTE NAPOLEONE 8,,Milan,https://www.wikidata.org/entity/Q490,20121
