rcn,id,acronym,status,programme,topics,title,startDate,endDate,projectUrl,objective,totalCost,ecMaxContribution,Coordinator,WikiCoordinator,coordinatorCountry,WikiCountry,participants,participantCountries
201411,706296,DISTRICT,CLOSED,H2020-EU.1.3.2.,MSCA-IF-2015-EF,DECIPHERING THE ROLE OF TRIB1 IN REGULATORY T CELLS,2017-07-01T00:00:00Z,2019-06-30T00:00:00Z,http://crti.univ-nantes.fr/,The role of regulatory T cells (Tregs) is crucial to maintain immune homeostasis by controlling peripheral tolerance,185076,185076,Institut national de la santé et de la recherche médicale,http://www.wikidata.org/entity/Q1474517,France,http://www.wikidata.org/entity/Q142,,
200169,667713,AML-VACCiN,SIGNED,H2020-EU.3.1.3.,PHC-14-2015,Clinical development of a dendritic-cell vaccine therapy for acute myeloid leukaemia,2016-01-01T00:00:00Z,2020-03-31T00:00:00Z,http://www.amlvaccin.eu,Eradicating minimal residual disease (MRD) in patients with acute myeloid leukaemia (AML) is an area of high unmet medical need,8278716.25,6001482,VU University Medical Center,http://www.wikidata.org/entity/Q1888218,Kingdom of the Netherlands,http://www.wikidata.org/entity/Q29999,BIONTECH INNOVATIVE MANUFACTURING SERVICES GMBH-HELSINGIN YLIOPISTO-STICHTING VU-UNIVERSITATSKLINIKUM BONN-ACADEMISCH ZIEKENHUIS GRONINGEN-UPPSALA UNIVERSITET-UNIVERSITAET LEIPZIG-LINICAL NETHERLANDS B.V.-UNIVERSITAETSMEDIZIN DER JOHANNES GUTENBERG-UNIVERSITAET MAINZ-DCPRIME BV-HELSE BERGEN HF*HAUKELAND UNIVERSITY HOSPITAL-UNIVERSITETET I BERGEN-TECHNISCHE UNIVERSITAET DRESDEN-IMMATICS BIOTECHNOLOGIES GMBH,DE-FI-NL-SE-NO
212601,742259,SENSIT,SIGNED,H2020-EU.1.1.,ERC-2016-ADG,Sensitivity of human tumors to T cell attack,2017-12-01T00:00:00Z,2022-11-30T00:00:00Z,https://www.nki.nl/divisions/molecular-oncology-immunology/schumacher-t-group/,The goal of this project is to describe the tumor cell-intrinsic mechanisms that determine whether foreign human cancers are sensitive or resistant to the tumor-specific T cell response they induce,2405625,2405625,NKI,http://www.wikidata.org/entity/Q2442457,Kingdom of the Netherlands,http://www.wikidata.org/entity/Q29999,,
195800,659478,BIMEDA,CLOSED,H2020-EU.1.3.2.,MSCA-IF-2014-EF,Big Medical Data Use in Primary Care: an ethnographic socio-technical investigation of challenges and opportunities,2015-08-01T00:00:00Z,2017-08-31T00:00:00Z,http://www.bimeda-project.eu,Big medical data analytics is a new and unique opportunity for national health systems to reduce costs and improve population health management,195454.8,195454.8,University of Nottingham,http://www.wikidata.org/entity/Q472316,United Kingdom,http://www.wikidata.org/entity/Q145,,
213160,780602,Lynx,SIGNED,H2020-EU.2.1.1.,ICT-14-2016-2017,Building the Legal Knowledge Graph for Smart Compliance Services in Multilingual Europe,2017-12-01T00:00:00Z,2020-11-30T00:00:00Z,http://lynx-project.eu/,European small and medium-sized enterprises (SMEs) and companies operating internationally face multiple difficulties to trade abroad and to localise their products and services in other countries,3638065,2959247.52,Technical University of Madrid,http://www.wikidata.org/entity/Q25864,Spain,http://www.wikidata.org/entity/Q29,ALPENITE SRL-CUATRECASAS GONCALVES PEREIRA SLP-UNIVERSIDAD DE ZARAGOZA-DET NORSKE VERITAS B.V.-K DICTIONARIES LTD-CYBLY GMBH-DEUTSCHES FORSCHUNGSZENTRUM FUR KUNSTLICHE INTELLIGENZ GMBH-SEMANTIC WEB COMPANY GMBH-TILDE SIA-UNIVERSIDAD AUTONOMA DE BARCELONA,IT-ES-NL-IL-AT-DE-LV
193491,637412,META-STRESS,SIGNED,H2020-EU.1.1.,ERC-StG-2014,Unravelling life-history responses and underlying mechanisms to environmental stress in wild populations,2015-04-01T00:00:00Z,2020-03-31T00:00:00Z,https://www.helsinki.fi/en/researchgroups/metapopulation-research-centre/research-and-subgroups/life-history-evolution-research-group,Organisms in the wild are constantly challenged by environmental variation in eg resource quality,1494882.5,1494882.5,University of Helsinki,http://www.wikidata.org/entity/Q28695,Finland,http://www.wikidata.org/entity/Q33,,
209246,747424,SCRIBE,CLOSED,H2020-EU.1.3.2.,MSCA-IF-2016,Reading the genetic history of parchment manuscripts.,2017-10-01T00:00:00Z,2019-09-30T00:00:00Z,https://twitter.com/scribe_msc,Medieval texts are a window into the monastic world and an integral part of European written history,195454.8,195454.8,University of York,http://www.wikidata.org/entity/Q967165,United Kingdom,http://www.wikidata.org/entity/Q145,,
209402,753427,CLH,CLOSED,H2020-EU.1.3.2.,MSCA-IF-2016,What is comparative legal history? Legal historiography and the revolt against formalism 1930-60,2017-09-21T00:00:00Z,2019-09-20T00:00:00Z,http://www.infolaw.co,What is comparative legal history? This research aims to show that to understand the rise of this field of inquiry we need first to clarify how historiography changes in time,191325.6,191325.6,University of Helsinki,http://www.wikidata.org/entity/Q28695,Finland,http://www.wikidata.org/entity/Q33,,
207814,705577,TechPolChange,CLOSED,H2020-EU.1.3.2.,MSCA-IF-2015-EF,Technology and Political Change: Nuclear Power in the Post-Soviet Union,2017-02-28T00:00:00Z,2019-02-27T00:00:00Z,https://nuclearpoweredmusings.wordpress.com/,Focusing on the case of nuclear power in post-Soviet Russia and Ukraine (1990-present) this research and training project analyzes the relationship between political elites scientific experts and the public in the context of political change and incomplete democratization,170121.6,170121.6,Pompeu Fabra University,http://www.wikidata.org/entity/Q24543,Spain,http://www.wikidata.org/entity/Q29,,
202562,679097,UrbanOccupationsOETR,SIGNED,H2020-EU.1.1.,ERC-StG-2015,Industrialisation and Urban Growth from the mid-nineteenth century Ottoman Empire to Contemporary Turkey in a Comparative Perspective 1850-2000,2016-10-01T00:00:00Z,2022-03-31T00:00:00Z,https://urbanoccupations.ku.edu.tr/,This project aims to overcome historiographical and disciplinary limitations in social and economic history historical geography and urban studies for the Ottoman Empire and the Republic of Turkey,1497500,1497500,Koç University,http://www.wikidata.org/entity/Q1193155,Turkey,http://www.wikidata.org/entity/Q43,THE CHANCELLOR MASTERS AND SCHOLARSOF THE UNIVERSITY OF CAMBRIDGE,UK
198083,666669,COMSTAR,SIGNED,H2020-EU.1.1.,ERC-ADG-2014,The effects of early-life adversity on cognition: A comparative approach.,2015-10-01T00:00:00Z,2021-06-30T00:00:00Z,https://www.danielnettle.org.uk/comstar/,This research programme will investigate how adversity experienced early in life affects cognition in adulthood in two different long-lived species humans and European starlings,2080040,2080040,Newcastle University,http://www.wikidata.org/entity/Q837164,United Kingdom,http://www.wikidata.org/entity/Q145,,
200463,707983,HiggsEFTatNLO,CLOSED,H2020-EU.1.3.2.,MSCA-IF-2015-EF,Precise Higgs Properties in the LHC Era,2017-09-01T00:00:00Z,2019-08-31T00:00:00Z,https://feynrules.irmp.ucl.ac.be/wiki/SMEFTatNLO,The observation of the Higgs boson at the LHC in 2012 was a defining moment for particle physics in the 21st century,160800,160800,Catholic University of Louvain,http://www.wikidata.org/entity/Q5121415,Belgium,http://www.wikidata.org/entity/Q31,,
203249,683080,LIPA,SIGNED,H2020-EU.1.1.,ERC-CoG-2015,A unified theory of finite-state recognisability,2016-05-01T00:00:00Z,2021-04-30T00:00:00Z,https://www.mimuw.edu.pl/,Finite-state devices like finite automata and monoids on finite words or extensions to trees and infinite objects are fundamental tools of logic in computer science,1768125,1768125,University of Warsaw,http://www.wikidata.org/entity/Q144488,Poland,http://www.wikidata.org/entity/Q36,,
194085,643636,Sound of Vision,CLOSED,H2020-EU.3.1.4.,PHC-26-2014,Natural sense of vision through acoustics and haptics,2015-01-01T00:00:00Z,2017-12-31T00:00:00Z,http://www.soundofvision.net,Sound of Vision (Vision restoration through sound and haptics) will design implement and validate an original non-invasive hardware and software system to assist visually impaired people by creating and conveying an auditory representation of the surrounding environment,3960709,3960709,University of Iceland,http://www.wikidata.org/entity/Q196559,Iceland,http://www.wikidata.org/entity/Q189,SZECHENYI ISTVAN UNIVERSITY-INFO WORLD SRL-UNIVERSITATEA POLITEHNICA DIN BUCURESTI-POLITECHNIKA LODZKA-ISTITUTO PER L'INTERSCAMBIO SCIENTIFICO-UNIVERSITATEA TEHNICA GHEORGHE ASACHI DIN IASI-FUNDACJA INSTYTUT ROZWOJU REGIONALNEGO-BJONUSTU-OG BEKKINGARMIOSTOO FYRIRBLINDA SJONSKERTA OG DAUFBLINDA EINSTAKLINGA,HU-RO-PL-IT-IS
201296,705112,ZC,SIGNED,H2020-EU.1.3.2.,MSCA-IF-2015-EF,Torsion units of integral group rings,2016-05-01T00:00:00Z,2017-10-31T00:00:00Z,http://www.igt.uni-stuttgart.de/LstDiffgeo/Margolis/,Group rings form one of the most significant classes of rings,118591.2,118591.2,University of Murcia,http://www.wikidata.org/entity/Q1236345,Spain,http://www.wikidata.org/entity/Q29,,
195851,659826,MEMBRANEPROT,SIGNED,H2020-EU.1.3.2.,MSCA-IF-2014-EF,Membrane proteins â€“ development of new computational approaches and its application to G-Protein Coupled Receptors,2016-03-01T00:00:00Z,2018-02-28T00:00:00Z,http://milou.science.uu.nl/cgi/services/SPOTON/spoton/,Protein-protein tridimensional (3D) structures are fundamental for structural biology and drug discovery,177598.8,177598.8,Utrecht University,http://www.wikidata.org/entity/Q221653,Kingdom of the Netherlands,http://www.wikidata.org/entity/Q29999,,
224371,877543,HIPERSIM,CLOSED,H2020-EU.3.+H2020-EU.2.3.+H2020-EU.2.1.,EIC-SMEInst-2018-2020,Automated Fast Generation of High-Performance Instruction Set Simulators for Microprocessors,2019-08-01T00:00:00Z,2020-01-31T00:00:00Z,https://www.a-bix.com/about.html,HIPERSIM is a software platform enabling the fast and automated generation of microprocessor simulators,71429,50000,ABIX Europe,http://www.wikidata.org/entity/Q54940482,Austria,http://www.wikidata.org/entity/Q40,,
215252,794405,RCADE,CLOSED,H2020-EU.1.3.2.,MSCA-IF-2017,Reversible causally-consistent debugging of concurrent programs,2018-09-01T00:00:00Z,2020-08-31T00:00:00Z,https://sites.google.com/view/claudio-mezzina,Modern computing devices execute complex software to provide every-day services and applications,183454.8,183454.8,University of Leicester,http://www.wikidata.org/entity/Q1333399,United Kingdom,http://www.wikidata.org/entity/Q145,,
204502,700276,HIPPOGRIFFE,SIGNED,H2020-EU.1.3.2.,MSCA-IF-2015-EF,Hybrid simulations of flow properties using atomistic â€“ fluctuating hydrodynamics modelling for nanoconfined water,2016-07-01T00:00:00Z,2018-06-30T00:00:00Z,https://www.researchgate.net/project/Hybrid-simulatIons-of-flow-properties-using-atomistic-fluctuating-hydrodynamics-modelling-for-nanoconfined-water,The goal of this Marie Curie Individual Fellowship entitled Hybrid simulatIons of flow ProPerties using atOmistic â€“ fluctuatinG hydRodynamics modellIng For nanoconFined watEr (HIPPOGRIFFE) is to train a talented Experienced Researcher (ER) Dr,195454.8,195454.8,Queen Mary University of London,http://www.wikidata.org/entity/Q195668,United Kingdom,http://www.wikidata.org/entity/Q145,,
198606,646612,Eurasia3angle,SIGNED,H2020-EU.1.1.,ERC-CoG-2014,Millet and beans language and genes. The origin and dispersal of the Transeurasian family.,2015-09-01T00:00:00Z,2020-08-31T00:00:00Z,http://www.shh.mpg.de/100886/eurasia3angle_group,The question about the origin and dispersal of the Transeurasian languages (i,2000000,2000000,Max Planck Society,http://www.wikidata.org/entity/Q158085,Germany,http://www.wikidata.org/entity/Q183,,
195656,658838,STOICHIOMET,CLOSED,H2020-EU.1.3.2.,MSCA-IF-2014-EF,Blending Stoichiometric and Metabolic Theories from Genes to Populations: Resource Stochiometry and Temperature Effects on Consumers with Contrasting Life-history Strategies,2015-10-12T00:00:00Z,2019-01-08T00:00:00Z,https://www.mn.uio.no/ibv/english/people/aca/francijb/,Human-induced global warming and increased nutrient bioavailability are impacting on species evolution and ecosystem functioning worldwide,196400.4,196400.4,University of Oslo,http://www.wikidata.org/entity/Q486156,Norway,http://www.wikidata.org/entity/Q20,,
208686,750263,DICTUM,CLOSED,H2020-EU.1.3.2.,MSCA-IF-2016,Divide and Collect: Understanding Method in Plato,2017-06-01T00:00:00Z,2019-05-31T00:00:00Z,https://www.uib.no/fg/antikkfi/108977/dictum-,DICTUM (Divide and Collect: Understanding Platonic Method) is a research project that investigates the origins of the Western ideal of rational inquiry Platos conception of dialectic,208400.4,208400.4,University of Bergen,http://www.wikidata.org/entity/Q204457,Norway,http://www.wikidata.org/entity/Q20,,
195263,656397,THISTLE,SIGNED,H2020-EU.1.3.2.,MSCA-IF-2014-EF,Transformation and the management of HIStorical foresT. Landscapes of the Eugaean Hill (Padua Italy). Fresh perspectives through spatial analyses and dendro-anthracology,2016-04-01T00:00:00Z,2018-03-31T00:00:00Z,https://www.facebook.com/profile.php,To better anticipate global changes (environmental climate and social changes) research over the past twenty years has focused on understanding and measuring the interactions between societies and their environment,180277.2,180277.2,University of Padua,http://www.wikidata.org/entity/Q193510,Italy,http://www.wikidata.org/entity/Q38,,
209577,748122,ELITE,CLOSED,H2020-EU.1.3.2.,MSCA-IF-2016,Exploring LIfestyle Transitions: a molecular and physical anthropology approach of ancient Yakut people,2017-09-04T00:00:00Z,2019-09-03T00:00:00Z,http://amis.cnrs.fr/,Adaptation whereby organisms become fitted to their environment is a key evolutionary process driving biodiversity,173076,173076,Toulouse III University - Paul-Sabatier,http://www.wikidata.org/entity/Q1273188,France,http://www.wikidata.org/entity/Q142,,
199750,668142,SPCCT,SIGNED,H2020-EU.3.1.3.,PHC-11-2015,In Vivo Spectral Photon Counting CT Molecular Imaging in Cardio- and Neuro-Vascular Diseases,2016-01-01T00:00:00Z,2021-06-30T00:00:00Z,http://www.spcct.eu,The objective of the SPCCT project is to develop and validate a widely accessible new quantitative and analytical in vivo imaging technology combining Spectral Photon Counting CT and contrast agents to accurately and early detect characterize and monitor neurovascular and cardiovascular disease,6441663.75,6441663.75,Claude Bernard University Lyon 1,http://www.wikidata.org/entity/Q4032,France,http://www.wikidata.org/entity/Q142,MATHYM-LYON INGENIERIE PROJETS-UNIVERSITA DEGLI STUDI DI TORINO-CLINIQUES UNIVERSITAIRES SAINT-LUC-PHILIPS MEDICAL SYSTEMS TECHNOLOGIES LTD-BRACCO IMAGING SPA-ERASMUS UNIVERSITEIT ROTTERDAM-PHILIPS GMBH-VOXCAN-KING'S COLLEGE LONDON,FR-IT-BE-IL-NL-DE-UK
217851,819171,SCIENCECITY,CLOSED,H2020-EU.1.3.5.,MSCA-NIGHT-2018,SCIENCE MEETS CITY: SCIENCE HOTEL and SCIENCE OPEN,2018-05-01T00:00:00Z,2018-11-30T00:00:00Z,https://www.eur.nl/en/about-eur/lustrum/science-hotel-science-open,SCIENCE MEETS CITY Science Meets City is a two-day festival where the general public in Rotterdam and its region meets with scientists and are introduced in their research and its relevance for daily life,112700,40000,Erasmus University Rotterdam,http://www.wikidata.org/entity/Q633529,Kingdom of the Netherlands,http://www.wikidata.org/entity/Q29999,,
204727,681632,PROSOCIAL,SIGNED,H2020-EU.1.1.,ERC-CoG-2015,The neural basis of prosocial development in adolescence,2016-10-01T00:00:00Z,2022-09-30T00:00:00Z,https://www.juniorhersenen.nl/brainlinks,Adolescence is an important transition period in life where individuals gain independence from their caregivers and develop into adults who pursue their own goals,2000000,2000000,Erasmus University Rotterdam,http://www.wikidata.org/entity/Q633529,Kingdom of the Netherlands,http://www.wikidata.org/entity/Q29999,UNIVERSITEIT LEIDEN,NL
196030,661009,HUMANITECH,CLOSED,H2020-EU.1.3.2.,MSCA-IF-2014-EF,Humanitarian Technology Interventions,2015-09-01T00:00:00Z,2017-08-31T00:00:00Z,https://www.linkedin.com/in/samer-abdelnour/,There is growing global interest in the positive role of technology (such as mobile phones sanitary toilets or malaria nets) to alleviate problems associated with poverty and humanitarian crises,165598.8,165598.8,Erasmus University Rotterdam,http://www.wikidata.org/entity/Q633529,Kingdom of the Netherlands,http://www.wikidata.org/entity/Q29999,,
213041,779292,PECUNIA,SIGNED,H2020-EU.3.1.5.,SC1-PM-20-2017,ProgrammE in Costing resource use measurement and outcome valuation for Use in multi-sectoral National and International health economic evaluAtions,2018-01-01T00:00:00Z,2020-12-31T00:00:00Z,http://www.pecunia-project.eu,ProgrammE in Costing resource use measurement and outcome valuation for Use in multi-sectoral National and International health economic evaluAtions (PECUNIA) addresses the call SC1-PM-20-2017 Methods research for improved health economic evaluation,2999943.75,2999943.75,Medical University of Vienna,http://www.wikidata.org/entity/Q700731,Austria,http://www.wikidata.org/entity/Q40,ASOCIACION CIENTIFCA PSICOST-BUDAPESTI CORVINUS EGYETEM-LONDON SCHOOL OF ECONOMICS AND POLITICAL SCIENCE-EURICE EUROPEAN RESEARCH AND PROJECT OFFICE GMBH-SERVICIO CANARIO DE LA SALUD-UNIVERSITEIT MAASTRICHT-UNIVERSITAETSKLINIKUM HAMBURG-EPPENDORF-UNIVERSITY OF BRISTOL-ERASMUS UNIVERSITEIT ROTTERDAM,ES-HU-UK-DE-NL
203082,707404,LEaDing Fellows,SIGNED,H2020-EU.1.3.4.,MSCA-COFUND-2015-FP,LEaDing Fellows,2017-01-02T00:00:00Z,2022-01-01T00:00:00Z,https://leadingfellows.eu/,The LEaDing Fellow Programme offers 90 two-year postdoc positions to ambitious and excellent researchers who want to perform research in a challenging internationally esteemed and multidisciplinary environment,12744000,6372000,Delft University of Technology,http://www.wikidata.org/entity/Q752663,Kingdom of the Netherlands,http://www.wikidata.org/entity/Q29999,,
216989,810850,Achilles,SIGNED,H2020-EU.4.b.,WIDESPREAD-05-2017,Overcoming specific weaknesses in tendon biology to design advanced regenerative therapies,2018-10-01T00:00:00Z,2021-09-30T00:00:00Z,https://achilles.i3bs.eu/,The main goal of Achilles is to significantly strengthen the science and technology capacity of UMinho in biophysics cell/molecular biology and genetics/gene therapy in order to achieve global scientific excellence and competitiveness for the translation of advanced therapies/ tendon tissue engineering strategies to treat tendon injuries/diseases At the same tine Achilles also aims at positioning the research profile of UMinho and its staff in an outstanding international research level,999626.25,999626.25,University of Minho,http://www.wikidata.org/entity/Q29673,Portugal,http://www.wikidata.org/entity/Q45,NATIONAL UNIVERSITY OF IRELAND GALWAY-KLINIKUM DER UNIVERSITAET REGENSBURG,IE-DE
195956,660489,APTALAPS,CLOSED,H2020-EU.1.3.2.,MSCA-IF-2014-EF,Investigation of the interaction of mesenchymal stem cells with aptamer modified surfaces using Light-Addressable Potentiometric Sensors (LAPS),2015-07-20T00:00:00Z,2017-07-19T00:00:00Z,http://www.sems.qmul.ac.uk/research/projects/,The aim of this project is to develop a new method to immobilize aptamers of stem cells onto silicon-on-sapphire substrates to capture cells by affinity interaction between aptamer and target cells and investigate two-dimensional electrochemical images of parameters such as local cell impedance cell surface charge ion channel activity and two-photon fluorescence images with subcellular resolution using the impedance imaging technique Scanning Photo-induced Impedance Microscopy and the electrical potential imaging technique Light-Addressable Potentiometric Sensors,183454.8,183454.8,Queen Mary University of London,http://www.wikidata.org/entity/Q195668,United Kingdom,http://www.wikidata.org/entity/Q145,,
200674,654513,G-Valve,CLOSED,H2020-EU.1.3.2.,MSCA-IF-2014-GF,Unraveling the mechanobiology of tissue growth in native and tissue-engineered heart valves,2016-05-01T00:00:00Z,2018-08-20T00:00:00Z,https://www.tue.nl/universiteit/faculteiten/biomedische-technologie/onderzoek/onderzoeksgroepen-biomedische-technologie/soft-tissue-biomechanics-engineering/research/research-projects/unraveling-the-m,The currently available heart valve prostheses do not consist of living tissue and hence they cannot grow repair and remodel in response to changing demands,174864.6,174864.6,Eindhoven University of Technology,http://www.wikidata.org/entity/Q280824,Kingdom of the Netherlands,http://www.wikidata.org/entity/Q29999,,
197246,641640,EJD-FunMat,CLOSED,H2020-EU.1.3.1.,MSCA-ITN-2014-EJD,European Joint Doctorate in Functional Materials Research,2015-06-01T00:00:00Z,2019-05-31T00:00:00Z,http://www.ejd-funmat.org,EJD-FunMat is a European Joint Doctoral programme in the field of functional materials research,3779224.56,3779224.56,University of Bordeaux,http://www.wikidata.org/entity/Q13344,France,http://www.wikidata.org/entity/Q142,UNIVERSITE DE LIEGE-INSTITUT POLYTECHNIQUE DE GRENOBLE-UNIVERSITE CATHOLIQUE DE LOUVAIN-LUXEMBOURG INSTITUTE OF SCIENCE AND TECHNOLOGY-UNIVERSITE DU LUXEMBOURG-UNIVERSIDADE DE AVEIRO-KARLSRUHER INSTITUT FUER TECHNOLOGIE-TECHNISCHE UNIVERSITAT DARMSTADT,BE-FR-LU-PT-DE
207388,715403,SmartCore,SIGNED,H2020-EU.1.1.,ERC-2016-STG,Smart Core/shell nanorod arrays for artificial skin,2016-12-01T00:00:00Z,2022-11-30T00:00:00Z,https://www.annacoclite.com,The replication of the circle of information coming from the environment to the skin to an action mediated by the brain requires a lot of advances in smart technology and materials development,1499108.76,1499108.76,Graz University of Technology,http://www.wikidata.org/entity/Q689775,Austria,http://www.wikidata.org/entity/Q40,JOANNEUM RESEARCH FORSCHUNGSGESELLSCHAFT MBH,AT
211266,753293,NanoBeat,SIGNED,H2020-EU.1.3.2.,MSCA-IF-2016,Developing Smart 3D Scaffolds based on Conductive Polymers and Carbon Nanotubes for Cardiac Tissue Engineering,2018-05-01T00:00:00Z,2021-04-30T00:00:00Z,https://www.ehu.eus/eu/web/polymat/polymerization-processes-projects,Conductive polymers (CP) appear as promising stimulus-responsing electroactive biomaterial for profileration of cells,257191.2,257191.2,University of the Basque Country,http://www.wikidata.org/entity/Q1232428,Spain,http://www.wikidata.org/entity/Q29,,
195690,658953,MIP4CELL,SIGNED,H2020-EU.1.3.2.,MSCA-IF-2014-EF,Molecular Imprinting mediated regulation of cell behavior and related biomedical applications,2016-03-01T00:00:00Z,2018-02-28T00:00:00Z,https://www.mah.se/Forskning/Sok-pagaende-forskning/Molecular-Imprinting-mediated-regulation-of-cell-behavior-and-related-biomedical-applications/,Tissue engineering or regenerative medicine with its ultimate aim of developing true human replacement parts has recently made enormous progress,185857.2,185857.2,Malmö University,http://www.wikidata.org/entity/Q977781,Sweden,http://www.wikidata.org/entity/Q34,,
208462,724286,C18Signaling,SIGNED,H2020-EU.1.1.,ERC-2016-COG,Regulation of Cellular Growth and Metabolism by C18:0,2017-03-01T00:00:00Z,2022-02-28T00:00:00Z,https://www.dkfz.de/en/signal-transduction-cancer/pages/publications_snapshots.html,My lab studies how cells regulate their growth and metabolism during normal development and in disease,2000000,2000000,German Cancer Research Center,http://www.wikidata.org/entity/Q449325,Germany,http://www.wikidata.org/entity/Q183,,
195919,660259,OPTOFRAX,SIGNED,H2020-EU.1.3.2.,MSCA-IF-2014-EF,Optopharmacological brain mapping of autism mouse models,2015-07-01T00:00:00Z,2017-06-30T00:00:00Z,http://ibecbarcelona.eu/nanoprobes,Manipulation of neurons with light-regulated proteins and drugs has opened unprecedented possibilities for phototherapies for neurological diseases,170121.6,170121.6,Institute for Bioengineering of Catalonia,http://www.wikidata.org/entity/Q26612557,Spain,http://www.wikidata.org/entity/Q29,,
198229,670557,MIMAS,SIGNED,H2020-EU.1.1.,ERC-ADG-2014,Multi-dimensional interferometric amplification of ultrashort laser pulses,2015-09-01T00:00:00Z,2020-08-31T00:00:00Z,http://www.iap.uni-jena.de/MIMAS.html,Ultrafast lasers which allow the concentration of light in space and time have been instrumental in revolutionizing industrial production technologies medical applications and cutting-edge fundamental research,2373750,2373750,University of Jena,http://www.wikidata.org/entity/Q154561,Germany,http://www.wikidata.org/entity/Q183,,
215640,798402,RydSpin,CLOSED,H2020-EU.1.3.2.,MSCA-IF-2017,Nonequilibrium many-body spin dynamics in strongly interacting Rydberg systems,2018-07-01T00:00:00Z,2019-06-30T00:00:00Z,https://www.physi.uni-heidelberg.de/Forschung/QD/,There is a currently growing interest in utilizing dipolar interacting Rydberg spin systems to simulate behavior of electron spins in magnetic materials,79730.4,79730.4,Heidelberg University,http://www.wikidata.org/entity/Q151510,Germany,http://www.wikidata.org/entity/Q183,,
197899,660508,MIRIPSHE,CLOSED,H2020-EU.1.3.2.,MSCA-IF-2014-EF,MID-IR Integrated Photonic Sensor for Health and Environment,2016-01-01T00:00:00Z,2017-12-31T00:00:00Z,https://www.openaire.eu/search/project,MID-IR Integrated Photonic Sensor for Health and Environment (MIRIPSHE) address the growing demand for a CMOS compatible Mid-infrared (MIR) wave band photonic sensor,195454.8,195454.8,University of Leeds,http://www.wikidata.org/entity/Q503424,United Kingdom,http://www.wikidata.org/entity/Q145,,
214108,792595,NaTOS,CLOSED,H2020-EU.1.3.2.,MSCA-IF-2017,Nanoscale Thermo Optical Sensing,2018-03-01T00:00:00Z,2020-02-29T00:00:00Z,https://www.single-molecule.nl/research/optoplasmonic-biosensors/,NaTOS: Nanoscale Thermo Optical Sensing is the concept of a new truly label free bio-sensor device capable of monitoring transient molecular interactions,165598.8,165598.8,Leiden University,http://www.wikidata.org/entity/Q156598,Kingdom of the Netherlands,http://www.wikidata.org/entity/Q29999,,
207863,715452,MAGNETIC-SPEED-LIMIT,SIGNED,H2020-EU.1.1.,ERC-2016-STG,Understanding the speed limits of magnetism,2017-02-01T00:00:00Z,2022-01-31T00:00:00Z,http://magnetic-speed-limit.eu,While the origin of magnetic order in condensed matter is in the exchange and spin-orbit interactions with time scales in the subpicosecond ranges it has been long believed that magnetism could only be manipulated at nanosecond rates exploiting dipolar interactions with external magnetic fields,1967755,1967755,Stockholm University,http://www.wikidata.org/entity/Q221645,Sweden,http://www.wikidata.org/entity/Q34,UNIVERSITA CA' FOSCARI VENEZIA,IT
201307,705249,RICC,CLOSED,H2020-EU.1.3.2.,MSCA-IF-2015-EF,The Application of Advanced Raman Spectroscopies to the Quantitative Analysis of Industrial Chromatography Columns,2016-10-01T00:00:00Z,2018-09-30T00:00:00Z,http://www.nuigalway.ie/nanoscale/,Dr,175866,175866,NUI Galway,http://www.wikidata.org/entity/Q644478,Ireland,http://www.wikidata.org/entity/Q27,,
193311,634886,GLORIA,SIGNED,H2020-EU.3.1.3.,PHC-17-2014,Comparing the effectiveness and safety of additional low-dose glucocorticoid in treatment strategies for elderly patients with rheumatoid arthritis,2015-09-01T00:00:00Z,2021-08-31T00:00:00Z,http://www.gloriatrial.org,GLORIA aims to prove that the addition of chronic low dose glucocorticoids (GC) to current antirheumatic therapy is highly cost-effective and safe in elderly patients with rheumatoid arthritis (RA),5855219.03,5855219.03,VU University Medical Center,http://www.wikidata.org/entity/Q1888218,Kingdom of the Netherlands,http://www.wikidata.org/entity/Q29999,STICHTING VU-DEBRECENI EGYETEM-NARODNY USTAV REUMATICKYCH CHOROB-NURCH NIRD NATIONAL INSTITUTE OF RHEUMATIC DISEASES-BEYONDEVICES LDA-STICHTING TOOLS-CENTRO HOSPITALAR E UNIVERSITARIO DE COIMBRA E.P.E.-LINICAL NETHERLANDS B.V.-CHARITE - UNIVERSITAETSMEDIZIN BERLIN-UNIVERSITA DEGLI STUDI DI GENOVA-BLUEPHARMA - INDUSTRIA FARMACEUTICASA-UNIVERSITATEA DE MEDICINA SI FARMACIE CAROL DAVILA DIN BUCURESTI-CR2O BV,NL-HU-SK-PT-DE-IT-RO
206150,720274,GLAUrious,SIGNED,H2020-EU.3.+H2020-EU.2.,FTIPilot-1-2015,External Automatic Glaucoma Laser (EAGLE) for the first-line glaucoma treatment: Commercial prototype development and validation,2016-09-01T00:00:00Z,2020-02-29T00:00:00Z,http://www.glaurious.eu,The GLAUrious project is promoting the novel External Automatic Glaucoma Laser (EAGLE) device with the goal of providing accessible first-line treatment for glaucoma,4036138.25,2480275,Queen's University Belfast,http://www.wikidata.org/entity/Q877925,United Kingdom,http://www.wikidata.org/entity/Q145,BELKIN LASER LTD-MAZO VSEVOLOD-MEDICAL CONSULTING AND INVESTMENT-UNIVERSITA DEGLI STUDI DI GENOVA,IL-DE-BE-IT
