CAE_ID,NOTICE_ID,ID_TYPE,DT_DISPATCH,CANCELLED,B_MULTIPLE_CAE,CAE_NAME,CAE_NATIONALID,CAE_TOWN,CAE_TOWN_LINK,CAE_POSTAL_CODE,ISO_COUNTRY_CODE,CAE_COUNTRY_LINK,CAE_TYPE,MAIN_ACTIVITY,TYPE_OF_CONTRACT,CPV,B_GPA,VALUE_EURO_FIN_2,B_EU_FUNDS,DURATION,TOP_TYPE,B_ELECTRONIC_AUCTION
201823111IT,201823111,2,2018-01-16,0,false,Ministero dell’interno — Prefettura UTG di Novara,,Novara,http://www.wikidata.org/entity/Q6046,28100,Italy,http://www.wikidata.org/entity/Q38,1,Other,S,85311000.0,false,20695500,false,9.01,OPE,false
201823113DE,201823113,2,2018-01-16,0,false,"Kreis Gütersloh, Zentrale Submissionsstelle",,Gütersloh,http://www.wikidata.org/entity/Q3771,33334,Germany,http://www.wikidata.org/entity/Q183,3,General public\services,S,60140000.0,true,4200000,false,36.02,OPE,false
201823117DE,201823117,2,2018-01-16,0,false,Stadtverwaltung Hennigsdorf,,Hennigsdorf,http://www.wikidata.org/entity/Q583462,16761,Germany,http://www.wikidata.org/entity/Q183,6,General public\services,S,90911200.0,true,388000,false,26.02,OPE,false
201823124DE,201823124,2,2018-01-16,0,false,Stadtverwaltung Rheinberg,,Rheinberg,http://www.wikidata.org/entity/Q16086,47495,Germany,http://www.wikidata.org/entity/Q183,3,General public\services,S,90511000.0,true,,false,24.01,OPE,false
201823125DE,201823125,2,2018-01-16,0,false,Rhein-Maas-Klinikum,,Würselen,http://www.wikidata.org/entity/Q14901,52146,Germany,http://www.wikidata.org/entity/Q183,8,Health,S,71300000.0,false,240000,false,24.05,NIC,false
201823128AT,201823128,2,2018-01-16,0,false,Landesklinikum Mistelbach-Gänserndorf,,Mistelbach,http://www.wikidata.org/entity/Q660428,2130,Austria,http://www.wikidata.org/entity/Q40,6,Health,S,79714000.0,false,,false,60.03,NIC,false
201823134FR,201823134,2,2018-01-16,0,false,CH le Mans,,Le Mans,http://www.wikidata.org/entity/Q1476,72037,France,http://www.wikidata.org/entity/Q142,8,Health,S,79995100.0,true,,false,60.03,OPE,false
201823135DE,201823135,2,2018-01-16,0,false,Landesanstalt für Umwelt Baden-Württemberg (LUBW),,Karlsruhe,http://www.wikidata.org/entity/Q1040,76185,Germany,http://www.wikidata.org/entity/Q183,6,Environment,S,90721700.0,true,787950,false,16.58,OPE,false
201823145DE,201823145,2,2018-01-16,0,false,"Landeshauptstadt Stuttgart, Hochbauamt",,Stuttgart,http://www.wikidata.org/entity/Q1022,70178,Germany,http://www.wikidata.org/entity/Q183,3,General public\services,S,71200000.0,true,,false,71.09,NIC,false
201823150NL,201823150,2,2018-01-16,0,false,N.V. ROVA Holding,91861058,Zwolle,http://www.wikidata.org/entity/Q793,8028PP,Netherlands,http://www.wikidata.org/entity/Q55,3,Environment,S,77320000.0,false,,false,36.02,OPE,false
201823152DE,201823152,2,2018-01-16,0,false,"Staatsbetrieb Sächsisches Immobilien- und Baumanagement, Niederlassung Leipzig 1",,Leipzig,http://www.wikidata.org/entity/Q2079,04328,Germany,http://www.wikidata.org/entity/Q183,3,Economical anf Financial Affairs,S,71200000.0,true,,false,57.07,NIC,false
201823161UK,201823161,2,2018-01-16,0,false,NHS Wales Shared Services Partnership,,Cardiff,http://www.wikidata.org/entity/Q10690,CF15 7QZ,United Kingdom,http://www.wikidata.org/entity/Q145,1,Health,S,85111800.0,true,4271001.12,false,84.08,OPE,false
201823164PL,201823164,2,2018-01-16,0,false,Morska Służba Poszukiwania i Ratownictwa,,Gdynia,http://www.wikidata.org/entity/Q385,81-340,Poland,http://www.wikidata.org/entity/Q36,8,Other,S,66510000.0,true,140928.68,false,11.97,OPE,false
201823178FI,201823178,2,2018-01-16,0,false,Tuomi Logistiikka Oy,2722581-6,Tampere,http://www.wikidata.org/entity/Q40840,33540,Finland,http://www.wikidata.org/entity/Q33,8,Other,S,60000000.0,true,,false,24.01,OPE,false
201823182FI,201823182,2,2018-01-16,0,false,"Helsingin kaupunki, kaupunkiympäristön toimiala",0201256-6,Helsinki,http://www.wikidata.org/entity/Q1757,00099,Finland,http://www.wikidata.org/entity/Q33,3,General public\services,S,71313000.0,true,250000,false,23.98,OPE,false
201823187NL,201823187,2,2018-01-16,0,false,Waterschapsbedrijf Limburg,481750102,Roermond,http://www.wikidata.org/entity/Q9783,6043 CX,Netherlands,http://www.wikidata.org/entity/Q55,3,Environment,S,79630000.0,true,,false,24.01,OPE,false
201823189NL,201823189,2,2018-01-16,0,false,Openbaar Lichaam OV-bureau Groningen Drenthe,46751740,Assen,http://www.wikidata.org/entity/Q49280472,9400 AD,Netherlands,http://www.wikidata.org/entity/Q55,8,General public\services,S,60112000.0,true,1000000000,false,120.69,OPE,false
201823196NL,201823196,2,2018-01-16,0,false,Brandweer Amsterdam-Amstelland,291856362,Amsterdam,http://www.wikidata.org/entity/Q727,1101 CK,Netherlands,http://www.wikidata.org/entity/Q55,3,Public Order and Safety,S,39713200.0,true,,false,84.11,OPE,false
201823204FI,201823204,2,2018-01-16,0,false,Pirkanmaan sairaanhoitopiirin kuntayhtymä,0826597-8,Tampere,http://www.wikidata.org/entity/Q40840,,Finland,http://www.wikidata.org/entity/Q33,3,Health,S,79340000.0,true,,false,21.02,OPE,false
201823205PL,201823205,2,2018-01-16,0,false,Miasto Siemiatycze,544 15 37 192,Siemiatycze,http://www.wikidata.org/entity/Q218980,17300,Poland,http://www.wikidata.org/entity/Q36,3,General public\services,S,90500000.0,true,,false,24.01,OPE,false
201823217NL,201823217,2,2018-01-16,0,false,Provincie Zuid-Holland,27375169,The Hague,http://www.wikidata.org/entity/Q36600,2596 AW,Netherlands,http://www.wikidata.org/entity/Q55,3,General public\services,S,79416200.0,false,1,false,117.57,RES,false
201823218PL,201823218,2,2018-01-16,0,false,Gmina Miasta Toruń,,Toruń,http://www.wikidata.org/entity/Q47554,87-100,Poland,http://www.wikidata.org/entity/Q36,3,General public\services,S,79420000.0,false,,false,36.02,OPE,false
201823221PL,201823221,2,2018-01-16,0,false,Gmina Miasta Toruń,,Toruń,http://www.wikidata.org/entity/Q47554,87-100,Poland,http://www.wikidata.org/entity/Q36,3,"Recreation, culture and religion",S,79420000.0,false,,false,36.02,OPE,false
201823223PL,201823223,2,2018-01-16,0,false,Gmina Oława,,Oława,http://www.wikidata.org/entity/Q924049,55-200,Poland,http://www.wikidata.org/entity/Q36,3,General public\services,S,90500000.0,false,,false,9.01,OPE,false
201823230DE,201823230,2,2018-01-16,0,false,Marinearsenal,,Wilhelmshaven,http://www.wikidata.org/entity/Q3857,26382,Germany,http://www.wikidata.org/entity/Q183,1,Defence,S,50244000.0,false,2349474.79,false,4.67,OPE,false
201823233PL,201823233,2,2018-01-16,0,false,Gmina Miasta Toruń,,Toruń,http://www.wikidata.org/entity/Q47554,87-100,Poland,http://www.wikidata.org/entity/Q36,3,General public\services,S,79420000.0,false,,false,36.02,OPE,false
201823235DE,201823235,2,2018-01-16,0,false,GESOBAU AG,,Berlin,http://www.wikidata.org/entity/Q64,D-13439,Germany,http://www.wikidata.org/entity/Q183,8,Housing and community amenities,S,71000000.0,true,,false,22.5,NIC,false
201823236AT,201823236,2,2018-01-16,0,false,"Bund, vertreten durch das Arbeitsmarktservice, dieses vertreten durch das Arbeitsmarktservice OÖ als vergebende Stelle",,Linz,http://www.wikidata.org/entity/Q41329,4021,Austria,http://www.wikidata.org/entity/Q40,6,Other,S,80400000.0,false,,false,11.88,OPE,false
201823240DE,201823240,2,2018-01-16,0,false,"Landeshauptstadt München, Direktorium-HA II/ Vergabestelle 1, Abt. 2",,Munich,http://www.wikidata.org/entity/Q1726,80636,Germany,http://www.wikidata.org/entity/Q183,3,General public\services,S,66513200.0,true,,false,73.09,NIC,false
201823241UK,201823241,2,2018-01-16,0,false,North West Leicestershire District Council,,Coalville,http://www.wikidata.org/entity/Q483276,LE67 3FJ,United Kingdom,http://www.wikidata.org/entity/Q145,3,General public\services,S,92610000.0,false,1.0372431298E8,false,300.36,COD,false
201823243DE,201823243,2,2018-01-16,0,true,Magistrat der Wissenschaftsstadt Darmstadt – Straßenverkehrs- und Tiefbauamt---Magistrat der Wissenschaftsstadt Darmstadt – Vergabestelle,,Darmstadt,http://www.wikidata.org/entity/Q2973,64295---64293,Germany,http://www.wikidata.org/entity/Q183,3,General public\services,S,50800000.0,true,,false,23.55,OPE,false
201823244DE,201823244,2,2018-01-16,0,false,Autobahndirektion Nordbayern,,Nuremberg,http://www.wikidata.org/entity/Q2090,90402,Germany,http://www.wikidata.org/entity/Q183,3,Other,S,71322500.0,false,340000,false,10.66,NIC,false
201823249DE,201823249,2,2018-01-16,0,false,Städtisches Klinikum München GmbH,,Munich,http://www.wikidata.org/entity/Q1726,81737,Germany,http://www.wikidata.org/entity/Q183,8,Health,S,48600000.0,true,450000,false,60.03,OPE,false
201823252DE,201823252,2,2018-01-16,0,false,Hanns-Seidel-Stiftung e.V,,Munich,http://www.wikidata.org/entity/Q1726,80636,Germany,http://www.wikidata.org/entity/Q183,8,Other,S,55000000.0,false,640000,false,48.03,OPE,false
201823273DE,201823273,2,2018-01-16,0,false,Straßenbauamt Mittelthüringen,,Erfurt,http://www.wikidata.org/entity/Q1729,99086,Germany,http://www.wikidata.org/entity/Q183,3,Other,S,77310000.0,true,,false,5.99,OPE,false
201823274DE,201823274,2,2018-01-16,0,false,Straßenbauamt Mittelthüringen,,Erfurt,http://www.wikidata.org/entity/Q1729,99086,Germany,http://www.wikidata.org/entity/Q183,3,Other,S,77310000.0,true,,false,5.99,OPE,false
201823275DE,201823275,2,2018-01-16,0,false,Bundespolizeidirektion Bad Bramstedt,,Bad Bramstedt,http://www.wikidata.org/entity/Q523987,,Germany,http://www.wikidata.org/entity/Q183,1,Public Order and Safety,S,50241000.0,true,,false,2.37,OPE,false
201823279DE,201823279,2,2018-01-16,0,false,"Landesstraßenbaubehörde Sachsen-Anhalt (LSBB), Zentrale",,Magdeburg,http://www.wikidata.org/entity/Q1733,39104 Magdeburg,Germany,http://www.wikidata.org/entity/Q183,3,Other,S,90611000.0,false,,false,35,OPE,false
201823280DE,201823280,2,2018-01-16,0,false,"Landkreis Gotha, vertreten durch den Landrat",,Gotha,http://www.wikidata.org/entity/Q6986,99867,Germany,http://www.wikidata.org/entity/Q183,3,General public\services,S,90911200.0,true,,false,48.03,OPE,false
201823283DE,201823283,2,2018-01-16,0,false,Straßenbauamt Mittelthüringen,,Erfurt,http://www.wikidata.org/entity/Q1729,99086,Germany,http://www.wikidata.org/entity/Q183,3,Other,S,77310000.0,true,,false,5.99,OPE,false
201823284DE,201823284,2,2018-01-16,0,false,PULS e.V. / Zukunft Lausitz,,Cottbus,http://www.wikidata.org/entity/Q3214,03048,Germany,http://www.wikidata.org/entity/Q183,8,Economical anf Financial Affairs,S,79410000.0,true,261681.67,true,33.42,OPE,false
201823288DE,201823288,2,2018-01-16,0,false,Zweites Deutsches Fernsehen,,Mainz,http://www.wikidata.org/entity/Q1720,55100,Germany,http://www.wikidata.org/entity/Q183,6,Other,S,92200000.0,true,,false,4.05,OPE,false
201823289DE,201823289,2,2018-01-16,0,false,ABDN Dienststelle Würzburg,,Würzburg,http://www.wikidata.org/entity/Q2999,97072,Germany,http://www.wikidata.org/entity/Q183,3,Other,S,71322500.0,false,360000,false,11.15,NIC,false
201823292DE,201823292,2,2018-01-16,0,false,Bundesanstalt für Immobilienaufgaben,,Berlin,http://www.wikidata.org/entity/Q64,10623,Germany,http://www.wikidata.org/entity/Q183,6,Other,S,50711000.0,true,218152.58,false,48.03,OPE,false
201823295DE,201823295,2,2018-01-11,0,false,Verpflegungsamt der Bundeswehr,VPB/2AÜ/0044,Oldenburg,http://www.wikidata.org/entity/Q2936,26135,Germany,http://www.wikidata.org/entity/Q183,1,General public\services,S,79620000.0,true,5006330.8,false,24.01,OPE,false
201823296DE,201823296,2,2018-01-16,0,false,"Landeshauptstadt München, Direktorium-HA II/ Vergabestelle 1, Abt. 2",,Munich,http://www.wikidata.org/entity/Q1726,80636,Germany,http://www.wikidata.org/entity/Q183,3,General public\services,S,75252000.0,true,,false,39.08,OPE,false
201823320FR,201823320,2,2018-01-16,0,false,Société du Canal de Provence et d&apos;aménagement de la région provençale,05781313100026,Aix-en-Provence,http://www.wikidata.org/entity/Q47465,13182,France,http://www.wikidata.org/entity/Q142,3,Other,S,71630000.0,true,,false,8.95,OPE,false
201823327SK,201823327,2,2018-01-15,0,false,"Lesy Slovenskej republiky, štátny podnik",36038351,Banská Bystrica,http://www.wikidata.org/entity/Q144983,97566,Slovakia,http://www.wikidata.org/entity/Q214,6,Other,S,77200000.0,true,1064020,false,9.41,OPE,false
201823328DE,201823328,2,2018-01-16,0,false,Gebäudemanagement Schleswig-Holstein AöR,,Kiel,http://www.wikidata.org/entity/Q1707,24103,Germany,http://www.wikidata.org/entity/Q183,6,Other,S,71630000.0,true,,false,24.01,OPE,false
201823329DE,201823329,2,2018-01-16,0,false,"Landkreis Gotha, vertreten durch den Landrat",,Gotha,http://www.wikidata.org/entity/Q6986,99867,Germany,http://www.wikidata.org/entity/Q183,3,General public\services,S,90911200.0,true,,false,48.03,OPE,false
201823931DE,201823931,5,2018-01-16,0,false,Kölner Verkehrs-Betriebe AG,,Cologne,http://www.wikidata.org/entity/Q365,50933,Germany,http://www.wikidata.org/entity/Q183,4,"Urban railway, tramway, trolleybus or bus services",W,45223220.0,true,,false,18.03,OPE,false
201823933DE,201823933,5,2018-01-16,0,false,DB Netz AG (Bukr 16),,Frankfurt am Main,http://www.wikidata.org/entity/Q1794,60486,Germany,http://www.wikidata.org/entity/Q183,4,Railway services,W,45453100.0,false,,false,3.32,OPE,false
201823935PL,201823935,5,2018-01-16,0,false,Komunalne Przedsiębiorstwo Energetyki Cieplnej Spółka z o.o.,,Bydgoszcz,http://www.wikidata.org/entity/Q41252,85-315,Poland,http://www.wikidata.org/entity/Q36,4,"Production, transport and distribution of gas and heat",W,45000000.0,false,,true,8.85,OPE,false
201823959UK,201823959,5,2018-01-15,0,false,Severn Trent Water Limited,02366686,Coventry,http://www.wikidata.org/entity/Q6225,CV1 2LZ,United Kingdom,http://www.wikidata.org/entity/Q145,4,Water,U,31000000.0,false,4271001.12,false,60.03,NIC,false
201824028SE,201824028,5,2018-01-16,0,false,Göteborgs Spårvägar AB,556353-3412,Gothenburg,http://www.wikidata.org/entity/Q25287,40126,Sweden,http://www.wikidata.org/entity/Q34,4,"Urban railway, tramway, trolleybus or bus services",S,50100000.0,true,,false,24.01,NIC,false
201824031SE,201824031,5,2018-01-16,0,false,Göteborg Energi Aktiebolag,556362-6794,Gothenburg,http://www.wikidata.org/entity/Q25287,401 20,Sweden,http://www.wikidata.org/entity/Q34,4,"Production, transport and distribution of gas and heat",S,71300000.0,true,,false,48.03,NIC,false
201824528NO,201824528,2,2018-01-16,0,false,Statens vegvesen,971 032 081,Oslo,http://www.wikidata.org/entity/Q585,0033,Norway,http://www.wikidata.org/entity/Q20,1,General public\services,W,45000000.0,true,,false,4.74,OPE,false
201824531NO,201824531,2,2018-01-16,0,false,Statens vegvesen,971 032 081,Oslo,http://www.wikidata.org/entity/Q585,0033,Norway,http://www.wikidata.org/entity/Q20,1,General public\services,W,45000000.0,true,,false,4.93,OPE,false
201824548NO,201824548,2,2018-01-16,0,false,Innovasjon Norge,986399445,Oslo,http://www.wikidata.org/entity/Q585,0158,Norway,http://www.wikidata.org/entity/Q20,6,Economical anf Financial Affairs,S,79400000.0,true,,false,11.88,NIC,false
201824553NO,201824553,2,2018-01-16,0,false,Tromsø Kommune,940101808,Tromsø,http://www.wikidata.org/entity/Q42328401,9299,Norway,http://www.wikidata.org/entity/Q20,3,General public\services,S,90910000.0,false,,false,24.05,OPE,false
201824570NO,201824570,5,2018-01-16,0,false,Hordaland fylkeskommune v/ Skyss,938 626 367,Bergen,http://www.wikidata.org/entity/Q26793,5020,Norway,http://www.wikidata.org/entity/Q20,4,"Urban railway, tramway, trolleybus or bus services",S,60100000.0,true,6.8886831852E8,false,108.16,NIC,false
201824579CH,201824579,2,2018-01-16,0,false,"Bundesamt für Strassen ASTRA, Abteilung Strasseninfrastruktur Ost, Filiale Winterthur",,Winterthur,http://www.wikidata.org/entity/Q9125,8404,Switzerland,http://www.wikidata.org/entity/Q39,1,Other,S,71000000.0,true,,false,104.14,OPE,false
201824644DE,201824644,2,2018-01-17,0,false,"Landeshauptstadt Dresden, GB Stadtentwicklung, Bau, Verkehr und Liegenschaften, Amt f. Hochbau u. Immobilienverwaltung",,Dresden,http://www.wikidata.org/entity/Q1731,01001,Germany,http://www.wikidata.org/entity/Q183,3,General public\services,W,45214210.0,true,59360,false,12.43,OPE,false
201824645DE,201824645,2,2018-01-17,0,false,Staatliches Bauamt Regensburg,,Regensburg,http://www.wikidata.org/entity/Q2978,93053,Germany,http://www.wikidata.org/entity/Q183,3,Economical anf Financial Affairs,W,45214400.0,true,,false,36.74,OPE,false
201824646DE,201824646,2,2018-01-17,0,false,Große Kreisstadt Germering,,Germering,http://www.wikidata.org/entity/Q14898,82110,Germany,http://www.wikidata.org/entity/Q183,3,General public\services,W,45330000.0,false,272000,false,22.47,OPE,false
201824647AT,201824647,2,2018-01-17,0,false,"die Landes-Immobilien GmbH vertreten durch: Amt der Oö. Landesregierung, Abteilung Gebäude- und Beschaffungs-Management",,Linz,http://www.wikidata.org/entity/Q41329,4021,Austria,http://www.wikidata.org/entity/Q40,6,General public\services,W,45210000.0,false,,false,3.36,OPE,false
201824648CZ,201824648,2,2018-01-17,0,false,"Správa silnic Olomouckého kraje, p.o.",70960399,Olomouc,http://www.wikidata.org/entity/Q81137,772 11,Czech Republic,http://www.wikidata.org/entity/Q213,3,General public\services,W,45233142.0,false,487417.5,false,5.99,RES,false
201824649DE,201824649,2,2018-01-17,0,false,Harzklinikum Dorothea Christiane Erxleben GmbH,,Quedlinburg,http://www.wikidata.org/entity/Q40623,06484,Germany,http://www.wikidata.org/entity/Q183,6,Health,W,45215100.0,true,,false,23.16,OPE,false
201824651DE,201824651,2,2018-01-17,0,false,Stadt Rosenheim,,Rosenheim,http://www.wikidata.org/entity/Q4007,83022,Germany,http://www.wikidata.org/entity/Q183,3,General public\services,W,45324000.0,true,,true,5.43,OPE,false
201824652DE,201824652,2,2018-01-17,0,false,Harzklinikum Dorothea Christiane Erxleben GmbH,,Quedlinburg,http://www.wikidata.org/entity/Q40623,06484,Germany,http://www.wikidata.org/entity/Q183,6,Health,W,45215100.0,true,,false,23.16,OPE,false
201824653DE,201824653,2,2018-01-17,0,false,Harzklinikum Dorothea Christiane Erxleben GmbH,,Quedlinburg,http://www.wikidata.org/entity/Q40623,06484,Germany,http://www.wikidata.org/entity/Q183,6,Health,W,45215100.0,true,,false,23.16,OPE,false
201824656DE,201824656,2,2018-01-17,0,false,Stadt Rheinbach Der Bürgermeister,,Rheinbach,http://www.wikidata.org/entity/Q12547,53359,Germany,http://www.wikidata.org/entity/Q183,3,General public\services,W,45442100.0,false,65386,false,3.59,OPE,false
201824657DE,201824657,2,2018-01-17,0,false,Kreisausschuss des Landkreises Fulda,,Fulda,http://www.wikidata.org/entity/Q3963,36037,Germany,http://www.wikidata.org/entity/Q183,3,General public\services,W,45261000.0,true,,false,6.12,OPE,false
201824668DE,201824668,2,2018-01-17,0,false,Große Kreisstadt Germering,,Germering,http://www.wikidata.org/entity/Q14898,82110,Germany,http://www.wikidata.org/entity/Q183,3,General public\services,W,45331200.0,false,930000,false,21.81,OPE,false
201824669DE,201824669,2,2018-01-17,0,false,Große Kreisstadt Germering,,Germering,http://www.wikidata.org/entity/Q14898,82110,Germany,http://www.wikidata.org/entity/Q183,3,General public\services,W,45321000.0,false,108000,false,21.81,OPE,false
201824672DE,201824672,2,2018-01-17,0,false,Harzklinikum Dorothea Christiane Erxleben GmbH,,Quedlinburg,http://www.wikidata.org/entity/Q40623,06484,Germany,http://www.wikidata.org/entity/Q183,6,Health,W,45215100.0,true,,false,23.16,OPE,false
201824673DE,201824673,2,2018-01-17,0,false,Stadt Rheinbach Der Bürgermeister,,Rheinbach,http://www.wikidata.org/entity/Q12547,53359,Germany,http://www.wikidata.org/entity/Q183,3,General public\services,W,45321000.0,false,134867.5,false,1.22,OPE,false
201824676DE,201824676,2,2018-01-17,0,false,Handwerkskammer Hannover,,Hanover,http://www.wikidata.org/entity/Q1715,30175,Germany,http://www.wikidata.org/entity/Q183,6,Education,W,45000000.0,true,,true,16.45,OPE,false
201824678DE,201824678,2,2018-01-17,0,false,Große Kreisstadt Germering,,Germering,http://www.wikidata.org/entity/Q14898,82110,Germany,http://www.wikidata.org/entity/Q183,3,General public\services,W,45331000.0,false,300000,false,21.81,OPE,false
201824680DE,201824680,2,2018-01-17,0,false,Handwerkskammer Hannover,,Hanover,http://www.wikidata.org/entity/Q1715,30175,Germany,http://www.wikidata.org/entity/Q183,6,Education,W,45000000.0,true,,true,22.53,OPE,false
201824682DE,201824682,2,2018-01-17,0,false,Handwerkskammer Hannover,,Hanover,http://www.wikidata.org/entity/Q1715,30175,Germany,http://www.wikidata.org/entity/Q183,6,Education,W,45000000.0,true,,true,16.91,OPE,false
201824683DE,201824683,2,2018-01-17,0,false,Handwerkskammer Hannover,,Hanover,http://www.wikidata.org/entity/Q1715,30175,Germany,http://www.wikidata.org/entity/Q183,6,Education,W,45000000.0,true,,true,16.45,OPE,false
201824684DE,201824684,2,2018-01-17,0,false,CCH Immobilien GmbH &amp; Co. KG,,Hamburg,http://www.wikidata.org/entity/Q1055,20095,Germany,http://www.wikidata.org/entity/Q183,8,Other,W,45262800.0,true,,false,6.81,OPE,false
201824687DE,201824687,2,2018-01-17,0,false,Große Kreisstadt Germering,,Germering,http://www.wikidata.org/entity/Q14898,82110,Germany,http://www.wikidata.org/entity/Q183,3,General public\services,W,45311000.0,false,,false,22.47,OPE,false
201824690NL,201824690,2,2018-01-17,0,false,Alfa-college,41011946,Groningen,http://www.wikidata.org/entity/Q749,9723 ZS,Netherlands,http://www.wikidata.org/entity/Q55,6,Education,W,45000000.0,true,,false,26.05,OPE,false
201824697DE,201824697,2,2018-01-17,0,false,Deutsche Rentenversicherung Braunschweig-Hannover,,Laatzen,http://www.wikidata.org/entity/Q14856,30880,Germany,http://www.wikidata.org/entity/Q183,6,Social protection,W,45432130.0,true,,false,6.12,OPE,false
201824700DE,201824700,2,2018-01-17,0,false,Deutsche Rentenversicherung Rheinland-Pfalz,,Speyer,http://www.wikidata.org/entity/Q6829,67346,Germany,http://www.wikidata.org/entity/Q183,6,Social protection,W,45262670.0,false,,false,12.11,OPE,false
201824705DE,201824705,2,2018-01-16,0,false,Studentenwerk Erlangen-Nürnberg,,Erlangen,http://www.wikidata.org/entity/Q3126,91052,Germany,http://www.wikidata.org/entity/Q183,6,Other,W,45214700.0,false,,false,6.81,OPE,false
201824708DE,201824708,2,2018-01-17,0,false,Kreis Herzogtum Lauenburg,,Ratzeburg,http://www.wikidata.org/entity/Q490025,23909,Germany,http://www.wikidata.org/entity/Q183,3,General public\services,W,45261410.0,true,,false,8.72,OPE,false
201824709DE,201824709,2,2018-01-17,0,false,Brandenburgischer Landesbetrieb für Liegenschaften und Bauen (BLB) - Vergabestelle,,Zossen,http://www.wikidata.org/entity/Q226884,15806,Germany,http://www.wikidata.org/entity/Q183,3,Economical anf Financial Affairs,W,45310000.0,true,,false,17.4,OPE,false
201824710DE,201824710,2,2018-01-17,0,false,Philippstiftung e.V.,,Immenhausen,http://www.wikidata.org/entity/Q570052,34376,Germany,http://www.wikidata.org/entity/Q183,8,Health,W,45262321.0,true,15000000,false,12.83,OPE,false
201824711DE,201824711,2,2018-01-17,0,false,"Staatsbetrieb Sächsisches Immobilien- und Baumanagement, Niederlassung Dresden 1",,Dresden,http://www.wikidata.org/entity/Q1731,01099,Germany,http://www.wikidata.org/entity/Q183,3,Economical anf Financial Affairs,W,45451000.0,true,,false,8.36,OPE,false
201824712DE,201824712,2,2018-01-17,0,false,Deutsche Rentenversicherung Rheinland Eifelklinik Manderscheid,,Manderscheid,http://www.wikidata.org/entity/Q543199,54531,Germany,http://www.wikidata.org/entity/Q183,6,Social protection,W,45332200.0,false,,false,20.03,OPE,false
201824715DE,201824715,2,2018-01-17,0,false,Fraunhofer-Gesellschaft zur Förderung der angewandten Forschung e. V.,,Munich,http://www.wikidata.org/entity/Q1726,80686,Germany,http://www.wikidata.org/entity/Q183,8,Other,W,45261410.0,true,,false,3.82,OPE,false
201824717DE,201824717,2,2018-01-17,0,false,Deutsche Rentenversicherung Rheinland Eifelklinik Manderscheid,,Manderscheid,http://www.wikidata.org/entity/Q543199,54531,Germany,http://www.wikidata.org/entity/Q183,6,Social protection,W,45331000.0,false,,false,20.03,OPE,false
201824724DE,201824724,2,2018-01-17,0,false,Bischöfliches Ordinariat Mainz,,Mainz,http://www.wikidata.org/entity/Q1720,55116,Germany,http://www.wikidata.org/entity/Q183,8,"Recreation, culture and religion",W,45443000.0,false,,false,6.28,OPE,false
201824725DE,201824725,2,2018-01-18,0,false,Amt für Bau und Immobilien,,Frankfurt am Main,http://www.wikidata.org/entity/Q1794,60594,Germany,http://www.wikidata.org/entity/Q183,3,General public\services,W,45311200.0,true,514946.82,false,18.09,OPE,false
201824726DE,201824726,2,2018-01-17,0,false,Bischöfliches Ordinariat Mainz,,Mainz,http://www.wikidata.org/entity/Q1720,55116,Germany,http://www.wikidata.org/entity/Q183,8,"Recreation, culture and religion",W,45231300.0,false,,false,1.71,OPE,false
201824729DE,201824729,2,2018-01-18,0,false,"Staatsbetrieb Sächsisches Immobilien- und Baumanagement, Niederlassung Chemnitz",,Chemnitz,http://www.wikidata.org/entity/Q2795,09111,Germany,http://www.wikidata.org/entity/Q183,3,Economical anf Financial Affairs,W,45332200.0,true,,false,8.42,OPE,false
201824732CZ,201824732,2,2018-01-17,0,false,Město Tachov,00260231,Tachov,http://www.wikidata.org/entity/Q191097,347 01,Czech Republic,http://www.wikidata.org/entity/Q213,3,General public\services,W,45212000.0,false,2716811.2,false,10.03,OPE,false
201824737DE,201824737,2,2018-01-18,0,false,AGAPLESION Evangelische Krankenhaus Holzminden gGmbH,,Holzminden,http://www.wikidata.org/entity/Q55425,37603,Germany,http://www.wikidata.org/entity/Q183,8,Health,W,45330000.0,false,375000,false,16.12,OPE,false
201824739DE,201824739,2,2018-01-18,0,false,"Land Baden-Württemberg, vertreten durch den Landesbetrieb Vermögen und Bau Baden-Württemberg, Amt Tübingen",,Tübingen,http://www.wikidata.org/entity/Q3806,72076,Germany,http://www.wikidata.org/entity/Q183,3,Economical anf Financial Affairs,W,45443000.0,true,,false,10.3,OPE,false
201824740DE,201824740,2,2018-01-18,0,false,"Handwerkskammer Dresden, Baukoordinierung",,Dresden,http://www.wikidata.org/entity/Q1731,01099,Germany,http://www.wikidata.org/entity/Q183,6,Other,W,45421143.0,true,,false,5.63,OPE,false
201824741DE,201824741,2,2018-01-18,0,true,Entsorgungs- und Verkehrsbetrieb der Hansestadt Wismar---Stadtwerke Wismar GmbH---Telekom Deutschland GmbH---Vodafone Kabel Deutschland Vertrieb &amp; Service GmbH &amp; Co. KG---edis.com Telekommunikation GmbH,,Wismar,http://www.wikidata.org/entity/Q7030,23966---23970---53113---19061---18059,Germany,http://www.wikidata.org/entity/Q183,8,Other,W,45231100.0,true,2150000,true,14.21,OPE,false
201824742DE,201824742,2,2018-01-18,0,false,Leibniz Universität Hannover,,Hanover,http://www.wikidata.org/entity/Q1715,30167,Germany,http://www.wikidata.org/entity/Q183,6,Education,W,45452000.0,false,,false,8.88,OPE,false
