CAE_ID,NOTICE_ID,ID_TYPE,DT_DISPATCH,CANCELLED,B_MULTIPLE_CAE,CAE_NAME,CAE_NATIONALID,CAE_TOWN,CAE_POSTAL_CODE,ISO_COUNTRY_CODE,CAE_TYPE,MAIN_ACTIVITY,TYPE_OF_CONTRACT,CPV,B_GPA,VALUE_EURO_FIN_2,B_EU_FUNDS,DURATION,TOP_TYPE,B_ELECTRONIC_AUCTION
2018550FR,2018550,2,2017-12-29,0,false,Ehpad la rue aux fees,,Viarmes,95270,FR,8,Other,S,55320000.0,true,,false,24.01,OPE,false
2018557FR,2018557,2,2017-12-29,0,false,Compagnie nationale du Rhône,,Lyon,69316,FR,8,Other,S,44212383.0,true,,false,81.09,NIC,false
2018561FR,2018561,2,2017-12-29,0,false,Ville de Torcy,21770468300283,Torcy,77200,FR,3,General public\services,S,66515000.0,true,,false,21.02,OPE,false
2018570IT,2018570,2,2017-12-29,0,false,Centrale unica di committenza dell&apos;Unione montana Valle Susa,,Bussoleno (TO),10053,IT,R,General public\services,S,90910000.0,false,747454.56,false,36.02,OPE,false
2018571HU,2018571,2,2017-12-29,0,false,Herman Ottó Intézet Nonprofit Kft.,AK15435,Budapest,1223,HU,6,Environment,S,71313100.0,false,0,false,8.03,OPE,false
2018572HU,2018572,2,2017-12-29,0,false,Fejér Megyei Szent György Egyetemi Oktató Kórház,AK02299,Székesfehérvár,8000,HU,8,Health,S,71310000.0,false,,false,29.51,OPE,false
2018580IT,2018580,2,2017-12-29,0,false,"Ambito territoriale di Putignano - Ufficio di Piano [comprendente i Comuni di Putignano (capofila), Alberobello, Castellana Grotte, Locorotondo e Noci] per il tramite della Centrale unica di committenza presso l’Unione dei Comuni Montedoro",,Putignano (BA),70017,IT,3,Other,S,85320000.0,false,1090518,false,11.97,OPE,false
2018812PL,2018812,5,2017-12-29,0,false,PGE Energia Ciepła S.A.,,Warszawa,00-120,PL,4,Electricity,S,42162000.0,false,,false,2.89,OPE,true
2018816NL,2018816,5,2017-12-30,0,false,Havenbedrijf Rotterdam NV,53367972,Rotterdam,3072 AP,NL,4,Port-related activities,S,48730000.0,true,,false,36.05,OPE,false
20181105CH,20181105,2,2018-01-01,0,false,Gemeindeverband Regio Feuerwehr Aarberg,,Aarberg,3270,CH,3,Public Order and Safety,U,34144213.0,true,,false,14.84,OPE,false
20181120DE,20181120,2,2018-01-02,0,false,"Stadtverwaltung Worms, Abt. 6.4 – Ausschreibungsstelle",,Worms,67547,DE,3,General public\services,W,45262100.0,true,,false,16.84,OPE,false
20181121DE,20181121,2,2018-01-02,0,false,"Stadtverwaltung Worms, Abt. 6.4 – Ausschreibungsstelle",,Worms,67547,DE,3,General public\services,W,45262310.0,true,,false,16.84,OPE,false
20181122AT,20181122,2,2018-01-02,0,false,Magistrat der Stadt Wien — Magistratsabteilung 34,1,Wien,1194,AT,3,General public\services,W,45261100.0,true,,false,9.8,OPE,false
20181123DE,20181123,2,2018-01-02,0,false,Stadt Rheinbach Der Bürgermeister,,Rheinbach,53359,DE,3,General public\services,W,45443000.0,false,182370.7,false,1.28,OPE,false
20181129DE,20181129,2,2018-01-02,0,false,Stadt Neu-Ulm,,Neu-Ulm,89231,DE,3,General public\services,W,45214210.0,false,,false,1.48,OPE,false
20181132DE,20181132,2,2018-01-02,0,false,Stadt Neu-Ulm,,Neu-Ulm,89231,DE,3,General public\services,W,45214210.0,false,,false,1.48,OPE,false
20181133DE,20181133,2,2018-01-02,0,false,Stadt Neu-Ulm,,Neu-Ulm,89231,DE,3,General public\services,W,45214210.0,false,,false,2.43,OPE,false
20181134DE,20181134,2,2018-01-02,0,false,Stadt Neu-Ulm,,Neu-Ulm,89231,DE,3,General public\services,W,45214210.0,false,,false,6.35,OPE,false
20181142DE,20181142,2,2018-01-02,0,false,Landeshauptstadt Dresden Straßen- und Tiefbauamt,,Dresden,01001,DE,3,General public\services,W,45234128.0,true,5649323.06,false,16.41,OPE,false
20181145DE,20181145,2,2018-01-02,0,false,Staatliches Bauamt Bamberg,,Bamberg,96049,DE,1,General public\services,W,45233228.0,true,,false,1.74,OPE,false
20181148DE,20181148,2,2018-01-02,0,false,Hochbauamt,,Frankfurt am Main,60594,DE,3,General public\services,W,45262320.0,true,,false,2.63,OPE,false
20181149PL,20181149,2,2018-01-02,0,false,Veolia Energia Warszawa S.A.,,Warszawa,02-566,PL,8,Other,W,45231100.0,false,,true,3.06,OPE,false
20181151DE,20181151,2,2018-01-02,0,false,Stadt Augsburg,,Augsburg,86150,DE,6,Social protection,W,3121100.0,false,30000,false,1.97,OPE,false
20181154FI,20181154,2,2018-01-02,0,false,Oulun Sivakka Oy,0510438-6,Oulu,90130,FI,8,Other,W,45000000.0,true,8900000,false,10.03,OPE,false
20181156FI,20181156,2,2018-01-02,0,false,Oulun Sivakka Oy,0510438-6,Oulu,90130,FI,8,Other,W,45000000.0,true,8900000,false,10.03,OPE,false
20181158DE,20181158,2,2018-01-02,0,false,Stadt Viersen,,Viersen,41747,DE,3,General public\services,W,45214200.0,true,,false,12.27,OPE,false
20181160DE,20181160,2,2018-01-02,0,false,Stadt Viersen,,Viersen,41747,DE,3,General public\services,W,45214220.0,true,,false,15.89,OPE,false
20181161DE,20181161,2,2018-01-02,0,false,"Immobilien Freistaat Bayern, Zentrum Staatsbäder, Besitzverwaltung Staatsbad Bad Kissingen",,Bad Steben,95138,DE,3,General public\services,W,50750000.0,false,,false,30.3,OPE,false
20181162DE,20181162,2,2018-01-02,0,false,Niedersächsische Landesbehörde für Straßenbau und Verkehr - Geschäftsbereich Lüneburg,,Lüneburg,21339,DE,3,Other,W,34928320.0,false,,false,7.27,OPE,false
20181163DE,20181163,2,2018-01-02,0,false,ANregiomed - Klinikum Ansbach,,Ansbach,91522,DE,8,Health,W,44221220.0,true,,false,4.8,OPE,false
20181164DE,20181164,2,2018-01-02,0,false,Staatliches Bauamt Bamberg,17E0800,Bamberg,96049,DE,1,General public\services,W,45431000.0,true,,false,1.48,OPE,false
20181165DE,20181165,2,2018-01-02,0,false,Kerckhoff-Klinik - Vergabestelle,,Bad Nauheim,61231,DE,6,Health,W,45215140.0,true,,false,32.14,RES,false
20181166DE,20181166,2,2018-01-02,0,false,ANregiomed - Klinikum Ansbach,,Ansbach,91522,DE,8,Health,W,45421146.0,true,,false,3.36,OPE,false
20181168DE,20181168,2,2018-01-02,0,false,Stadt Hörstel,,Hörstel,48477,DE,3,General public\services,W,45223220.0,false,,false,13.95,OPE,false
20181298FR,20181298,2,2018-01-02,0,false,CHU de Dijon Bourgogne,,Dijon,21079,FR,8,Health,U,39520000.0,true,8000000,false,11.97,OPE,false
20181301ES,20181301,2,2018-01-02,0,false,"Empresa de Transformación Agraria S.A., S.M.E., M.P., (TRAGSA)",A28476208,Madrid,28006,ES,8,Environment,U,14210000.0,false,503758.23,false,33.26,OPE,false
20181303ES,20181303,2,2018-01-02,0,false,"Empresa de Transformación Agraria S.A., S.M.E., M.P., (TRAGSA)",A28476208,Madrid,28006,ES,8,Environment,U,44114000.0,false,242538.61,false,33.26,OPE,false
20181309SE,20181309,2,2018-01-02,0,false,Örebrobostäder Aktiebolag,556334-8449,Örebro,70008,SE,3,Housing and community amenities,U,48000000.0,true,,false,23.98,OPE,false
20181310UK,20181310,2,2018-01-02,0,false,ESPO,,Leicester,LE19 1ES,UK,3,Other,U,34929000.0,false,8786059.45,false,23.98,OPE,false
20181314CZ,20181314,2,2018-01-02,0,false,Univerzita Palackého v Olomouci,61989592,Olomouc,771 47,CZ,6,Education,U,38000000.0,true,242790.56,true,1.38,OPE,false
20181332DE,20181332,2,2018-01-02,0,false,"Universitätsklinikum Tübingen, Abteilung D2 IT-Einkauf und Technischer Bedarf",,Tübingen,72076,DE,6,Health,U,24111500.0,true,1000000,false,36.02,OPE,false
20181647DE,20181647,2,2018-01-02,0,false,"Einkaufsverbund der Krankenkassen (EVdK) für die Novitas BKK, Körperschaft des öffentlichen Rechts",,Köln,50829,DE,6,Health,S,75300000.0,false,,false,24.01,OPE,false
20181649DE,20181649,2,2018-01-02,0,false,Kreisstadt St. Wendel,,St.Wendel,66606,DE,3,General public\services,S,71327000.0,true,,false,45.59,NIC,false
20181650FR,20181650,2,2018-01-02,0,false,CINOR,,Sainte-Clotilde Cedex (Réunion France),97495,FR,8,Other,S,60130000.0,true,2530529,false,63.45,OPE,false
20181653DE,20181653,2,2018-01-02,0,false,Zweckverband Abfallwirtschaft Oberes Elbtal,,Radebeul,01445,DE,6,Environment,S,90500000.0,true,,false,72.07,OPE,false
20181660CZ,20181660,2,2018-01-02,0,false,"Domov pro osoby se zdravotním postižením Horní Bříza, příspěvková organizace",00022578,Horní Bříza,33012,CZ,R,Social protection,S,90910000.0,false,388399.79,false,36.02,OPE,false
20181661ES,20181661,2,2018-01-02,0,false,"Ayuntamiento de Madrid. Área de Gobierno de Portavoz, Coordinación de la Junta de Gobierno y Relaciones con el Pleno",P2807900B,Madrid,28014,ES,3,General public\services,S,92400000.0,false,287894,false,18.03,OPE,false
20181663SE,20181663,2,2018-01-02,0,false,Hörby kommun,212000-1108,Hörby,24280,SE,3,General public\services,S,90490000.0,true,,false,24.01,OPE,false
20181664DE,20181664,2,2018-01-02,0,false,"Deutscher Bundestag, Referat ZT 6, Vergaben",,Berlin,11011,DE,1,General public\services,S,98000000.0,true,,false,48.03,RES,false
20181665DE,20181665,2,2018-01-02,0,false,"Bundesministerium für Umwelt, Naturschutz, Bau und Reaktorsicherheit",,Bonn,53175,DE,1,General public\services,S,75131000.0,true,7610000,false,36.02,OPE,false
20181667FR,20181667,2,2018-01-02,0,false,Habitat social français,30845546800048,Paris,75013,FR,8,Housing and community amenities,S,42416100.0,false,,false,48.03,OPE,false
20181668SE,20181668,2,2018-01-02,0,false,SKELLEFTEÅ KOMMUN,212000-2643,Skellefteå,93191,SE,3,General public\services,S,71310000.0,true,,false,22.11,NIC,false
20181674NL,20181674,2,2018-01-02,0,false,Gemeente Amstelveen,,Amstelveen,1182JR,NL,3,General public\services,S,98000000.0,false,28800,false,5.92,OPE,false
20181686UK,20181686,2,2018-01-02,0,false,Manchester City Council,,Petersfield,M2 3GX,UK,3,Other,S,66500000.0,true,,false,36.02,OPE,false
20181689SE,20181689,2,2018-01-02,0,false,Bostadsstiftelsen Platen,824000-0276,Motala,591 21,SE,3,Housing and community amenities,S,79714000.0,true,337948.44,false,24.01,OPE,false
20181690SE,20181690,2,2018-01-02,0,false,Högskolan i Kristianstad,202100-3195,Kristianstad,29188,SE,R,Education,S,79342000.0,true,,false,24.01,OPE,false
20181691DE,20181691,2,2018-01-02,0,false,SEG Stadtentwicklungsgesellschaft Wiesbaden mbH,,Wiesbaden,65187,DE,3,General public\services,S,71327000.0,true,,false,18.29,NIC,false
20181692SE,20181692,2,2018-01-02,0,false,Malmö stad,212000-1124,Malmö,205 80,SE,3,General public\services,S,90000000.0,true,,false,11.97,OPE,false
20181694DE,20181694,2,2018-01-02,0,false,Westdeutscher Rundfunk Köln,,Köln,50667,DE,6,Other,S,50700000.0,true,,false,24.01,OPE,false
20181695DE,20181695,2,2018-01-02,0,false,SEG Stadtentwicklungsgesellschaft Wiesbaden mbH,,Wiesbaden,65187,DE,3,General public\services,S,71321000.0,true,,false,18.29,NIC,false
20181699NL,20181699,2,2018-01-02,0,false,Gemeente Smallingerland,10508761,Drachten,9203RM,NL,3,General public\services,S,79200000.0,true,,false,48.03,OPE,false
20181705DE,20181705,2,2018-01-02,0,false,"Deutscher Bundestag, Referat ZT 6, Vergaben",,Berlin,11011,DE,1,General public\services,S,45259300.0,true,,false,24.01,OPE,false
20181706AT,20181706,2,2018-01-02,0,false,"Bund, vertreten durch das Arbeitsmarktservice, dieses vertreten durch das Arbeitsmarktservice OÖ als vergebende Stelle",,Linz,4021,AT,6,Other,S,80400000.0,false,,false,5.99,OPE,false
20181708DE,20181708,2,2018-01-02,0,false,SEG Stadtentwicklungsgesellschaft Wiesbaden mbH,,Wiesbaden,65187,DE,3,General public\services,S,71321000.0,true,,false,18.29,NIC,false
20181709SE,20181709,2,2018-01-02,0,false,YRGO,212000-1355,Göteborg,402 72,SE,3,General public\services,S,80500000.0,true,,false,28.32,OPE,false
20181710NL,20181710,2,2018-01-02,0,false,Gemeente Huizen,59459613,Huizen,1276 KB,NL,3,General public\services,S,77000000.0,true,,false,21.55,OPE,false
20181716UK,20181716,2,2018-01-02,0,false,University of Durham,,Durham,DH1 3LE,UK,6,Education,S,80000000.0,true,439302.97,false,24.01,OPE,false
20181718UK,20181718,2,2018-01-02,0,false,Bracknell Forest Borough Council,,Bracknell,RG12 1JD,UK,3,General public\services,S,71353000.0,true,1183677.45,false,48.03,OPE,false
20181720DE,20181720,2,2018-01-02,0,false,Bezirkskrankenhaus Bayreuth,,Bayreuth,95445,DE,8,Health,S,71300000.0,false,11176500,false,46.09,NIC,false
20181725FR,20181725,2,2018-01-02,0,false,Rambouillet Territoires,20007334400018,Rambouillet Cedex,78511,FR,3,General public\services,S,71300000.0,true,,false,11.97,OPE,false
20181726FR,20181726,2,2018-01-02,0,false,Ville de Vigneux-sur-Seine,,Vigneux-sur-Seine,91270,FR,3,General public\services,S,66510000.0,true,525000,false,57.07,OPE,false
20182220AT,20182220,5,2018-01-02,0,false,ÖBB-Infrastruktur AG,,Wien,1020,AT,4,Railway services,W,45234100.0,false,,false,17.76,OPE,false
20182252AT,20182252,5,2018-01-02,0,false,ÖBB Rail Equipment GmbH &amp; Co KG,,Wien,1040,AT,4,Railway services,U,34351100.0,false,,false,11.97,NIC,false
20182289SE,20182289,5,2018-01-02,0,false,"Sydskånes avfallsaktiebolag, SYSAV",556187-0410,Malmö,202 13,SE,4,"Production, transport and distribution of gas and heat",S,50500000.0,true,,false,11.97,OPE,false
20182290PL,20182290,5,2018-01-02,0,false,Miejskie Przedsiębiorstwo Wodociagów i Kanalizacji S.A.,,Wrocław,50-421,PL,4,Water,S,66510000.0,false,,false,36.02,OPE,false
20182291AT,20182291,5,2018-01-02,0,false,Österreichische Post AG,,Wien,1030,AT,4,Postal Services,S,79512000.0,false,1500000,false,12.01,NIC,false
20182294DE,20182294,5,2018-01-02,0,false,DB Station&amp;Service AG (Bukr 11),,Berlin,10557,DE,4,Railway services,S,72250000.0,false,,false,36.02,NIC,false
20182297CZ,20182297,5,2018-01-02,0,false,"ČEZ Distribuce, a.s.",24729035,Děčín IV - Podmokly,405 02,CZ,4,Electricity,S,71354200.0,true,,false,71.05,NIC,false
20182529NO,20182529,2,2018-01-02,0,false,Bærum kommune,935 478 715,Sandvika,1304,NO,3,General public\services,W,45000000.0,true,,false,33.75,NIC,false
20182539CH,20182539,2,2018-01-02,0,false,Centrale Commune d&apos;Achats,,Genève 3,1211,CH,3,General public\services,S,22000000.0,true,,false,60.03,OPE,false
20182544CH,20182544,5,2018-01-02,0,false,Service Achats Transports publics genevois,,Grand-Lancy,1212,CH,4,"Urban railway, tramway, trolleybus or bus services",W,45300000.0,true,,false,4.05,OPE,false
20182545CH,20182545,5,2018-01-02,0,false,Service Achats Transports publics genevois,,Grand-Lancy,1212,CH,4,"Urban railway, tramway, trolleybus or bus services",W,45300000.0,true,,false,4.05,OPE,false
20182563AT,20182563,2,2018-01-03,0,false,Magistrat der Stadt Wien - Magistratsabteilung 34,0,Wien,1194,AT,3,General public\services,W,45316000.0,true,,false,57.01,NIC,false
20182566DE,20182566,2,2018-01-03,0,false,Stadt Plauen,,Plauen,08523,DE,3,General public\services,W,45262320.0,true,,false,7.93,OPE,false
20182568DE,20182568,2,2018-01-03,0,false,Stadt Plauen,,Plauen,08523,DE,3,General public\services,W,45410000.0,true,,false,9.34,OPE,false
20182569DE,20182569,2,2018-01-03,0,false,"Landeshauptstadt Dresden, GB Stadtentwicklung, Bau, Verkehr und Liegenschaften, Amt f. Hochbau u. Immobilienverwaltung",DED21,Dresden,01001,DE,3,General public\services,W,45214300.0,true,404084.51,false,24.24,OPE,false
20182571DE,20182571,2,2018-01-03,0,false,Stadt Plauen,,Plauen,08523,DE,3,General public\services,W,45432130.0,true,,false,9.57,OPE,false
20182572DE,20182572,2,2018-01-03,0,false,Stadt Plauen,,Plauen,08523,DE,3,General public\services,W,45262511.0,true,,false,4.97,OPE,false
20182573DE,20182573,2,2018-01-03,0,false,"Betrieb für Bau und Liegenschaften M-V, ZVS,die Bundesrepublik Deutschland vertretend",,Rostock,18055,DE,1,General public\services,W,45252200.0,true,,false,0.82,OPE,false
20182577DE,20182577,2,2018-01-04,0,false,"Staatsbetrieb Sächsisches Immobilien- und Baumanagement, Niederlassung Leipzig 1",,Leipzig,04328,DE,3,Economical anf Financial Affairs,W,45320000.0,true,,false,14.64,OPE,false
20182580DE,20182580,2,2018-01-03,0,false,"Betrieb für Bau und Liegenschaften Mecklenburg-Vorpommern, die Bundesrepublik Deutschland vertretend,",,Rostock,18055,DE,1,General public\services,W,43800000.0,true,,false,0.82,OPE,false
20182581DE,20182581,2,2018-01-03,0,false,Charité - Universitätsmedizin Berlin,,Berlin,10117,DE,6,Health,W,45111000.0,true,,false,4.44,OPE,false
20182583DE,20182583,2,2018-01-03,0,false,"Land Baden-Württemberg, vertreten durch den Landesbetrieb Vermögen und Bau Baden-Württemberg, Amt Konstanz",,Konstanz,78464,DE,3,Economical anf Financial Affairs,W,42512300.0,true,,false,17.04,OPE,false
20182584DE,20182584,2,2018-01-03,0,false,Stadt Paderborn,DEA47,Paderborn,33098,DE,3,General public\services,W,45111100.0,true,,false,1.94,OPE,false
20182585DE,20182585,2,2018-01-03,0,false,Gemeinde Maulburg,,Maulburg,79689,DE,3,General public\services,W,45410000.0,false,316000,false,4.47,OPE,false
20182586DE,20182586,2,2018-01-03,0,false,Bundesrepublik Deutschland endvertreten durch Gebäudemanagement Schleswig-Holstein AöR,,Lübeck,23566,DE,1,General public\services,W,45431100.0,true,311000,false,14.44,OPE,false
20182587DE,20182587,2,2018-01-03,0,false,GESOBAU AG,,Berlin,D-13439,DE,8,Housing and community amenities,W,45321000.0,true,,false,2.2,OPE,false
20182589DE,20182589,2,2018-01-03,0,false,"Land Baden-Württemberg, vertreten durch den Landesbetrieb Vermögen und Bau Baden-Württemberg, Amt Konstanz",,Konstanz,78464,DE,3,Economical anf Financial Affairs,W,45232460.0,true,,false,17.04,OPE,false
20182592DE,20182592,2,2018-01-04,0,false,"Land Baden-Württemberg, vertreten durch den Landesbetrieb Vermögen und Bau Baden-Württemberg, Amt Konstanz",,Konstanz,78464,DE,3,Economical anf Financial Affairs,W,42512300.0,true,,false,17.04,OPE,false
20182596DE,20182596,2,2018-01-03,0,false,Universitätsklinikum Düsseldorf,,Düsseldorf,40225,DE,6,Health,W,45431000.0,true,,false,10.26,OPE,false
20182597DE,20182597,2,2018-01-03,0,false,BLB NRW Niederlassung Aachen,,Aachen,52074,DE,8,General public\services,W,45421146.0,true,,false,5.95,OPE,false
20182598DE,20182598,2,2018-01-03,0,false,Kerckhoff-Klinik – Vergabestelle –,,Bad Nauheim,61231,DE,6,Health,W,45215140.0,true,,false,32.14,RES,false
