CAE_ID,NOTICE_ID,ID_TYPE,DT_DISPATCH,CANCELLED,B_MULTIPLE_CAE,CAE_NAME,CAE_NATIONALID,CAE_TOWN,CAE_POSTAL_CODE,ISO_COUNTRY_CODE,CAE_TYPE,MAIN_ACTIVITY,TYPE_OF_CONTRACT,CPV,B_GPA,VALUE_EURO_FIN_2,B_EU_FUNDS,DURATION,TOP_TYPE,B_ELECTRONIC_AUCTION
201839397DE,201839397,2,2018-01-25,0,false,"Landeshauptstadt Erfurt, Stadtverwaltung, Stadtkämmerei-Verdingungsstelle",,Erfurt,99084,DE,3,General public\services,S,90911200.0,false,,false,48.03,OPE,false
201839400DE,201839400,2,2018-01-25,0,false,Beschaffungsamt des Bundesministeriums des Innern,,Bonn,53119,DE,1,General public\services,S,90911200.0,true,,false,60.03,OPE,false
201839403DE,201839403,2,2018-01-25,0,false,"Landeshauptstadt Erfurt, Stadtverwaltung, Stadtkämmerei-Verdingungsstelle",,Erfurt,99084,DE,3,General public\services,S,90911200.0,false,,false,48.03,OPE,false
201839406DE,201839406,2,2018-01-25,0,false,"Landeshauptstadt Erfurt, Stadtverwaltung, Stadtkämmerei-Verdingungsstelle",,Erfurt,99084,DE,3,General public\services,S,90911200.0,false,,false,48.03,OPE,false
201839408DE,201839408,2,2018-01-25,0,false,"Landeshauptstadt Erfurt, Stadtverwaltung, Stadtkämmerei-Verdingungsstelle",,Erfurt,99084,DE,3,General public\services,S,90911200.0,false,,false,48.03,OPE,false
201839412FR,201839412,2,2018-01-25,0,false,Commune de Sceaux,,Sceaux,92330,FR,R,General public\services,S,55521200.0,true,,false,11.97,OPE,false
201839413DE,201839413,2,2018-01-25,0,false,"Landeshauptstadt Erfurt, Stadtverwaltung, Stadtkämmerei-Verdingungsstelle",,Erfurt,99084,DE,3,General public\services,S,90911200.0,false,,false,48.03,OPE,false
201839414SE,201839414,2,2018-01-25,0,false,Enköpings kommun,212000-0282,Enköping,745 36,SE,3,General public\services,S,80000000.0,true,422435.55,false,24.01,OPE,false
201839415PL,201839415,2,2018-01-25,0,false,Gmina Polkowice,,Polkowice,59-100,PL,3,General public\services,S,79342200.0,false,,false,3.75,OPE,false
201839417DE,201839417,2,2018-01-25,0,false,"Landeshauptstadt Erfurt, Stadtverwaltung, Stadtkämmerei-Verdingungsstelle",,Erfurt,99084,DE,3,General public\services,S,90911200.0,false,,false,48.03,OPE,false
201839420BE,201839420,2,2018-01-25,0,false,Vlaamse Milieumaatschappij,0887.290.276_16780,Aalst,9300,BE,8,Environment,S,48000000.0,true,289300,false,36.05,OPE,false
201839421SE,201839421,2,2018-01-25,0,false,Östersunds kommun,212000-2528,Östersund,831 82,SE,R,General public\services,S,98513100.0,true,,false,23.62,OPE,false
201839423DE,201839423,2,2018-01-25,0,false,"Deutscher Bundestag, Referat ZT 6, Vergaben",,Berlin,11011,DE,1,General public\services,S,50334400.0,true,,false,24.01,OPE,false
201839425NL,201839425,2,2018-01-25,0,false,Gemeente Zoetermeer,71952436,Zoetermeer,2711 CZ,NL,3,General public\services,S,77320000.0,true,,false,48.03,OPE,false
201839427NL,201839427,2,2018-01-25,0,false,Samenwerkingsverband Collectief Vervoer Zeeuwsch-Vlaanderen,351960999,Terneuzen,4531GZ,NL,6,General public\services,S,60120000.0,true,,false,60.03,OPE,false
201839429SK,201839429,2,2018-01-22,0,false,"Lesy Slovenskej republiky, štátny podnik",36038351,Banská Bystrica,975 66,SK,6,Other,S,77200000.0,false,373965.19,false,9.21,OPE,false
201839430SK,201839430,2,2018-01-22,0,false,"Lesy Slovenskej republiky, štátny podnik",36038351,Banská Bystrica,975 66,SK,6,Other,S,77200000.0,false,334426,false,10.95,OPE,false
201839432UK,201839432,2,2018-01-25,0,false,"NHS Northern, Eastern and Western Devon Clinical Commissioning Group",,Exeter,EX2 7JQ,UK,6,Health,S,85323000.0,true,7453446.09,false,60.03,OPE,false
201839436PL,201839436,2,2018-01-25,0,false,Gmina Polkowice,,Polkowice,59-100,PL,3,General public\services,S,79342200.0,false,,false,3.75,OPE,false
201839459NL,201839459,2,2018-01-25,0,false,"Ministry of Economic Affairs and Climate Policy, Netherlands Enterprise Agency (Rijksdienst voor Ondernemend Nederland), RVO.nl",12024663,Den Haag,2595 AL,NL,N,Economical anf Financial Affairs,S,38126400.0,true,1500000,false,11.64,OPE,false
201839460SE,201839460,2,2018-01-25,0,false,Umeå kommun,212000-2627,Umeå,901 84,SE,3,General public\services,S,79620000.0,true,4224355.52,false,24.01,OPE,false
201839463DE,201839463,2,2018-01-25,0,false,"Landeshauptstadt Erfurt, Stadtverwaltung, Stadtkämmerei-Verdingungsstelle",,Erfurt,99084,DE,3,General public\services,S,90911200.0,false,,false,48.03,OPE,false
201839465DE,201839465,2,2018-01-25,0,false,"Landeshauptstadt Erfurt, Stadtverwaltung, Stadtkämmerei-Verdingungsstelle",,Erfurt,99084,DE,3,General public\services,S,90911200.0,false,,false,48.03,OPE,false
201839467FR,201839467,2,2018-01-25,0,false,Sittomat,,Toulon,83-200,FR,8,Environment,S,90512000.0,true,2102300,false,11.97,OPE,false
201839468BE,201839468,2,2018-01-25,0,false,Gemeente Haaltert,BE207 439 151,Haaltert,9450,BE,3,General public\services,S,77314000.0,true,,false,5.99,OPE,false
201839469BE,201839469,2,2018-01-25,0,false,cvba WoonWel,BE0405.255.805,Oostende,8400,BE,8,Housing and community amenities,S,71200000.0,true,,false,34.44,OPE,false
201839472DE,201839472,2,2018-01-25,0,false,Stadt Beilngries,,Beilngries,92339,DE,3,General public\services,S,71200000.0,true,,false,32.04,NIC,false
201839482FR,201839482,2,2018-01-25,0,true,Soreqa---Élogie-Siemp,,Paris Cedex 19,75019---75924,FR,8,Housing and community amenities,S,90910000.0,true,,false,11.97,OPE,false
201839486FR,201839486,2,2018-01-25,0,false,SPL Midi-Pyrénées Construction,200 053 791 00014,Toulouse Cedex 2,31086,FR,3,General public\services,S,71250000.0,true,1725000,false,26.02,NIC,false
201839494DE,201839494,2,2018-01-25,0,false,Kurgesellschaft Schlema mbH,,Bad Schlema,08301,DE,8,Other,S,71000000.0,false,,true,43.52,NIC,false
201839495FR,201839495,2,2018-01-25,0,false,Le Mans Métropole — Communauté Urbaine,24720013200014,Le Mans,72039,FR,6,General public\services,S,90514000.0,true,,false,30.07,OPE,false
201839497FR,201839497,2,2018-01-25,0,false,Ville de Saumur,,Saumur,49408,FR,3,General public\services,S,9323000.0,true,,false,96.09,OPE,false
201839501FR,201839501,2,2018-01-25,0,false,Sittomat,,Toulon,83-200,FR,8,Environment,S,90510000.0,true,1400000,false,11.97,OPE,false
201839504FR,201839504,2,2018-01-25,0,false,Ville de Saumur,,Saumur,49408,FR,3,General public\services,S,9323000.0,true,,false,96.09,OPE,false
201839507FR,201839507,2,2018-01-25,0,false,Ville de Saumur,,Saumur,49408,FR,3,General public\services,S,9323000.0,true,,false,11.97,OPE,false
201839518AT,201839518,2,2018-01-25,0,false,Magistrat der Stadt Wien – Magistratsabteilung 54,0,Wien,1220,AT,3,General public\services,S,90919300.0,true,,false,11.97,OPE,false
201839519DE,201839519,2,2018-01-25,0,false,Landschaftsverband Westfalen-Lippe (LWL) 48133 Münster,,Münster,48147,DE,3,Social protection,S,90911300.0,true,,false,48.03,OPE,false
201839528DE,201839528,2,2018-01-25,0,false,Gemeinde Börnsen,,Dassendorf,21521,DE,3,General public\services,S,71000000.0,true,167372.75,false,31.09,NIC,false
201839529DE,201839529,2,2018-01-25,0,false,Gemeinde Tutzing,,Tutzing,82327,DE,3,General public\services,S,71300000.0,true,,false,77.57,NIC,false
201839531PL,201839531,2,2018-01-25,0,false,Jednostka Wojskowa nr 6021,,Warszawa,00-909,PL,8,Defence,S,35811300.0,false,324520.08,false,4.7,OPE,false
201839532DE,201839532,2,2018-01-25,0,false,"Sozialversicherung für Landwirtschaft, Forsten und Gartenbau (SVLFG) – Körperschaft des öffentlichen Rechts",,Kassel,34131,DE,8,Other,S,71320000.0,true,,false,31.88,NIC,false
201839535DE,201839535,2,2018-01-25,0,false,Handwerkskammer Niederbayern-Oberpfalz,,Regensburg,93055,DE,6,Education,S,71000000.0,true,,true,67.63,NIC,false
201839536DE,201839536,2,2018-01-25,0,false,"Stadt Regensburg, Vergabeamt",,Regensburg,93047,DE,3,General public\services,S,71300000.0,true,,false,42.66,OPE,false
201839537FR,201839537,2,2018-01-25,0,false,Ville de Saumur,,Saumur,49408,FR,3,General public\services,S,9323000.0,true,,false,36.02,OPE,false
201839542DE,201839542,2,2018-01-25,0,false,Magistrat der Stadt Lorch,,Lorch,65391,DE,3,General public\services,S,85312100.0,false,,false,36.02,NIC,false
201839555IT,201839555,2,2018-01-25,0,false,S.Ec.Am. S.p.A.,,Sondrio,,IT,8,Environment,S,90511400.0,false,1173900,false,11.97,OPE,false
201839558CZ,201839558,2,2018-01-25,0,false,"Česká republika - Státní pozemkový úřad, Krajský pozemkový úřad pro Jihočeský kraj",01312774,České Budějovice,370 01,CZ,1,Other,S,71250000.0,false,240437.97,false,12.01,OPE,false
201840057DE,201840057,5,2018-01-25,0,false,Stromnetz Berlin GmbH,,Berlin,12435,DE,4,Electricity,W,31214000.0,true,1,false,74.08,NIC,false
201840058BE,201840058,5,2018-01-25,0,false,Brussels South Charleroi Airport SA,0444.556.344_26505,Gosselies,6041,BE,4,Airport-related activities,W,45000000.0,false,1500000,false,18.85,NIC,false
201840059DE,201840059,5,2018-01-25,0,false,TenneT Offshore 7. Beteiligungsgesellschaft mbH,,Bayreuth,95448,DE,4,Electricity,W,45255410.0,false,,false,19.01,NIC,false
201840061PL,201840061,5,2018-01-25,0,false,TAURON Dystrybucja S.A. Oddział w Krakowie,,Kraków,31-060,PL,4,Electricity,W,45231400.0,true,,true,4.08,OPE,false
201840063PL,201840063,5,2018-01-25,0,false,Miejskie Przedsiębiorstwo Wodociągów i Kanalizacji Spółka Akcyjna,,Kraków,30-106,PL,4,Water,W,45330000.0,true,309405.94,true,8.09,OPE,false
201840098SE,201840098,5,2018-01-25,0,false,Karlstads kommun,212000-1850,Karlstad,651 84,SE,4,Electricity,U,31000000.0,true,,false,36.05,OPE,false
201840105UK,201840105,5,2018-01-25,0,false,Interconnector Zeebrugge Terminal C.V.B.A. / S.C.R.L.,,London,EC4A 1AB,UK,4,Electricity,U,9310000.0,false,,false,24.01,OPE,false
201840108HU,201840108,5,2018-01-25,0,true,ALFÖLDVÍZ Zrt.---BÁCSVÍZ Víz-és Csatornaszolgáltató Zrt.,AK00844---AK16610,Békéscsaba---Kecskemét,5600---6000,HU,4,Water,U,9310000.0,true,3495633.19,false,11.97,NIC,false
201840109PL,201840109,5,2018-01-25,0,false,Polska Grupa Górnicza S.A.,,Katowice,40-039,PL,4,Exploration and extraction of coal and other solid fuels,U,31620000.0,false,,false,9.01,OPE,true
201840174DE,201840174,5,2018-01-25,0,false,DB Netz AG Regionalbereich Mitte,,Frankfurt,60528,DE,4,Railway services,S,66513200.0,false,,false,63.13,RES,false
201840183DK,201840183,5,2018-01-25,0,false,SamAqua,34216169,Odense C,5000,DK,4,"Production, transport and distribution of gas and heat",S,71550000.0,true,1.185999033E7,false,24.01,OPE,false
201840189SE,201840189,5,2018-01-25,0,false,Borås Energi och Miljö AB,556527-5590,Borås,50-117,SE,4,"Production, transport and distribution of gas and heat",S,71900000.0,true,1425719.99,false,24.01,OPE,false
201840196DE,201840196,5,2018-01-25,0,false,DB Netz AG (Bukr 16),,Frankfurt Main,60486,DE,4,Railway services,S,71300000.0,false,1,false,11.97,NIC,false
201840198DE,201840198,5,2018-01-25,0,false,Stadtwerke Konstanz GmbH,,Konstanz,78467,DE,4,Other,S,50700000.0,false,,false,32.53,OPE,false
201840199DE,201840199,5,2018-01-25,0,false,DB Netz AG (Bukr 16),,Frankfurt am Main,60486,DE,4,Railway services,S,71521000.0,false,1,false,11.97,OPE,false
201840634NO,201840634,2,2018-01-25,0,false,GKI Grenlandskommunenes Innkjøpsenhet,991 799 710,Skien,3701,NO,3,General public\services,W,45000000.0,true,7534497.23,false,24.05,OPE,false
201840635NO,201840635,2,2018-01-25,0,false,Oslo kommune v/ Undervisningsbygg Oslo KF,984 070 659,Oslo,0605,NO,R,Other,W,45000000.0,true,,false,26.81,OPE,false
201840659NO,201840659,2,2018-01-25,0,false,GKI Grenlandskommunenes Innkjøpsenhet,991 799 710,Skien,3701,NO,3,General public\services,S,66140000.0,true,484360.54,false,20.49,OPE,false
201840661NO,201840661,2,2018-01-25,0,false,Rogaland Fylkeskommune,971045698,Stavanger,4002,NO,3,General public\services,S,45310000.0,false,9471939.38,false,24.05,OPE,false
201840664NO,201840664,2,2018-01-25,0,false,Helse Møre og Romsdal HF,997005562,Ålesund,6026,NO,N,Health,S,85323000.0,false,,false,60.03,OPE,false
201840666NO,201840666,2,2018-01-25,0,false,Sykehusinnkjøp HF,916879067,Vadsø,9811,NO,6,Health,S,90922000.0,true,,false,23.98,OPE,false
201840679NO,201840679,5,2018-01-25,0,false,Hordaland fylkeskommune,938626367,Bergen,5020,NO,4,Other,W,45000000.0,true,,false,15.3,NIC,false
201840681NO,201840681,5,2018-01-25,0,false,Avinor AS,985 198 292,Gardermoen,2061,NO,4,Airport-related activities,U,31500000.0,true,,false,20.03,NIC,false
201840683CH,201840683,2,2018-01-25,0,false,Charles Pictet architecte FAS SIA,,Genève,1208,CH,3,"Recreation, culture and religion",W,45300000.0,true,,false,21.09,OPE,false
201840684CH,201840684,2,2018-01-25,0,false,Gemeinde Glarus Nord Schulstrasse 2 8867 Niederurnen,,Niederurnen,8867,CH,3,General public\services,W,45214210.0,true,,false,6.81,OPE,false
201840685CH,201840685,2,2018-01-25,0,false,Hochbauamt / Baubereich 2,,Zürich,8090,CH,3,Education,W,45262600.0,true,,false,7.96,OPE,false
201840689CH,201840689,2,2018-01-25,0,false,Tiefbauamt Graubünden,,Chur,7001,CH,3,General public\services,W,45000000.0,true,,false,27.76,OPE,false
201840693CH,201840693,2,2018-01-25,0,false,Service des achats et approvisionnements — Hôpital Riviera Chablais,,Monthey,1870,CH,3,Health,U,39310000.0,true,,false,5.86,OPE,false
201840697CH,201840697,5,2018-01-25,0,false,Konzerneinkauf Verbrauchsgüter SBB,,Bern 65,3000,CH,4,Railway services,U,24200000.0,false,,false,80.03,OPE,false
201840739SE,201840739,2,2018-01-26,0,false,Luleå kommun,212000-2742,Luleå,971 85,SE,3,General public\services,W,9331200.0,true,2.640222201E7,false,32.76,OPE,false
201840740SE,201840740,2,2018-01-26,0,false,Luleå kommun,212000-2742,Luleå,971 85,SE,3,General public\services,W,9331200.0,true,2.640222201E7,false,32.76,OPE,false
201840743FR,201840743,2,2018-01-26,0,false,CEA/Grenoble,,Grenoble,38054,FR,6,Other,W,45231221.0,true,,false,24.01,OPE,false
201840748DE,201840748,2,2018-01-26,0,false,Stadt Freiburg i. Br. – Vergabemanagement,,Freiburg im Breisgau,79106,DE,3,General public\services,W,45262320.0,true,,false,3.82,OPE,false
201840749DE,201840749,2,2018-01-26,0,false,Main-Kinzig-Kliniken GmbH,,Gelnhausen,63571,DE,8,Health,W,45410000.0,true,,false,4.51,OPE,false
201840753DE,201840753,2,2018-01-26,0,false,Landkreis Bayreuth,,Bayreuth,95448,DE,3,General public\services,W,42961000.0,false,1,false,6.71,OPE,false
201840755DE,201840755,2,2018-01-26,0,false,Stadt Wolfsburg,,Wolfsburg,38440,DE,3,General public\services,W,45262321.0,true,,false,9.57,OPE,false
201840757DE,201840757,2,2018-01-26,0,false,Gemeinde Ostseebad Heringsdorf,,Seebad Ahlbeck,17419,DE,3,General public\services,W,45214200.0,false,,false,3.36,OPE,false
201840758SE,201840758,2,2018-01-26,0,false,Skövde kommun,212000-1710,Skövde,541 26,SE,3,General public\services,W,45262700.0,true,1.478524433E7,false,26.48,OPE,false
201840759DE,201840759,2,2018-01-26,0,false,Landkreis Donau-Ries,,Donauwörth,86609,DE,3,General public\services,W,45324000.0,true,,false,11.97,OPE,false
201840762DE,201840762,2,2018-01-26,0,false,Stadt Rosenheim,,Rosenheim,83022,DE,3,General public\services,W,45331000.0,true,,true,23.52,OPE,false
201840763DE,201840763,2,2018-01-26,0,false,Landkreis Bayreuth,,Bayreuth,95448,DE,3,General public\services,W,45000000.0,false,1,false,30.23,OPE,false
201840765DE,201840765,2,2018-01-26,0,false,"Landestalsperrenverwaltung des Freistaates Sachsen, Betrieb Elbaue / Mulde / Untere Weiße Elster",,Rötha,04571,DE,6,Environment,W,45221111.0,true,,false,16.45,OPE,false
201840766DE,201840766,2,2018-01-26,0,false,Stadt Rosenheim,,Rosenheim,83022,DE,3,General public\services,W,45112400.0,true,,true,15.76,OPE,false
201840767DE,201840767,2,2018-01-26,0,false,Stadt Waldkirchen,,Waldkirchen,94065,DE,3,General public\services,W,45214200.0,true,,false,0.36,OPE,false
201840768DE,201840768,2,2018-01-26,0,false,Staatliches Bauamt Augsburg,,Augsburg,86150,DE,3,Economical anf Financial Affairs,W,45262670.0,false,,false,4.51,OPE,false
201840769DE,201840769,2,2018-01-26,0,false,Stadt Waldkirchen,,Waldkirchen,94065,DE,3,General public\services,W,45214200.0,true,,false,0.82,OPE,false
201840770DE,201840770,2,2018-01-26,0,false,Staatliches Bauamt Passau,,Passau,94032,DE,3,Other,W,45210000.0,true,,false,11.97,OPE,false
201840771DE,201840771,2,2018-01-26,0,false,Helios Kliniken Schwerin GmbH,,Schwerin,19055,DE,8,Other,W,45321000.0,true,,false,3.59,OPE,false
201840772DE,201840772,2,2018-01-26,0,false,Stadt Rosenheim,,Rosenheim,83022,DE,3,General public\services,W,31682210.0,true,,true,23.52,OPE,false
201840773DE,201840773,2,2018-01-26,0,false,Stadt Waldkirchen,,Waldkirchen,94065,DE,3,General public\services,W,45214200.0,true,,false,0.36,OPE,false
201840774DE,201840774,2,2018-01-26,0,false,Gemeinde Ostseebad Heringsdorf,,Seebad Ahlbeck,17419,DE,3,General public\services,W,45214200.0,false,,false,1.28,OPE,false
201840775DE,201840775,2,2018-01-26,0,false,Stadt Rosenheim,,Rosenheim,83022,DE,3,General public\services,W,45310000.0,true,,true,25.79,OPE,false
201840776DE,201840776,2,2018-01-26,0,false,Landkreis Bayreuth,,Bayreuth,95448,DE,3,General public\services,W,45232460.0,false,1,false,6.71,OPE,false
201840778DE,201840778,2,2018-01-26,0,false,Landkreis Bayreuth,,Bayreuth,95448,DE,3,General public\services,W,45113000.0,false,1,false,34.93,OPE,false
201840779DE,201840779,2,2018-01-26,0,false,Landkreis Bayreuth,,Bayreuth,95448,DE,3,General public\services,W,45223220.0,false,1,false,4.87,OPE,false
201840780DE,201840780,2,2018-01-26,0,false,Brandenburgischer Landesbetrieb für Liegenschaften und Bauen (BLB) - Vergabestelle,,Zossen,15806,DE,3,Economical anf Financial Affairs,W,45330000.0,true,,false,11.88,OPE,false
201840782DE,201840782,2,2018-01-26,0,false,Landkreis Bayreuth,,Bayreuth,95448,DE,3,General public\services,W,42530000.0,false,1,false,6.71,OPE,false
201840783DE,201840783,2,2018-01-26,0,false,Stadt Rosenheim,,Rosenheim,83022,DE,3,General public\services,W,45332000.0,true,,true,23.52,OPE,false
201840784DE,201840784,2,2018-01-26,0,false,"Landesamt für Bau und Verkehr Abt. 4, Autobahnen",163000,Erfurt,99085,DE,3,Other,W,45233110.0,false,,false,15.63,OPE,false
201840787DE,201840787,2,2018-01-26,0,false,Universitätsstadt Siegen,,Siegen,57078,DE,3,General public\services,W,45421150.0,true,78000,false,2.53,OPE,false
201840789DE,201840789,2,2018-01-26,0,false,Lippeverband,,Essen,45128,DE,6,General public\services,W,45240000.0,true,,false,35.69,OPE,false
201840790DE,201840790,2,2018-01-26,0,false,Kreis-Caritas-Verband Freyung-Grafenau e. V.,,Freyung,94078,DE,8,Social protection,W,45214200.0,true,,false,0.72,OPE,false
201840791DE,201840791,2,2018-01-26,0,false,Stadt Rosenheim,,Rosenheim,83022,DE,3,General public\services,W,45331210.0,true,,true,23.52,OPE,false
201840792DE,201840792,2,2018-01-26,0,false,Landkreis Bayreuth,,Bayreuth,95448,DE,3,General public\services,W,45410000.0,false,1,false,2.11,OPE,false
201840793DE,201840793,2,2018-01-26,0,false,Landkreis Bayreuth,,Bayreuth,95448,DE,3,General public\services,W,44212315.0,false,1,false,4.01,OPE,false
201840794DE,201840794,2,2018-01-26,0,false,"Landesbetrieb Bau und Immobilien Hessen, Niederlassung Mitte Zentrale Vergabe",DE72,Friedberg,61169,DE,3,General public\services,W,39180000.0,true,,false,13.82,OPE,false
201840796DE,201840796,2,2018-01-26,0,false,degewo AG,,Berlin,10785,DE,8,Housing and community amenities,W,45223220.0,true,,false,15.95,OPE,false
201840797DE,201840797,2,2018-01-26,0,false,Betrieb für Bau und Liegenschaften Mecklenburg-Vorpommern,,Rostock,18055,DE,3,General public\services,W,45000000.0,true,,false,14.08,OPE,false
201840798SE,201840798,2,2018-01-26,0,false,Kristianstads kommun,212000-0951,Kristianstad,291 32,SE,3,General public\services,W,65000000.0,true,6336533.28,false,21.55,OPE,false
201840802FI,201840802,2,2018-01-26,0,false,Lappeenrannan Kuntakiinteistöt Oy,2836239-6,Lappeenranta,53100,FI,8,General public\services,W,45000000.0,true,13400000,false,17.63,OPE,false
201840803DE,201840803,2,2018-01-26,0,false,Landesstraßenbaubehörde Sachsen-Anhalt Regionalbereich Süd,,Halle (Saale),06130,DE,3,Other,W,45233110.0,true,,false,6.35,OPE,false
201840805DE,201840805,2,2018-01-26,0,false,Landkreis Bayreuth,,Bayreuth,95448,DE,3,General public\services,W,45311200.0,false,1,false,6.71,OPE,false
201840806DK,201840806,2,2018-01-26,0,false,H. Skjøde Knudsen A/S,17442449,Odense SØ,5220,DK,6,Housing and community amenities,W,45200000.0,true,,false,13.16,OPE,false
201840807DK,201840807,2,2018-01-26,0,false,H. Skjøde Knudsen A/S,17442449,Odense SØ,5220,DK,6,Housing and community amenities,W,45200000.0,true,,false,17.04,OPE,false
201840812NL,201840812,2,2018-01-26,0,false,Gemeente Dantumadiel,122152457,Damwald,9104BR,NL,8,General public\services,W,45000000.0,false,,false,23.06,OPE,false
201840814DE,201840814,2,2018-01-26,0,false,006 Generalsanierung der Mittelschule „Am Hohen Markt“ in Untergriesbach,,Untergriesbach,94107,DE,3,Education,W,45210000.0,true,,false,1.97,OPE,false
201840816DE,201840816,2,2018-01-26,0,false,Landkreis Bayreuth,,Bayreuth,95448,DE,3,General public\services,W,45311200.0,false,1,false,6.71,OPE,false
201840817DE,201840817,2,2018-01-26,0,false,AGAPLESION Evangelisches-Krankenhaus Holzminden gGmbH,,Holzminden,37603,DE,8,Health,W,45311200.0,false,728000,false,25.79,OPE,false
201840820DE,201840820,2,2018-01-26,0,true,Main-Kinzig-Kliniken GmbH---Main-Kinzig-Kliniken GmbH---Main-Kinzig-Kliniken GmbH,,Gelnhausen---Gelnhausen---Gelnhausen,63571---63571---63571,DE,8,Health,W,44221000.0,true,,false,7.96,OPE,false
201840821DE,201840821,2,2018-01-26,0,false,Staatliches Baumanagement Hannover,,Hannover,30161,DE,3,Economical anf Financial Affairs,W,45223220.0,true,,false,3.62,OPE,false
201840823DE,201840823,2,2018-01-26,0,false,"381 – Klinik Kitzinger Land (AÖR) Kommunalunternehmen des Landkreises Kitzingen – Sanierung, Erweiterung und Umbau – 2. BA",,Kitzingen,97318,DE,6,Health,W,45215130.0,true,,false,3.98,OPE,false
201840825DE,201840825,2,2018-01-26,0,false,AGAPLESION Evangelisches-Krankenhaus Holzminden gGmbH,,Holzminden,37603,DE,8,Health,W,45314000.0,false,252500,false,25.79,OPE,false
201840828DE,201840828,2,2018-01-26,0,false,Autobahndirektion Nordbayern Dienststelle Bayreuth,,Bayreuth,95444,DE,3,Other,W,45233110.0,true,,false,1.05,OPE,false
201840829DE,201840829,2,2018-01-26,0,false,Bau- und Liegenschaftsbetrieb NRW,,Münster,48145,DE,8,General public\services,W,45223220.0,false,,false,8.72,OPE,false
201840830DE,201840830,2,2018-01-26,0,false,Stadt Villingen-Schwenningen,,Villingen-Schwenningen,78054,DE,3,General public\services,W,45421146.0,true,,false,4.28,OPE,false
201840831DE,201840831,2,2018-01-26,0,false,"Landeshauptstadt München, Baureferat",,München,81671,DE,3,General public\services,W,45315000.0,false,,false,40.3,OPE,false
201840832DE,201840832,2,2018-01-26,0,false,AmperVerband (AV),,Eichenau,82223,DE,6,Environment,W,45262670.0,false,,false,1.22,OPE,false
201840833DE,201840833,2,2018-01-26,0,false,Gebäudemanagement Landau (GML),,Landau in der Pfalz,76829,DE,3,General public\services,W,45262670.0,true,,false,3.55,OPE,false
201840838DE,201840838,2,2018-01-26,0,false,"Universitäts- und Hansestadt Greifswald, Der Oberbürgermeister, Immobilienverwaltungsamt, Abt. Hochbau",,Greifswald,17489,DE,3,General public\services,W,45331210.0,true,,true,14.11,OPE,false
201840840DE,201840840,2,2018-01-26,0,false,"381 – Klinik Kitzinger Land (AÖR) Kommunalunternehmen des Landkreises Kitzingen – Sanierung, Erweiterung und Umbau – 2. BA",,Kitzingen,97318,DE,6,Health,W,45215130.0,true,,false,8.03,OPE,false
201840841DE,201840841,2,2018-01-26,0,false,Stadt Bamberg - Finanzreferat / Immobilienmanagement,,Bamberg,96047,DE,3,General public\services,W,45420000.0,true,,false,1.28,OPE,false
201840842DE,201840842,2,2018-01-26,0,false,Landkreis Donau-Ries,,Donauwörth,86609,DE,3,General public\services,W,45212190.0,true,,false,26.02,OPE,false
201840844DE,201840844,2,2018-01-26,0,false,Städtisches Klinikum Brandenburg GmbH,,Brandenburg an der Havel,14770,DE,8,Health,W,45000000.0,true,,false,1.88,OPE,false
201840845DE,201840845,2,2018-01-26,0,false,Gemeinde Ostseebad Heringsdorf,,Seebad Ahlbeck,17419,DE,3,General public\services,W,45214200.0,false,,false,1.74,OPE,false
201840846DE,201840846,2,2018-01-26,0,false,Gemeinde Ostseebad Heringsdorf,,Seebad Ahlbeck,17419,DE,3,General public\services,W,45214200.0,false,,false,0.36,OPE,false
201840847DE,201840847,2,2018-01-26,0,false,Landkreis Bayreuth,,Bayreuth,95448,DE,3,General public\services,W,45410000.0,false,1,false,5.89,OPE,false
201840848DE,201840848,2,2018-01-26,0,false,Gemeinde Ostseebad Heringsdorf,,Seebad Ahlbeck,17419,DE,3,General public\services,W,45214200.0,false,,false,0.59,OPE,false
201840849DE,201840849,2,2018-01-26,0,false,Staatliches Bauamt Schweinfurt,,Schweinfurt,97422,DE,3,Education,W,45262670.0,true,,false,5.13,OPE,false
201840850DE,201840850,2,2018-01-26,0,false,Gemeinde Ostseebad Heringsdorf,,Seebad Ahlbeck,17419,DE,3,General public\services,W,45214200.0,false,,false,1.97,OPE,false
201840851DE,201840851,2,2018-01-26,0,false,"Max-Planck-Gesellschaft, GV, Ref. VIII d - VOB",,München,80539,DE,8,Other,W,45223220.0,true,,false,10.59,OPE,false
201840852DE,201840852,2,2018-01-26,0,false,Gemeinde Ostseebad Heringsdorf,,Seebad Ahlbeck,17419,DE,3,General public\services,W,45214200.0,false,,false,1.28,OPE,false
201840853DE,201840853,2,2018-01-26,0,false,Betrieb für Bau und Liegenschaften Mecklenburg-Vorpommern,,Rostock,18055,DE,3,General public\services,W,45231113.0,true,,true,2.2,OPE,false
201840855DE,201840855,2,2018-01-26,0,false,Abtei Münsterschwarzach,,Münsterschwarzach,97359,DE,8,"Recreation, culture and religion",W,45330000.0,true,,false,5.2,OPE,false
201840856DE,201840856,2,2018-01-26,0,false,Abtei Münsterschwarzach,,Münsterschwarzach,97359,DE,8,"Recreation, culture and religion",W,45223220.0,true,,false,12.11,OPE,false
