Fondo;Descripción;Centro;Sección;Programa;Subconcep.;Programa de Financiación;Definición proyecto;Título;Distrito;Texto Distrito;Línea de Inversión;Descripción Línea de Inversión;Sublíne de Inversión;Descripción Sublíne de Inversión;Etiqueta 16;Descripción etiqueta 16;Etiqueta 17;Descripción etiqueta 17;Etiqueta 18;Descripción etiqueta 18;Credito Inicial;Modifcaciones ;Crédito Definitivo ;Crédito Disponible ;Retenciones Pte. Util.;C. Autorizado ;C. Dispuesto ;Obl. Reconoc. ;C. Ordenado;Pagos Real
4;SC Y CE FINANC. CON RTG;1;215;93303;63200;2019/003400;2019/003400;IFS-COLEGIO PÚBLICO CONCEPCIÓN. INSTALACIONES, CERRAMIENTOS Y CUBIERTAS;215;CIUDAD LINEAL;5;EDUCACIÓN;0;COLEGIOS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;70.000,00;70.000,00;0,02;0;69.999,98;69.999,98;0;0;0
4;SC Y CE FINANC. CON RTG;1;215;93303;63200;2019/003401;2019/003401;IFS-COLEGIO PÚBLICO SAN JUAN BAUTISTA. INSTALACIONES CERRAMIENTOS Y CUBIERTAS;215;CIUDAD LINEAL;5;EDUCACIÓN;0;COLEGIOS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;30.000,00;30.000,00;0,16;0;29.999,84;29.999,84;0;0;0
4;SC Y CE FINANC. CON RTG;1;215;93303;63200;2019/003402;2019/003402;IFS-COLEGIO PÚBLICO SAN JUAN BOSCO. NSTALACIONES CERRAMIENTOS Y CUBIERTAS;215;CIUDAD LINEAL;5;EDUCACIÓN;0;COLEGIOS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;90.000,00;90.000,00;0,03;0;89.999,97;89.999,97;0;0;0
4;SC Y CE FINANC. CON RTG;1;215;93303;63200;2019/003409;2019/003409;IFS-ESCUELA INFANTIL VEO VEO. INSTALACIONES CERRAMIENTOS Y CUBIERTAS;215;CIUDAD LINEAL;5;EDUCACIÓN;1;ESCUELAS INFANTILES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;40.000,00;40.000,00;0,3;0;39.999,70;39.999,70;0;0;0
4;SC Y CE FINANC. CON RTG;1;215;93303;63200;2019/003410;2019/003410;IFS-ESCUELA INFANTIL GIGANTES Y CABEZUDOS. NSTALACIONES, CERRAMIENTOS Y CUBIERTA;215;CIUDAD LINEAL;5;EDUCACIÓN;1;ESCUELAS INFANTILES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;30.000,00;30.000,00;0,19;0;29.999,81;29.999,81;0;0;0
4;SC Y CE FINANC. CON RTG;1;215;93303;63200;2019/003411;2019/003411;IFS-ESCUELA INFANTIL AZALEAS. INSTALACIONES ,CERRAMIENTOS Y CUBIERTA;215;CIUDAD LINEAL;5;EDUCACIÓN;1;ESCUELAS INFANTILES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;60.000,00;60.000,00;0,06;0;59.999,94;59.999,94;0;0;0
4;SC Y CE FINANC. CON RTG;1;215;93303;63200;2019/003412;2019/003412;IFS-ESCUELA INFANTIL TARABILLA. INSTALACIONES, CERRAMIENTOS Y CUBIERTAS;215;CIUDAD LINEAL;5;EDUCACIÓN;1;ESCUELAS INFANTILES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;45.000,00;45.000,00;0,81;0;44.999,19;44.999,19;0;0;0
4;SC Y CE FINANC. CON RTG;1;215;93303;63200;2019/003413;2019/003413;IFS-CENTRO DEPORTIVO LA ALMUDENA. MEJORA CALEFACCIÓN, DESHUMECTACIÓN Y SISTEMAS HIDRÁULICOS;215;CIUDAD LINEAL;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;1;POLIDEPORTIVOS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;300.000,00;300.000,00;15,36;0;299.984,64;299.984,64;0;0;0
4;SC Y CE FINANC. CON RTG;1;215;93303;63200;2019/003414;2019/003414;IFS-CENTRO DEPORTIVO LA CONCEPCIÓN. INSTALACIONES, CERRAMIENTOS, ACABADOS Y CUBIERTAS;215;CIUDAD LINEAL;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;1;POLIDEPORTIVOS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;225.000,00;225.000,00;471,42;0;224.528,58;224.528,58;0;0;0
4;SC Y CE FINANC. CON RTG;1;215;93303;63200;2019/003415;2019/003415;IFS-CENTRO DEPORTIVO SAN JUAN BAUTISTA. INSTALACIONES, CERRAMIENTOS Y CUBIERTAS;215;CIUDAD LINEAL;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;1;POLIDEPORTIVOS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;120.000,00;120.000,00;224,83;0;119.775,17;119.775,17;0;0;0
4;SC Y CE FINANC. CON RTG;1;215;93303;63200;2019/003416;2019/003416;IFS-CENTRO DEPORTIVO PUEBLO NUEVO. MEJORA CALEFACCIÓN Y CARPINTERÍA. INSTALACIÓN ASCENSOR;215;CIUDAD LINEAL;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;1;POLIDEPORTIVOS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;120.000,00;120.000,00;23,16;0;119.976,84;119.976,84;0;0;0
4;SC Y CE FINANC. CON RTG;1;216;15322;61910;2019/003459;2019/003459;IFS-PASO DE PEATONES JUNTO AL PARQUE JUAN PABLO II. ADAPTACIÓN VIALES (ID 18: 584);216;HORTALEZA;8;MANTENIMIENTO URBANO;2;VÍAS PÚBLICAS;16;INV.FINANCIERAM. SOSTENIBLE;;;18;PRESUPUESTOS PARTICIPATIVOS;0;35.000,00;35.000,00;35.000,00;0;0;0;0;0;0
4;SC Y CE FINANC. CON RTG;1;216;15322;61910;2019/004087;2019/004087;IFS-BARRIO APÓSTOL SANTIAGO. RENOVACIÓN PAVIMENTOS VÍAS Y ESPACIOS PÚBLICOS;216;HORTALEZA;8;MANTENIMIENTO URBANO;2;VÍAS PÚBLICAS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;200.000,00;200.000,00;200.000,00;0;0;0;0;0;0
4;SC Y CE FINANC. CON RTG;1;216;15322;61910;2019/004088;2019/004088;IFS-BARRIO DE CANILLAS. RENOVACIÓN PAVIMENTOS VÍAS Y ESPACIOS PÚBLICOS;216;HORTALEZA;8;MANTENIMIENTO URBANO;2;VÍAS PÚBLICAS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;400.000,00;400.000,00;400.000,00;0;0;0;0;0;0
4;SC Y CE FINANC. CON RTG;1;216;15322;61910;2019/004089;2019/004089;IFS-BARRIO DE PALOMAS. RENOVACIÓN PAVIMENTOS VÍAS Y ESPACIOS PÚBLICOS;216;HORTALEZA;8;MANTENIMIENTO URBANO;2;VÍAS PÚBLICAS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;200.000,00;200.000,00;200.000,00;0;0;0;0;0;0
4;SC Y CE FINANC. CON RTG;1;216;15322;61910;2019/004090;2019/004090;IFS-BARRIO PINAR DEL REY. RENOVACIÓN PAVIMENTOS VÍAS Y ESPACIOS PÚBLICOS;216;HORTALEZA;8;MANTENIMIENTO URBANO;2;VÍAS PÚBLICAS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;400.000,00;400.000,00;400.000,00;0;0;0;0;0;0
4;SC Y CE FINANC. CON RTG;1;216;15322;61910;2019/004091;2019/004091;IFS-BARRIO DE LA PIOVERA. RENOVACIÓN PAVIMENTOS VÍAS Y ESPACIOS PÚBLICOS;216;HORTALEZA;8;MANTENIMIENTO URBANO;2;VÍAS PÚBLICAS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;200.000,00;200.000,00;200.000,00;0;0;0;0;0;0
4;SC Y CE FINANC. CON RTG;1;216;15322;61910;2019/004092;2019/004092;IFS-BARRIO DE VALDEFUENTES. RENOVACIÓN PAVIMENTOS VÍAS Y ESPACIOS PÚBLICOS;216;HORTALEZA;8;MANTENIMIENTO URBANO;2;VÍAS PÚBLICAS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;200.000,00;200.000,00;200.000,00;0;0;0;0;0;0
;;1;216;15322;62200;2018/008027;2018/008027;AREAS DE COMPOSTAJE COMUNITARIO DISTRITO DE HORTALEZA. CONSTRUCCIÓN (ID: 1037);216;HORTALEZA;9;MEDIO AMBIENTE;7;DESARROLLO MEDIO AMBIENTAL, SOSTENIBILIDAD;;;;;18;PRESUPUESTOS PARTICIPATIVOS;0;10.000,00;10.000,00;10.000,00;0;0;0;0;0;0
2;INCORPORACIONES REMANENTES VOLUNTARIAS;1;216;16210;63200;2018/006657;2018/006657;IFS-ÁREA DE COMPOSTAJE EN EL ANTIGUO COLEGIO CELIA VIÑAS. INSTALACIÓN;216;HORTALEZA;9;MEDIO AMBIENTE;7;DESARROLLO MEDIO AMBIENTAL, SOSTENIBILIDAD;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;6.054,65;6.054,65;0;0;6.054,65;6.054,65;6.054,65;0;6.054,65
2;INCORPORACIONES REMANENTES VOLUNTARIAS;1;216;16210;63200;2018/006658;2018/006658;IFS-ÁREA DE COMPOSTAJE EN EL CENTRO INTEGRADO SANTIAGO APOSTOL. INSTALACIÓN;216;HORTALEZA;9;MEDIO AMBIENTE;7;DESARROLLO MEDIO AMBIENTAL, SOSTENIBILIDAD;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;5.548,26;5.548,26;0;0;5.548,26;5.548,26;5.548,26;0;5.548,26
4;SC Y CE FINANC. CON RTG;1;216;17102;61920;2019/004098;2019/004098;IFS-PARQUE HUERTA DE LA SALUD. ELEMENTOS ORNAMENTALES FUENTE Y MEJORA SANEAMIENTO;216;HORTALEZA;9;MEDIO AMBIENTE;0;PARQUES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;200.000,00;200.000,00;200.000,00;0;0;0;0;0;0
2;INCORPORACIONES REMANENTES VOLUNTARIAS;1;216;17102;61921;2018/006659;2018/006659;IFS-PARQUE HUERTA DE LA SALUD. ACONDICIONAMIENTO Y MEJORA;216;HORTALEZA;9;MEDIO AMBIENTE;0;PARQUES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;199.999,10;199.999,10;0;0;199.999,10;199.999,10;199.948,90;0;199.948,90
2;INCORPORACIONES REMANENTES VOLUNTARIAS;1;216;23103;62300;2018/006655;2018/006655;IFS-DESFIBRILADORES EN CENTROS DE MAYORES Y SERVICIOS SOCIALES DE HORTALEZA. INSTALACION;216;HORTALEZA;3;PROTECCIÓN Y PROMOCIÓN SOCIAL;1;CENTROS DE MAYORES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;18.131,85;18.131,85;0;0;18.131,85;18.131,85;18.131,85;0;18.131,85
2;INCORPORACIONES REMANENTES VOLUNTARIAS;1;216;23103;63599;2018/006664;2018/006664;IFS-CENTRO DE SERVICIOS SOCIALES CONCEPCIÓN ARENAL. REPOSICIÓN DE MOBILIARIO  Y ENSERES;216;HORTALEZA;3;PROTECCIÓN Y PROMOCIÓN SOCIAL;2;CENTROS DE SERVICIOS SOCIALES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;33.747,95;33.747,95;0;0;33.747,95;30.996,72;27.291,39;0;17.520,64
2;INCORPORACIONES REMANENTES VOLUNTARIAS;1;216;23103;63599;2018/006665;2018/006665;IFS-CENTRO DE DÍA CONCEPCIÓN ARENAL. REPOSICIÓN DE MOBILIARIO  Y ENSERES;216;HORTALEZA;3;PROTECCIÓN Y PROMOCIÓN SOCIAL;0;CENTROS DE DÍA Y RESIDENCIAS DE MAYORES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;3.349,28;3.349,28;0;0;3.349,28;2.788,58;1.550,01;0;1.550,01
2;INCORPORACIONES REMANENTES VOLUNTARIAS;1;216;23103;63599;2018/006666;2018/006666;IFS-CENTRO DE SERVICIOS SOCIALES EL QUEROL. REPOSICIÓN DE MOBILIARIO  Y ENSERES;216;HORTALEZA;3;PROTECCIÓN Y PROMOCIÓN SOCIAL;2;CENTROS DE SERVICIOS SOCIALES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;1.183,38;1.183,38;0;0;1.183,38;820,38;244,42;0;121
2;INCORPORACIONES REMANENTES VOLUNTARIAS;1;216;23103;63599;2018/006667;2018/006667;IFS-CENTRO DE DIA EL QUEROL. REPOSICIÓN DE MOBILIARIO  Y ENSERES;216;HORTALEZA;3;PROTECCIÓN Y PROMOCIÓN SOCIAL;0;CENTROS DE DÍA Y RESIDENCIAS DE MAYORES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;8.148,14;8.148,14;0;0;8.148,14;4.177,59;1.614,14;0;1.379,40
2;INCORPORACIONES REMANENTES VOLUNTARIAS;1;216;23103;63599;2018/006668;2018/006668;IFS-CENTRO DE MAYORES HUERTA DE LA SALUD. REPOSICIÓN DE MOBILIARIO  Y ENSERES;216;HORTALEZA;3;PROTECCIÓN Y PROMOCIÓN SOCIAL;1;CENTROS DE MAYORES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;10.807,46;10.807,46;0;0;10.807,46;9.649,77;9.087,10;0;9.087,10
2;INCORPORACIONES REMANENTES VOLUNTARIAS;1;216;23103;63599;2018/006669;2018/006669;IFS-CENTRO DE MAYORES BUCARAMANGA. REPOSICIÓN DE MOBILIARIO  Y ENSERES;216;HORTALEZA;3;PROTECCIÓN Y PROMOCIÓN SOCIAL;1;CENTROS DE MAYORES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;3.151,66;3.151,66;0;0;3.151,66;1.180,84;604,88;0;604,88
2;INCORPORACIONES REMANENTES VOLUNTARIAS;1;216;23103;63599;2018/006670;2018/006670;IFS-CENTRO DE MAYORES EL HENAR. REPOSICIÓN DE MOBILIARIO  Y ENSERES;216;HORTALEZA;3;PROTECCIÓN Y PROMOCIÓN SOCIAL;1;CENTROS DE MAYORES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;8.311,22;8.311,22;0;0;8.311,22;4.671,75;1.176,12;0;895,4
2;INCORPORACIONES REMANENTES VOLUNTARIAS;1;216;23103;63599;2018/006671;2018/006671;IFS-CENTRO DE MAYORES LA MERCED. REPOSICIÓN DE MOBILIARIO  Y ENSERES;216;HORTALEZA;3;PROTECCIÓN Y PROMOCIÓN SOCIAL;1;CENTROS DE MAYORES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;11.619,54;11.619,54;0;0;11.619,54;7.420,08;3.345,56;0;3.345,56
2;INCORPORACIONES REMANENTES VOLUNTARIAS;1;216;23103;63599;2018/006672;2018/006672;IFS-CENTRO DE MAYORES PINAR DEL REY. REPOSICIÓN DE MOBILIARIO  Y ENSERES;216;HORTALEZA;3;PROTECCIÓN Y PROMOCIÓN SOCIAL;1;CENTROS DE MAYORES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;7.433,03;7.433,03;0;0;7.433,03;6.707,03;6.131,07;0;0
2;INCORPORACIONES REMANENTES VOLUNTARIAS;1;216;23103;63599;2018/006673;2018/006673;IFS-CENTRO DE MAYORES SAN BENITO. REPOSICIÓN DE MOBILIARIO  Y ENSERES;216;HORTALEZA;3;PROTECCIÓN Y PROMOCIÓN SOCIAL;1;CENTROS DE MAYORES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;9.506,97;9.506,97;0;0;9.506,97;4.832,66;0;0;0
2;INCORPORACIONES REMANENTES VOLUNTARIAS;1;216;23103;63599;2018/006674;2018/006674;IFS-CENTRO DE MAYORES EL CARMEN. REPOSICIÓN DE MOBILIARIO  Y ENSERES;216;HORTALEZA;3;PROTECCIÓN Y PROMOCIÓN SOCIAL;1;CENTROS DE MAYORES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;5.247,77;5.247,77;0;0;5.247,77;2.924,11;688,49;0;453,75
4;SC Y CE FINANC. CON RTG;1;216;23103;63599;2019/004094;2019/004094;IFS-CENTRO DE MAYORES HUERTA DE LA SALUD. MOBILIARIO Y ENSERES COCINA Y CAFETERÍA;216;HORTALEZA;3;PROTECCIÓN Y PROMOCIÓN SOCIAL;1;CENTROS DE MAYORES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;20.000,00;20.000,00;2.574,79;0;17.425,21;17.425,21;0;0;0
;;1;216;23106;62301;2019/000325;2019/000325;CENTRO SERVICIOS SOCIALES HORTALEZA. SISTEMA ALARMA ANTI-INTRUSIÓN;216;HORTALEZA;3;PROTECCIÓN Y PROMOCIÓN SOCIAL;2;CENTROS DE SERVICIOS SOCIALES;;;;;;;8.000,00;-8.000,00;0;0;0;0;0;0;0;0
;;1;216;32301;63200;2019/000581;2019/000581;ESCUELA INFANTIL DOÑA FRANCISQUITA. ADECUACIÓN SALA DE CALDERAS;216;HORTALEZA;5;EDUCACIÓN;1;ESCUELAS INFANTILES;;;;;;;0;17.301,19;17.301,19;14,61;0;17.286,58;17.286,58;17.286,58;0;0
;;1;216;32301;63200;2019/000582;2019/000582;ESCUELA INFANTIL LA GRAN VÍA. ADECUACIÓN SALA DE CALDERAS;216;HORTALEZA;5;EDUCACIÓN;1;ESCUELAS INFANTILES;;;;;;;0;3.206,68;3.206,68;2,71;0;3.203,97;3.203,97;3.203,97;0;0
2;INCORPORACIONES REMANENTES VOLUNTARIAS;1;216;33303;62300;2018/006654;2018/006654;IFS-DESFIBRILADORES EXTERIORES EN CENTROS CULTURALES DISTRITO DE HORTALEZA . INSTALACION;216;HORTALEZA;10;CULTURA;3;CENTROS CULTURALES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;18.148,79;18.148,79;0;0;18.148,79;18.148,79;18.148,79;0;18.148,79
2;INCORPORACIONES REMANENTES VOLUNTARIAS;1;216;33303;62599;2018/006660;2018/006660;IFS-CENTRO CULTURAL FEDERICO CHUECA. MOBILIARIO Y ENSERES;216;HORTALEZA;10;CULTURA;3;CENTROS CULTURALES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;751,35;751,35;0;0;751,35;751,35;751,35;0;751,35
2;INCORPORACIONES REMANENTES VOLUNTARIAS;1;216;33303;62599;2018/006661;2018/006661;IFS-CENTRO CULTURAL CARRIL DEL CONDE. MOBILIARIO Y ENSERES;216;HORTALEZA;10;CULTURA;3;CENTROS CULTURALES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;9.617,87;9.617,87;0;0;9.617,87;4.811,73;105;0;105
2;INCORPORACIONES REMANENTES VOLUNTARIAS;1;216;33303;62599;2018/006662;2018/006662;IFS-SALA DE ESTUDIOS MOTILLA DEL PALANCAR. MOBILIARIO  Y ENSERES;216;HORTALEZA;10;CULTURA;0;BIBLIOTECAS Y PATRIMONIO BIBLIOGRÁFICO;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;1.062,79;1.062,79;0;0;1.062,79;1.062,79;1.062,79;0;1.062,79
2;INCORPORACIONES REMANENTES VOLUNTARIAS;1;216;33303;62599;2018/006675;2018/006675;IFS-EQUIPO DE SONIDO, LUCES Y ESCENARIO PARA EVENTOS EN EL DISTRITO DE HORTALEZA;216;HORTALEZA;10;CULTURA;5;PROMOCIÓN DE LA CULTURA;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;40.032,68;40.032,68;0;0;40.032,68;17.883,04;17.883,04;0;17.883,04
2;INCORPORACIONES REMANENTES VOLUNTARIAS;1;216;33303;63599;2018/006660;2018/006660;IFS-CENTRO CULTURAL FEDERICO CHUECA. MOBILIARIO Y ENSERES;216;HORTALEZA;10;CULTURA;3;CENTROS CULTURALES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;3.951,66;3.951,66;0;0;3.951,66;1.731,07;0;0;0
2;INCORPORACIONES REMANENTES VOLUNTARIAS;1;216;33303;63599;2018/006661;2018/006661;IFS-CENTRO CULTURAL CARRIL DEL CONDE. MOBILIARIO Y ENSERES;216;HORTALEZA;10;CULTURA;3;CENTROS CULTURALES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;424,98;424,98;0;0;424,98;424,98;137;0;137
2;INCORPORACIONES REMANENTES VOLUNTARIAS;1;216;33303;63599;2018/006663;2018/006663;IFS-CENTRO CULTURAL HORTALEZA. REPOSICIÓN DE MOBILIARIO  Y ENSERES;216;HORTALEZA;10;CULTURA;3;CENTROS CULTURALES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;55.132,22;55.132,22;0;0;55.132,22;24.949,90;21.337,60;0;2.178,00
4;SC Y CE FINANC. CON RTG;1;216;33303;63599;2019/004093;2019/004093;IFS-CENTRO CULTURAL CARRIL DEL CONDE. MOBILIARIO SALA DE ESTUDIO;216;HORTALEZA;10;CULTURA;3;CENTROS CULTURALES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;90.000,00;90.000,00;90.000,00;0;0;0;0;0;0
4;SC Y CE FINANC. CON RTG;1;216;33303;63599;2019/004095;2019/004095;IFS-CENTRO CULTURAL HORTALEZA. MOBILIARIO SALA DE ESTUDIO;216;HORTALEZA;10;CULTURA;3;CENTROS CULTURALES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;20.000,00;20.000,00;6.035,39;0;13.964,61;13.964,61;0;0;0
4;SC Y CE FINANC. CON RTG;1;216;33303;63599;2019/004096;2019/004096;IFS-EQUIPAMIENTO SALA DE ESTUDIO MOTILLA DEL PALANCAR;216;HORTALEZA;10;CULTURA;0;BIBLIOTECAS Y PATRIMONIO BIBLIOGRÁFICO;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;25.000,00;25.000,00;25.000,00;0;0;0;0;0;0
2;INCORPORACIONES REMANENTES VOLUNTARIAS;1;216;34201;62300;2018/006656;2018/006656;IFS-DESFIBRILADORES EXTERIORES EN CENTRO DEPORTIVO LUIS ARAGONÉS. INSTALACION;216;HORTALEZA;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;1;POLIDEPORTIVOS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;3.626,37;3.626,37;0;0;3.626,37;3.626,37;3.626,37;0;3.626,37
;;1;216;34201;63200;2019/000250;2019/000250;OBRAS DE CONSERVACIÓN INSTALACIONES DEPORTIVAS DISTRITO DE HORTALEZA;216;HORTALEZA;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;1;POLIDEPORTIVOS;;;;;;;243.000,00;-115.742,44;127.257,56;127.257,56;0;0;0;0;0;0
;;1;216;34201;63200;2019/000250;2019/010250;CENTRO DEPORTIVO HORTALEZA. OBRAS DE ADECUACIÓN CAFETERÍA PISCINA DE VERANO;216;HORTALEZA;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;1;POLIDEPORTIVOS;;;;;;;0;47.673,36;47.673,36;0;0;47.673,36;47.673,36;47.671,88;0;0
;;1;216;34201;63200;2019/000250;2019/020250;CENTRO DEPORTIVO LUIS ARAGONÉS. OBRAS DE ADECUACIÓN CAFETERÍA PISCINA DE VERANO;216;HORTALEZA;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;1;POLIDEPORTIVOS;;;;;;;0;47.561,21;47.561,21;0;0;47.561,21;47.561,21;47.397,72;0;0
;;1;216;93302;63200;2018/000359;2018/000359;OBRAS DE CONSERVACIÓN EDIFICIOS DISTRITO DE HORTALEZA;216;HORTALEZA;0;INVERSIONES DE CARÁCTER GENERAL;3;EDIFICIOS PARA EL USO GENERAL;;;;;;;0;9.498,37;9.498,37;9.498,37;0;0;0;0;0;0
;;1;216;93302;63200;2019/000251;2019/000251;OBRAS DE CONSERVACIÓN EDIFICIOS DISTRITO DE HORTALEZA;216;HORTALEZA;0;INVERSIONES DE CARÁCTER GENERAL;3;EDIFICIOS PARA EL USO GENERAL;;;;;;;243.000,00;-154.099,70;88.900,30;88.900,30;0;0;0;0;0;0
;;1;216;93302;63200;2019/000251;2019/010251;CENTRO DE MAYORES BUCARAMANGA. ADECUACIÓN ACOMETIDAS ELÉCTRICA Y DE AGUA;216;HORTALEZA;3;PROTECCIÓN Y PROMOCIÓN SOCIAL;1;CENTROS DE MAYORES;;;;;;;0;48.000,00;48.000,00;0;0;48.000,00;48.000,00;48.000,00;0;0
;;1;216;93302;63200;2019/000251;2019/020251;CENTRO CULTURAL CARRIL DEL CONDE. ADECUACIÓN SALIDA DE EMERGENCIA;216;HORTALEZA;10;CULTURA;3;CENTROS CULTURALES;;;;;;;0;48.250,00;48.250,00;0;0;48.250,00;48.250,00;48.250,00;0;0
;;1;216;93302;63200;2019/000251;2019/030251;BIBLIOTECA PÚBLICA HUERTA DE LA SALUD. ADECUACIÓN INSTALACIONES Y CUBIERTA;216;HORTALEZA;10;CULTURA;0;BIBLIOTECAS Y PATRIMONIO BIBLIOGRÁFICO;;;;;;;0;48.351,33;48.351,33;0;0;48.351,33;48.351,33;48.351,33;0;0
2;INCORPORACIONES REMANENTES VOLUNTARIAS;1;216;93302;63200;2018/001097;2018/001097;CENTRO INTEGRADO SANTIAGO APOSTOL. OBRAS DE ACONDICIONAMIENTO;216;HORTALEZA;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;4;CENTROS POLIVALENTES;;;;;;;0;126.728,29;126.728,29;126.728,29;0;0;0;0;0;0
2;INCORPORACIONES REMANENTES VOLUNTARIAS;1;216;93303;63200;2018/005776;2018/005776;IFS-DEPORTIVO BÁSICO LUIS BUITRAGO. ADAPTACIÓN ROCÓDROMO;216;HORTALEZA;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;2;PISTAS DEPORTIVAS ELEMENTALES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;92.567,75;92.567,75;0;0;92.567,75;92.567,75;83.062,86;0;83.062,86
2;INCORPORACIONES REMANENTES VOLUNTARIAS;1;216;93303;63200;2018/005777;2018/005777;IFS-CENTRO DEPORTIVO LUIS ARAGONÉS. ADAPTACIÓN ROCÓDROMO;216;HORTALEZA;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;1;POLIDEPORTIVOS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;124.999,99;124.999,99;0;0;124.999,99;124.999,99;123.911,36;0;123.911,36
2;INCORPORACIONES REMANENTES VOLUNTARIAS;1;216;93303;63200;2018/005778;2018/005778;IFS-DEPORTIVO BÁSICO EL PEDERNOSO-PARQUE DE VILLA ROSA. ADECUACIÓN ACOMETIDA ELÉCTRICA Y OTRAS;216;HORTALEZA;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;2;PISTAS DEPORTIVAS ELEMENTALES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;49.139,57;49.139,57;0;0;49.139,57;49.139,57;49.099,76;0;49.099,76
2;INCORPORACIONES REMANENTES VOLUNTARIAS;1;216;93303;63200;2018/005783;2018/005783;IFS-CENTRO DEPORTIVO HORTALEZA. ACONDICIONAMIENTO CUBIERTA EN PISTA DE PADEL;216;HORTALEZA;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;1;POLIDEPORTIVOS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;127.226,32;127.226,32;0;0;127.226,32;127.226,32;127.223,10;0;127.223,10
2;INCORPORACIONES REMANENTES VOLUNTARIAS;1;216;93303;63200;2018/005784;2018/005784;IFS-CENTRO DEPORTIVO LUIS ARAGONÉS. ACONDICIONAMIENTO CUBIERTA EN PISTA DE PADEL;216;HORTALEZA;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;1;POLIDEPORTIVOS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;138.993,40;138.993,40;0;0;138.993,40;138.993,40;138.924,76;0;138.924,76
