CCAA,CovidStatusID,FECHA,PCR+,TestAc+,Hospitalizados,UCI,Fallecidos
EX,EX_2020-05-03T00:00Z,2020-05-03T00:00:00Z,5,5,1618,108,460
EX,EX_2020-05-04T00:00Z,2020-05-04T00:00:00Z,3,3,1629,108,462
EX,EX_2020-05-05T00:00Z,2020-05-05T00:00:00Z,13,5,1650,108,463
EX,EX_2020-05-06T00:00Z,2020-05-06T00:00:00Z,12,50,1664,108,467
EX,EX_2020-05-07T00:00Z,2020-05-07T00:00:00Z,23,22,1678,109,472
EX,EX_2020-05-08T00:00Z,2020-05-08T00:00:00Z,7,26,1695,109,477
EX,EX_2020-05-09T00:00Z,2020-05-09T00:00:00Z,5,12,1711,109,480
EX,EX_2020-05-10T00:00Z,2020-05-10T00:00:00Z,6,10,1725,109,483
EX,EX_2020-05-11T00:00Z,2020-05-11T00:00:00Z,1,0,1737,109,487
EX,EX_2020-05-12T00:00Z,2020-05-12T00:00:00Z,2,0,1754,109,489
EX,EX_2020-05-13T00:00Z,2020-05-13T00:00:00Z,4,0,1761,109,492
EX,EX_2020-05-14T00:00Z,2020-05-14T00:00:00Z,8,0,1772,109,494
EX,EX_2020-05-15T00:00Z,2020-05-15T00:00:00Z,11,0,1772,109,497
EX,EX_2020-05-16T00:00Z,2020-05-16T00:00:00Z,3,0,1775,110,500
EX,EX_2020-05-17T00:00Z,2020-05-17T00:00:00Z,1,0,1775,110,500
EX,EX_2020-05-18T00:00Z,2020-05-18T00:00:00Z,90,0,1779,110,504
EX,EX_2020-05-19T00:00Z,2020-05-19T00:00:00Z,2,0,1780,110,504
EX,EX_2020-05-20T00:00Z,2020-05-20T00:00:00Z,2,0,1780,110,505
GA,GA_2020-02-20T00:00Z,2020-02-20T00:00:00Z,0,0,0,0,0
GA,GA_2020-02-21T00:00Z,2020-02-21T00:00:00Z,0,0,0,0,0
GA,GA_2020-02-22T00:00Z,2020-02-22T00:00:00Z,0,0,0,0,0
GA,GA_2020-02-23T00:00Z,2020-02-23T00:00:00Z,0,0,0,0,0
GA,GA_2020-02-24T00:00Z,2020-02-24T00:00:00Z,0,0,0,0,0
GA,GA_2020-02-25T00:00Z,2020-02-25T00:00:00Z,0,0,0,0,0
GA,GA_2020-02-26T00:00Z,2020-02-26T00:00:00Z,0,0,0,0,0
GA,GA_2020-02-27T00:00Z,2020-02-27T00:00:00Z,0,0,0,0,0
GA,GA_2020-02-28T00:00Z,2020-02-28T00:00:00Z,0,0,0,0,0
GA,GA_2020-02-29T00:00Z,2020-02-29T00:00:00Z,0,0,0,0,0
GA,GA_2020-03-01T00:00Z,2020-03-01T00:00:00Z,0,0,0,0,0
GA,GA_2020-03-02T00:00Z,2020-03-02T00:00:00Z,0,0,0,0,0
GA,GA_2020-03-03T00:00Z,2020-03-03T00:00:00Z,1,0,0,0,0
GA,GA_2020-03-04T00:00Z,2020-03-04T00:00:00Z,0,0,0,0,0
GA,GA_2020-03-05T00:00Z,2020-03-05T00:00:00Z,2,0,0,0,0
GA,GA_2020-03-06T00:00Z,2020-03-06T00:00:00Z,0,0,0,0,0
GA,GA_2020-03-07T00:00Z,2020-03-07T00:00:00Z,2,0,0,0,0
GA,GA_2020-03-08T00:00Z,2020-03-08T00:00:00Z,1,0,0,2,0
GA,GA_2020-03-09T00:00Z,2020-03-09T00:00:00Z,16,0,0,2,0
GA,GA_2020-03-10T00:00Z,2020-03-10T00:00:00Z,13,0,7,2,0
GA,GA_2020-03-11T00:00Z,2020-03-11T00:00:00Z,0,0,7,2,0
GA,GA_2020-03-12T00:00Z,2020-03-12T00:00:00Z,50,0,15,6,0
GA,GA_2020-03-13T00:00Z,2020-03-13T00:00:00Z,30,0,32,6,0
GA,GA_2020-03-14T00:00Z,2020-03-14T00:00:00Z,80,0,32,6,2
GA,GA_2020-03-15T00:00Z,2020-03-15T00:00:00Z,50,0,49,8,2
GA,GA_2020-03-16T00:00Z,2020-03-16T00:00:00Z,47,0,49,12,3
GA,GA_2020-03-17T00:00Z,2020-03-17T00:00:00Z,49,0,63,17,3
GA,GA_2020-03-18T00:00Z,2020-03-18T00:00:00Z,112,0,100,24,4
GA,GA_2020-03-19T00:00Z,2020-03-19T00:00:00Z,125,0,138,34,5
GA,GA_2020-03-20T00:00Z,2020-03-20T00:00:00Z,161,0,168,40,9
GA,GA_2020-03-21T00:00Z,2020-03-21T00:00:00Z,176,0,227,50,12
GA,GA_2020-03-22T00:00Z,2020-03-22T00:00:00Z,293,0,270,62,18
GA,GA_2020-03-23T00:00Z,2020-03-23T00:00:00Z,207,0,338,78,20
GA,GA_2020-03-24T00:00Z,2020-03-24T00:00:00Z,238,0,412,100,27
GA,GA_2020-03-25T00:00Z,2020-03-25T00:00:00Z,262,0,503,107,32
GA,GA_2020-03-26T00:00Z,2020-03-26T00:00:00Z,407,0,557,122,43
GA,GA_2020-03-27T00:00Z,2020-03-27T00:00:00Z,450,0,906,141,47
GA,GA_2020-03-28T00:00Z,2020-03-28T00:00:00Z,367,0,1043,159,60
GA,GA_2020-03-29T00:00Z,2020-03-29T00:00:00Z,584,0,1147,176,66
GA,GA_2020-03-30T00:00Z,2020-03-30T00:00:00Z,316,0,1250,189,84
GA,GA_2020-03-31T00:00Z,2020-03-31T00:00:00Z,393,0,1338,203,103
GA,GA_2020-04-01T00:00Z,2020-04-01T00:00:00Z,410,0,1447,212,120
GA,GA_2020-04-02T00:00Z,2020-04-02T00:00:00Z,377,0,1630,219,138
GA,GA_2020-04-03T00:00Z,2020-04-03T00:00:00Z,406,0,1767,229,159
GA,GA_2020-04-04T00:00Z,2020-04-04T00:00:00Z,319,0,1831,237,174
GA,GA_2020-04-05T00:00Z,2020-04-05T00:00:00Z,207,0,1916,245,190
GA,GA_2020-04-06T00:00Z,2020-04-06T00:00:00Z,180,0,1968,253,204
GA,GA_2020-04-07T00:00Z,2020-04-07T00:00:00Z,207,0,2014,256,213
GA,GA_2020-04-08T00:00Z,2020-04-08T00:00:00Z,220,0,2094,260,231
GA,GA_2020-04-09T00:00Z,2020-04-09T00:00:00Z,188,0,2165,263,243
GA,GA_2020-04-10T00:00Z,2020-04-10T00:00:00Z,230,0,2215,264,261
GA,GA_2020-04-11T00:00Z,2020-04-11T00:00:00Z,160,0,2306,267,274
GA,GA_2020-04-12T00:00Z,2020-04-12T00:00:00Z,158,0,2344,275,284
GA,GA_2020-04-13T00:00Z,2020-04-13T00:00:00Z,103,0,2403,280,290
GA,GA_2020-04-14T00:00Z,2020-04-14T00:00:00Z,111,0,2471,282,299
GA,GA_2020-04-15T00:00Z,2020-04-15T00:00:00Z,165,0,2494,282,310
GA,GA_2020-04-16T00:00Z,2020-04-16T00:00:00Z,140,0,2535,290,320
GA,GA_2020-04-17T00:00Z,2020-04-17T00:00:00Z,71,0,2554,291,334
GA,GA_2020-04-18T00:00Z,2020-04-18T00:00:00Z,101,0,2590,294,346
GA,GA_2020-04-19T00:00Z,2020-04-19T00:00:00Z,114,0,2609,296,352
GA,GA_2020-04-20T00:00Z,2020-04-20T00:00:00Z,169,0,2652,296,360
GA,GA_2020-04-21T00:00Z,2020-04-21T00:00:00Z,166,0,2674,297,368
GA,GA_2020-04-22T00:00Z,2020-04-22T00:00:00Z,171,0,2694,298,375
GA,GA_2020-04-23T00:00Z,2020-04-23T00:00:00Z,127,0,2707,301,382
GA,GA_2020-04-24T00:00Z,2020-04-24T00:00:00Z,184,0,2717,302,388
GA,GA_2020-04-25T00:00Z,2020-04-25T00:00:00Z,60,0,2724,303,394
GA,GA_2020-04-26T00:00Z,2020-04-26T00:00:00Z,62,0,2728,304,405
GA,GA_2020-04-27T00:00Z,2020-04-27T00:00:00Z,90,0,2734,305,412
GA,GA_2020-04-28T00:00Z,2020-04-28T00:00:00Z,-635,791,2736,308,551
GA,GA_2020-04-29T00:00Z,2020-04-29T00:00:00Z,38,57,2747,310,551
GA,GA_2020-04-30T00:00Z,2020-04-30T00:00:00Z,38,0,2759,313,558
GA,GA_2020-05-01T00:00Z,2020-05-01T00:00:00Z,35,0,2769,313,563
GA,GA_2020-05-02T00:00Z,2020-05-02T00:00:00Z,33,0,2774,315,569
GA,GA_2020-05-03T00:00Z,2020-05-03T00:00:00Z,22,0,2782,315,575
GA,GA_2020-05-04T00:00Z,2020-05-04T00:00:00Z,22,54,2792,317,579
GA,GA_2020-05-05T00:00Z,2020-05-05T00:00:00Z,20,193,2811,319,588
GA,GA_2020-05-06T00:00Z,2020-05-06T00:00:00Z,18,63,2833,320,591
GA,GA_2020-05-07T00:00Z,2020-05-07T00:00:00Z,33,111,2852,321,592
GA,GA_2020-05-08T00:00Z,2020-05-08T00:00:00Z,12,89,2876,323,595
GA,GA_2020-05-09T00:00Z,2020-05-09T00:00:00Z,17,31,2886,325,596
GA,GA_2020-05-10T00:00Z,2020-05-10T00:00:00Z,18,0,2902,326,597
GA,GA_2020-05-11T00:00Z,2020-05-11T00:00:00Z,4,57,2905,326,598
GA,GA_2020-05-12T00:00Z,2020-05-12T00:00:00Z,11,35,2909,327,599
GA,GA_2020-05-13T00:00Z,2020-05-13T00:00:00Z,16,34,2915,327,603
GA,GA_2020-05-14T00:00Z,2020-05-14T00:00:00Z,6,54,2921,332,603
GA,GA_2020-05-15T00:00Z,2020-05-15T00:00:00Z,5,324,2923,332,604
GA,GA_2020-05-16T00:00Z,2020-05-16T00:00:00Z,10,16,2926,332,606
GA,GA_2020-05-17T00:00Z,2020-05-17T00:00:00Z,5,17,2934,332,607
GA,GA_2020-05-18T00:00Z,2020-05-18T00:00:00Z,2,40,2935,332,607
GA,GA_2020-05-19T00:00Z,2020-05-19T00:00:00Z,9,48,2939,334,607
GA,GA_2020-05-20T00:00Z,2020-05-20T00:00:00Z,10,12,2943,334,608
IB,IB_2020-02-20T00:00Z,2020-02-20T00:00:00Z,1,0,0,0,0
IB,IB_2020-02-21T00:00Z,2020-02-21T00:00:00Z,0,0,0,0,0
IB,IB_2020-02-22T00:00Z,2020-02-22T00:00:00Z,0,0,0,0,0
IB,IB_2020-02-23T00:00Z,2020-02-23T00:00:00Z,0,0,0,0,0
IB,IB_2020-02-24T00:00Z,2020-02-24T00:00:00Z,0,0,0,0,0
IB,IB_2020-02-25T00:00Z,2020-02-25T00:00:00Z,0,0,0,0,0
IB,IB_2020-02-26T00:00Z,2020-02-26T00:00:00Z,0,0,0,0,0
IB,IB_2020-02-27T00:00Z,2020-02-27T00:00:00Z,0,0,0,0,0
IB,IB_2020-02-28T00:00Z,2020-02-28T00:00:00Z,1,0,0,0,0
IB,IB_2020-02-29T00:00Z,2020-02-29T00:00:00Z,0,0,0,0,0
IB,IB_2020-03-01T00:00Z,2020-03-01T00:00:00Z,0,0,0,0,0
IB,IB_2020-03-02T00:00Z,2020-03-02T00:00:00Z,0,0,0,0,0
IB,IB_2020-03-03T00:00Z,2020-03-03T00:00:00Z,3,0,0,0,0
IB,IB_2020-03-04T00:00Z,2020-03-04T00:00:00Z,1,0,0,0,0
IB,IB_2020-03-05T00:00Z,2020-03-05T00:00:00Z,0,0,0,0,0
IB,IB_2020-03-06T00:00Z,2020-03-06T00:00:00Z,0,0,0,0,0
IB,IB_2020-03-07T00:00Z,2020-03-07T00:00:00Z,2,0,0,0,0
IB,IB_2020-03-08T00:00Z,2020-03-08T00:00:00Z,3,0,0,1,0
IB,IB_2020-03-09T00:00Z,2020-03-09T00:00:00Z,2,0,0,1,0
IB,IB_2020-03-10T00:00Z,2020-03-10T00:00:00Z,3,0,8,1,0
IB,IB_2020-03-11T00:00Z,2020-03-11T00:00:00Z,6,0,8,2,1
IB,IB_2020-03-12T00:00Z,2020-03-12T00:00:00Z,6,0,8,2,1
IB,IB_2020-03-13T00:00Z,2020-03-13T00:00:00Z,0,0,8,2,1
IB,IB_2020-03-14T00:00Z,2020-03-14T00:00:00Z,14,0,8,2,1
IB,IB_2020-03-15T00:00Z,2020-03-15T00:00:00Z,31,0,21,4,1
IB,IB_2020-03-16T00:00Z,2020-03-16T00:00:00Z,19,0,26,4,1
IB,IB_2020-03-17T00:00Z,2020-03-17T00:00:00Z,20,0,29,4,1
IB,IB_2020-03-18T00:00Z,2020-03-18T00:00:00Z,57,0,31,7,2
IB,IB_2020-03-19T00:00Z,2020-03-19T00:00:00Z,34,0,48,10,2
IB,IB_2020-03-20T00:00Z,2020-03-20T00:00:00Z,43,0,60,14,4
IB,IB_2020-03-21T00:00Z,2020-03-21T00:00:00Z,85,0,79,14,4
IB,IB_2020-03-22T00:00Z,2020-03-22T00:00:00Z,69,0,87,27,10
IB,IB_2020-03-23T00:00Z,2020-03-23T00:00:00Z,78,0,127,35,10
IB,IB_2020-03-24T00:00Z,2020-03-24T00:00:00Z,84,0,164,40,13
IB,IB_2020-03-25T00:00Z,2020-03-25T00:00:00Z,98,0,205,43,17
IB,IB_2020-03-26T00:00Z,2020-03-26T00:00:00Z,95,0,237,46,22
IB,IB_2020-03-27T00:00Z,2020-03-27T00:00:00Z,107,0,283,59,26
IB,IB_2020-03-28T00:00Z,2020-03-28T00:00:00Z,96,0,344,71,29
IB,IB_2020-03-29T00:00Z,2020-03-29T00:00:00Z,42,0,352,80,37
IB,IB_2020-03-30T00:00Z,2020-03-30T00:00:00Z,69,0,398,85,42
IB,IB_2020-03-31T00:00Z,2020-03-31T00:00:00Z,62,0,467,94,46
IB,IB_2020-04-01T00:00Z,2020-04-01T00:00:00Z,73,0,516,104,58
IB,IB_2020-04-02T00:00Z,2020-04-02T00:00:00Z,53,0,586,111,69
IB,IB_2020-04-03T00:00Z,2020-04-03T00:00:00Z,14,0,633,113,71
IB,IB_2020-04-04T00:00Z,2020-04-04T00:00:00Z,22,0,663,119,75
IB,IB_2020-04-05T00:00Z,2020-04-05T00:00:00Z,27,0,681,120,81
IB,IB_2020-04-06T00:00Z,2020-04-06T00:00:00Z,49,0,703,123,84
IB,IB_2020-04-07T00:00Z,2020-04-07T00:00:00Z,43,0,729,128,89
IB,IB_2020-04-08T00:00Z,2020-04-08T00:00:00Z,36,0,749,131,89
IB,IB_2020-04-09T00:00Z,2020-04-09T00:00:00Z,40,0,775,135,97
IB,IB_2020-04-10T00:00Z,2020-04-10T00:00:00Z,19,0,776,136,102
IB,IB_2020-04-11T00:00Z,2020-04-11T00:00:00Z,27,0,803,141,112
IB,IB_2020-04-12T00:00Z,2020-04-12T00:00:00Z,16,0,809,142,117
IB,IB_2020-04-13T00:00Z,2020-04-13T00:00:00Z,21,0,824,144,118
IB,IB_2020-04-14T00:00Z,2020-04-14T00:00:00Z,34,0,854,147,125
IB,IB_2020-04-15T00:00Z,2020-04-15T00:00:00Z,31,0,869,150,131
IB,IB_2020-04-16T00:00Z,2020-04-16T00:00:00Z,31,0,902,150,134
IB,IB_2020-04-17T00:00Z,2020-04-17T00:00:00Z,56,24,934,155,148
IB,IB_2020-04-18T00:00Z,2020-04-18T00:00:00Z,16,9,952,158,155
IB,IB_2020-04-19T00:00Z,2020-04-19T00:00:00Z,9,6,960,159,157
IB,IB_2020-04-20T00:00Z,2020-04-20T00:00:00Z,18,2,983,159,161
IB,IB_2020-04-21T00:00Z,2020-04-21T00:00:00Z,20,7,1001,163,164
IB,IB_2020-04-22T00:00Z,2020-04-22T00:00:00Z,19,6,1018,162,168
IB,IB_2020-04-23T00:00Z,2020-04-23T00:00:00Z,14,3,1036,162,172
IB,IB_2020-04-24T00:00Z,2020-04-24T00:00:00Z,26,3,1053,162,174
IB,IB_2020-04-25T00:00Z,2020-04-25T00:00:00Z,7,3,1057,162,175
IB,IB_2020-04-26T00:00Z,2020-04-26T00:00:00Z,5,0,1057,162,179
IB,IB_2020-04-27T00:00Z,2020-04-27T00:00:00Z,11,7,1069,162,181
IB,IB_2020-04-28T00:00Z,2020-04-28T00:00:00Z,9,1,1074,162,185
IB,IB_2020-04-29T00:00Z,2020-04-29T00:00:00Z,4,1,1077,163,188
IB,IB_2020-04-30T00:00Z,2020-04-30T00:00:00Z,11,4,1085,163,193
IB,IB_2020-05-01T00:00Z,2020-05-01T00:00:00Z,6,6,1089,163,197
IB,IB_2020-05-02T00:00Z,2020-05-02T00:00:00Z,6,0,1094,163,197
IB,IB_2020-05-03T00:00Z,2020-05-03T00:00:00Z,0,1,1097,163,197
IB,IB_2020-05-04T00:00Z,2020-05-04T00:00:00Z,2,4,1105,164,198
IB,IB_2020-05-05T00:00Z,2020-05-05T00:00:00Z,11,5,1117,164,199
IB,IB_2020-05-06T00:00Z,2020-05-06T00:00:00Z,8,2,1121,164,201
IB,IB_2020-05-07T00:00Z,2020-05-07T00:00:00Z,6,0,1121,164,202
IB,IB_2020-05-08T00:00Z,2020-05-08T00:00:00Z,9,4,1121,165,207
IB,IB_2020-05-09T00:00Z,2020-05-09T00:00:00Z,6,7,1121,165,209
IB,IB_2020-05-10T00:00Z,2020-05-10T00:00:00Z,3,0,1121,165,209
IB,IB_2020-05-11T00:00Z,2020-05-11T00:00:00Z,0,0,1122,166,210
IB,IB_2020-05-12T00:00Z,2020-05-12T00:00:00Z,4,1,1127,168,215
IB,IB_2020-05-13T00:00Z,2020-05-13T00:00:00Z,1,0,1127,168,216
IB,IB_2020-05-14T00:00Z,2020-05-14T00:00:00Z,9,0,1132,168,216
IB,IB_2020-05-15T00:00Z,2020-05-15T00:00:00Z,17,-1,1132,168,216
IB,IB_2020-05-16T00:00Z,2020-05-16T00:00:00Z,9,0,1134,168,218
IB,IB_2020-05-17T00:00Z,2020-05-17T00:00:00Z,2,0,1134,168,218
IB,IB_2020-05-18T00:00Z,2020-05-18T00:00:00Z,12,1,1137,168,219
IB,IB_2020-05-19T00:00Z,2020-05-19T00:00:00Z,13,0,1142,168,221
IB,IB_2020-05-20T00:00Z,2020-05-20T00:00:00Z,8,1,1144,169,221
MC,MC_2020-02-20T00:00Z,2020-02-20T00:00:00Z,0,0,0,0,0
MC,MC_2020-02-21T00:00Z,2020-02-21T00:00:00Z,0,0,0,0,0
MC,MC_2020-02-22T00:00Z,2020-02-22T00:00:00Z,0,0,0,0,0
MC,MC_2020-02-23T00:00Z,2020-02-23T00:00:00Z,0,0,0,0,0
MC,MC_2020-02-24T00:00Z,2020-02-24T00:00:00Z,0,0,0,0,0
MC,MC_2020-02-25T00:00Z,2020-02-25T00:00:00Z,0,0,0,0,0
MC,MC_2020-02-26T00:00Z,2020-02-26T00:00:00Z,0,0,0,0,0
MC,MC_2020-02-27T00:00Z,2020-02-27T00:00:00Z,0,0,0,0,0
MC,MC_2020-02-28T00:00Z,2020-02-28T00:00:00Z,0,0,0,0,0
MC,MC_2020-02-29T00:00Z,2020-02-29T00:00:00Z,0,0,0,0,0
MC,MC_2020-03-01T00:00Z,2020-03-01T00:00:00Z,0,0,0,0,0
MC,MC_2020-03-02T00:00Z,2020-03-02T00:00:00Z,0,0,0,0,0
MC,MC_2020-03-03T00:00Z,2020-03-03T00:00:00Z,0,0,0,0,0
MC,MC_2020-03-04T00:00Z,2020-03-04T00:00:00Z,0,0,0,0,0
MC,MC_2020-03-05T00:00Z,2020-03-05T00:00:00Z,0,0,0,0,0
MC,MC_2020-03-06T00:00Z,2020-03-06T00:00:00Z,0,0,0,0,0
MC,MC_2020-03-07T00:00Z,2020-03-07T00:00:00Z,1,0,0,0,0
MC,MC_2020-03-08T00:00Z,2020-03-08T00:00:00Z,3,0,0,0,0
MC,MC_2020-03-09T00:00Z,2020-03-09T00:00:00Z,5,0,0,0,0
MC,MC_2020-03-10T00:00Z,2020-03-10T00:00:00Z,2,0,5,0,0
MC,MC_2020-03-11T00:00Z,2020-03-11T00:00:00Z,15,0,5,1,0
MC,MC_2020-03-12T00:00Z,2020-03-12T00:00:00Z,9,0,8,2,0
MC,MC_2020-03-13T00:00Z,2020-03-13T00:00:00Z,12,0,8,2,0
MC,MC_2020-03-14T00:00Z,2020-03-14T00:00:00Z,24,0,13,2,0
MC,MC_2020-03-15T00:00Z,2020-03-15T00:00:00Z,6,0,13,2,0
MC,MC_2020-03-16T00:00Z,2020-03-16T00:00:00Z,20,0,18,3,0
MC,MC_2020-03-17T00:00Z,2020-03-17T00:00:00Z,25,0,22,4,0
MC,MC_2020-03-18T00:00Z,2020-03-18T00:00:00Z,45,0,36,6,0
MC,MC_2020-03-19T00:00Z,2020-03-19T00:00:00Z,37,0,47,11,0
MC,MC_2020-03-20T00:00Z,2020-03-20T00:00:00Z,36,0,61,14,1
MC,MC_2020-03-21T00:00Z,2020-03-21T00:00:00Z,56,0,78,16,1
MC,MC_2020-03-22T00:00Z,2020-03-22T00:00:00Z,49,0,80,23,2
MC,MC_2020-03-23T00:00Z,2020-03-23T00:00:00Z,40,0,99,26,3
MC,MC_2020-03-24T00:00Z,2020-03-24T00:00:00Z,92,0,127,33,5
MC,MC_2020-03-25T00:00Z,2020-03-25T00:00:00Z,119,0,172,36,8
MC,MC_2020-03-26T00:00Z,2020-03-26T00:00:00Z,118,0,209,53,15
MC,MC_2020-03-27T00:00Z,2020-03-27T00:00:00Z,88,0,231,58,17
MC,MC_2020-03-28T00:00Z,2020-03-28T00:00:00Z,70,0,260,58,20
MC,MC_2020-03-29T00:00Z,2020-03-29T00:00:00Z,67,0,265,58,25
MC,MC_2020-03-30T00:00Z,2020-03-30T00:00:00Z,35,0,283,59,34
MC,MC_2020-03-31T00:00Z,2020-03-31T00:00:00Z,67,0,304,59,37
MC,MC_2020-04-01T00:00Z,2020-04-01T00:00:00Z,43,0,389,68,42
MC,MC_2020-04-02T00:00Z,2020-04-02T00:00:00Z,61,0,405,72,46
MC,MC_2020-04-03T00:00Z,2020-04-03T00:00:00Z,43,0,434,79,51
MC,MC_2020-04-04T00:00Z,2020-04-04T00:00:00Z,47,0,447,80,59
MC,MC_2020-04-05T00:00Z,2020-04-05T00:00:00Z,24,0,468,81,68
MC,MC_2020-04-06T00:00Z,2020-04-06T00:00:00Z,0,4,500,84,78
MC,MC_2020-04-07T00:00Z,2020-04-07T00:00:00Z,38,4,515,86,85
MC,MC_2020-04-08T00:00Z,2020-04-08T00:00:00Z,25,10,533,87,88
MC,MC_2020-04-09T00:00Z,2020-04-09T00:00:00Z,16,11,533,88,90
MC,MC_2020-04-10T00:00Z,2020-04-10T00:00:00Z,33,4,533,88,94
MC,MC_2020-04-11T00:00Z,2020-04-11T00:00:00Z,9,23,537,91,97
MC,MC_2020-04-12T00:00Z,2020-04-12T00:00:00Z,7,9,543,94,101
MC,MC_2020-04-13T00:00Z,2020-04-13T00:00:00Z,6,21,566,96,106
MC,MC_2020-04-14T00:00Z,2020-04-14T00:00:00Z,7,42,574,97,109
MC,MC_2020-04-15T00:00Z,2020-04-15T00:00:00Z,16,46,575,97,111
MC,MC_2020-04-16T00:00Z,2020-04-16T00:00:00Z,8,28,585,99,112
MC,MC_2020-04-17T00:00Z,2020-04-17T00:00:00Z,6,15,611,102,115
MC,MC_2020-04-18T00:00Z,2020-04-18T00:00:00Z,8,-2,612,102,116
MC,MC_2020-04-19T00:00Z,2020-04-19T00:00:00Z,2,4,612,103,117
MC,MC_2020-04-20T00:00Z,2020-04-20T00:00:00Z,5,32,614,104,120
MC,MC_2020-04-21T00:00Z,2020-04-21T00:00:00Z,10,11,622,104,123
MC,MC_2020-04-22T00:00Z,2020-04-22T00:00:00Z,5,-1,624,104,124
MC,MC_2020-04-23T00:00Z,2020-04-23T00:00:00Z,8,12,625,105,125
MC,MC_2020-04-24T00:00Z,2020-04-24T00:00:00Z,0,15,625,105,126
MC,MC_2020-04-25T00:00Z,2020-04-25T00:00:00Z,6,9,627,106,127
MC,MC_2020-04-26T00:00Z,2020-04-26T00:00:00Z,0,0,627,106,128
MC,MC_2020-04-27T00:00Z,2020-04-27T00:00:00Z,1,21,629,106,130
MC,MC_2020-04-28T00:00Z,2020-04-28T00:00:00Z,5,42,635,106,130
MC,MC_2020-04-29T00:00Z,2020-04-29T00:00:00Z,6,48,637,108,130
MC,MC_2020-04-30T00:00Z,2020-04-30T00:00:00Z,2,64,638,109,132
MC,MC_2020-05-01T00:00Z,2020-05-01T00:00:00Z,3,3,639,110,132
MC,MC_2020-05-02T00:00Z,2020-05-02T00:00:00Z,1,7,641,110,134
MC,MC_2020-05-03T00:00Z,2020-05-03T00:00:00Z,0,0,645,110,134
MC,MC_2020-05-04T00:00Z,2020-05-04T00:00:00Z,4,73,650,111,136
MC,MC_2020-05-05T00:00Z,2020-05-05T00:00:00Z,2,80,650,111,136
MC,MC_2020-05-06T00:00Z,2020-05-06T00:00:00Z,3,56,652,111,137
MC,MC_2020-05-07T00:00Z,2020-05-07T00:00:00Z,3,57,659,112,137
MC,MC_2020-05-08T00:00Z,2020-05-08T00:00:00Z,2,9,662,112,138
MC,MC_2020-05-09T00:00Z,2020-05-09T00:00:00Z,2,64,662,112,139
MC,MC_2020-05-10T00:00Z,2020-05-10T00:00:00Z,9,-6,665,112,139
MC,MC_2020-05-11T00:00Z,2020-05-11T00:00:00Z,0,1,665,112,139
MC,MC_2020-05-12T00:00Z,2020-05-12T00:00:00Z,8,57,666,112,142
MC,MC_2020-05-13T00:00Z,2020-05-13T00:00:00Z,7,32,672,112,142
MC,MC_2020-05-14T00:00Z,2020-05-14T00:00:00Z,2,38,675,112,143
MC,MC_2020-05-15T00:00Z,2020-05-15T00:00:00Z,8,61,676,112,144
MC,MC_2020-05-16T00:00Z,2020-05-16T00:00:00Z,9,11,676,112,144
MC,MC_2020-05-17T00:00Z,2020-05-17T00:00:00Z,5,24,678,112,145
MC,MC_2020-05-18T00:00Z,2020-05-18T00:00:00Z,2,0,679,112,145
MC,MC_2020-05-19T00:00Z,2020-05-19T00:00:00Z,2,0,679,112,148
MC,MC_2020-05-20T00:00Z,2020-05-20T00:00:00Z,10,0,680,112,149
MD,MD_2020-02-20T00:00Z,2020-02-20T00:00:00Z,1,0,0,0,0
MD,MD_2020-02-21T00:00Z,2020-02-21T00:00:00Z,0,0,0,0,0
MD,MD_2020-02-22T00:00Z,2020-02-22T00:00:00Z,0,0,0,0,0
MD,MD_2020-02-23T00:00Z,2020-02-23T00:00:00Z,0,0,0,0,0
MD,MD_2020-02-24T00:00Z,2020-02-24T00:00:00Z,0,0,0,0,0
MD,MD_2020-02-25T00:00Z,2020-02-25T00:00:00Z,1,0,0,0,0
MD,MD_2020-02-26T00:00Z,2020-02-26T00:00:00Z,4,0,0,0,0
MD,MD_2020-02-27T00:00Z,2020-02-27T00:00:00Z,4,0,0,0,0
MD,MD_2020-02-28T00:00Z,2020-02-28T00:00:00Z,10,0,0,0,0
MD,MD_2020-02-29T00:00Z,2020-02-29T00:00:00Z,7,0,0,0,0
MD,MD_2020-03-01T00:00Z,2020-03-01T00:00:00Z,26,0,0,0,0
MD,MD_2020-03-02T00:00Z,2020-03-02T00:00:00Z,43,0,0,0,0
MD,MD_2020-03-03T00:00Z,2020-03-03T00:00:00Z,46,0,0,0,0
MD,MD_2020-03-04T00:00Z,2020-03-04T00:00:00Z,57,0,0,0,0
MD,MD_2020-03-05T00:00Z,2020-03-05T00:00:00Z,112,0,0,0,0
MD,MD_2020-03-06T00:00Z,2020-03-06T00:00:00Z,204,0,0,0,0
MD,MD_2020-03-07T00:00Z,2020-03-07T00:00:00Z,223,0,0,0,0
MD,MD_2020-03-08T00:00Z,2020-03-08T00:00:00Z,265,0,0,61,16
MD,MD_2020-03-09T00:00Z,2020-03-09T00:00:00Z,505,0,0,120,21
MD,MD_2020-03-10T00:00Z,2020-03-10T00:00:00Z,705,0,571,184,31
MD,MD_2020-03-11T00:00Z,2020-03-11T00:00:00Z,730,0,868,238,56
MD,MD_2020-03-12T00:00Z,2020-03-12T00:00:00Z,789,0,1290,307,81
MD,MD_2020-03-13T00:00Z,2020-03-13T00:00:00Z,940,0,1699,370,86
