CCAA,CovidStatusID,FECHA,PCR+,TestAc+,Hospitalizados,UCI,Fallecidos
MD,MD_2020-03-14T00:00Z,2020-03-14T00:00:00Z,904,0,2207,469,213
MD,MD_2020-03-15T00:00Z,2020-03-15T00:00:00Z,816,0,2747,566,213
MD,MD_2020-03-16T00:00Z,2020-03-16T00:00:00Z,1261,0,3314,702,355
MD,MD_2020-03-17T00:00Z,2020-03-17T00:00:00Z,1948,0,3934,850,390
MD,MD_2020-03-18T00:00Z,2020-03-18T00:00:00Z,1755,0,4874,1011,498
MD,MD_2020-03-19T00:00Z,2020-03-19T00:00:00Z,2043,0,6189,1196,628
MD,MD_2020-03-20T00:00Z,2020-03-20T00:00:00Z,2323,0,7535,1401,804
MD,MD_2020-03-21T00:00Z,2020-03-21T00:00:00Z,1675,0,9063,1532,1021
MD,MD_2020-03-22T00:00Z,2020-03-22T00:00:00Z,1503,0,10771,1664,1263
MD,MD_2020-03-23T00:00Z,2020-03-23T00:00:00Z,2669,0,12053,1813,1535
MD,MD_2020-03-24T00:00Z,2020-03-24T00:00:00Z,2906,0,13297,1962,1825
MD,MD_2020-03-25T00:00Z,2020-03-25T00:00:00Z,2947,0,15024,2117,2090
MD,MD_2020-03-26T00:00Z,2020-03-26T00:00:00Z,3374,0,17093,2272,2412
MD,MD_2020-03-27T00:00Z,2020-03-27T00:00:00Z,2366,0,19098,2369,2757
MD,MD_2020-03-28T00:00Z,2020-03-28T00:00:00Z,1027,0,21311,2423,3082
MD,MD_2020-03-29T00:00Z,2020-03-29T00:00:00Z,872,0,23125,2464,3392
MD,MD_2020-03-30T00:00Z,2020-03-30T00:00:00Z,2546,0,23913,2554,3603
MD,MD_2020-03-31T00:00Z,2020-03-31T00:00:00Z,1802,0,24553,2627,3865
MD,MD_2020-04-01T00:00Z,2020-04-01T00:00:00Z,1790,0,26112,2694,4175
MD,MD_2020-04-02T00:00Z,2020-04-02T00:00:00Z,1839,0,27325,2764,4483
MD,MD_2020-04-03T00:00Z,2020-04-03T00:00:00Z,1741,0,28420,2821,4723
MD,MD_2020-04-04T00:00Z,2020-04-04T00:00:00Z,892,0,29542,2854,4941
MD,MD_2020-04-05T00:00Z,2020-04-05T00:00:00Z,526,0,30490,2879,5136
MD,MD_2020-04-06T00:00Z,2020-04-06T00:00:00Z,1566,0,31109,2958,5371
MD,MD_2020-04-07T00:00Z,2020-04-07T00:00:00Z,1397,0,31554,3002,5586
MD,MD_2020-04-08T00:00Z,2020-04-08T00:00:00Z,1420,0,32487,3038,5800
MD,MD_2020-04-09T00:00Z,2020-04-09T00:00:00Z,955,0,33278,3061,5972
MD,MD_2020-04-10T00:00Z,2020-04-10T00:00:00Z,865,0,33986,3091,6084
MD,MD_2020-04-11T00:00Z,2020-04-11T00:00:00Z,544,0,34545,3105,6278
MD,MD_2020-04-12T00:00Z,2020-04-12T00:00:00Z,341,0,35053,3122,6423
MD,MD_2020-04-13T00:00Z,2020-04-13T00:00:00Z,1002,0,35400,3153,6568
MD,MD_2020-04-14T00:00Z,2020-04-14T00:00:00Z,1111,0,35688,3180,6724
MD,MD_2020-04-15T00:00Z,2020-04-15T00:00:00Z,906,0,36251,3203,6877
MD,MD_2020-04-16T00:00Z,2020-04-16T00:00:00Z,853,0,36851,3214,7007
MD,MD_2020-04-17T00:00Z,2020-04-17T00:00:00Z,821,0,37248,3228,7132
MD,MD_2020-04-18T00:00Z,2020-04-18T00:00:00Z,488,2475,37626,3238,7239
MD,MD_2020-04-19T00:00Z,2020-04-19T00:00:00Z,207,188,37970,3248,7351
MD,MD_2020-04-20T00:00Z,2020-04-20T00:00:00Z,627,9,38161,3278,7460
MD,MD_2020-04-21T00:00Z,2020-04-21T00:00:00Z,650,282,38328,3283,7577
MD,MD_2020-04-22T00:00Z,2020-04-22T00:00:00Z,707,439,38620,3288,7684
MD,MD_2020-04-23T00:00Z,2020-04-23T00:00:00Z,442,142,38837,3305,7765
MD,MD_2020-04-24T00:00Z,2020-04-24T00:00:00Z,520,156,39064,3307,7848
MD,MD_2020-04-25T00:00Z,2020-04-25T00:00:00Z,236,0,39217,3308,7922
MD,MD_2020-04-26T00:00Z,2020-04-26T00:00:00Z,130,331,39350,3309,7986
MD,MD_2020-04-27T00:00Z,2020-04-27T00:00:00Z,594,183,39423,3338,8048
MD,MD_2020-04-28T00:00Z,2020-04-28T00:00:00Z,500,176,39850,3355,8105
MD,MD_2020-04-29T00:00Z,2020-04-29T00:00:00Z,375,107,40076,3377,8176
MD,MD_2020-04-30T00:00Z,2020-04-30T00:00:00Z,293,121,40293,3392,8222
MD,MD_2020-05-01T00:00Z,2020-05-01T00:00:00Z,181,0,40457,3404,8292
MD,MD_2020-05-02T00:00Z,2020-05-02T00:00:00Z,117,0,40597,3421,8332
MD,MD_2020-05-03T00:00Z,2020-05-03T00:00:00Z,112,0,40741,3431,8376
MD,MD_2020-05-04T00:00Z,2020-05-04T00:00:00Z,332,80,40851,3442,8420
MD,MD_2020-05-05T00:00Z,2020-05-05T00:00:00Z,331,0,41031,3465,8466
MD,MD_2020-05-06T00:00Z,2020-05-06T00:00:00Z,273,103,41159,3485,8504
MD,MD_2020-05-07T00:00Z,2020-05-07T00:00:00Z,240,0,41304,3493,8552
MD,MD_2020-05-08T00:00Z,2020-05-08T00:00:00Z,222,60,41436,3508,8598
MD,MD_2020-05-09T00:00Z,2020-05-09T00:00:00Z,86,23,41559,3520,8644
MD,MD_2020-05-10T00:00Z,2020-05-10T00:00:00Z,52,2,41650,3529,8683
MD,MD_2020-05-11T00:00Z,2020-05-11T00:00:00Z,194,0,41735,3543,8720
MD,MD_2020-05-12T00:00Z,2020-05-12T00:00:00Z,219,81,41856,3555,8760
MD,MD_2020-05-13T00:00Z,2020-05-13T00:00:00Z,209,0,41962,3564,8779
MD,MD_2020-05-14T00:00Z,2020-05-14T00:00:00Z,208,135,42057,3574,8809
MD,MD_2020-05-15T00:00Z,2020-05-15T00:00:00Z,116,200,42157,3577,8826
MD,MD_2020-05-16T00:00Z,2020-05-16T00:00:00Z,24,0,42227,3584,8847
MD,MD_2020-05-17T00:00Z,2020-05-17T00:00:00Z,39,0,42283,3594,8863
MD,MD_2020-05-18T00:00Z,2020-05-18T00:00:00Z,126,0,42350,3600,8894
MD,MD_2020-05-19T00:00Z,2020-05-19T00:00:00Z,139,0,42422,3610,8912
MD,MD_2020-05-20T00:00Z,2020-05-20T00:00:00Z,82,0,42497,3617,8931
ML,ML_2020-02-20T00:00Z,2020-02-20T00:00:00Z,0,0,0,0,0
ML,ML_2020-02-21T00:00Z,2020-02-21T00:00:00Z,0,0,0,0,0
ML,ML_2020-02-22T00:00Z,2020-02-22T00:00:00Z,0,0,0,0,0
ML,ML_2020-02-23T00:00Z,2020-02-23T00:00:00Z,0,0,0,0,0
ML,ML_2020-02-24T00:00Z,2020-02-24T00:00:00Z,0,0,0,0,0
ML,ML_2020-02-25T00:00Z,2020-02-25T00:00:00Z,0,0,0,0,0
ML,ML_2020-02-26T00:00Z,2020-02-26T00:00:00Z,0,0,0,0,0
ML,ML_2020-02-27T00:00Z,2020-02-27T00:00:00Z,0,0,0,0,0
ML,ML_2020-02-28T00:00Z,2020-02-28T00:00:00Z,0,0,0,0,0
ML,ML_2020-02-29T00:00Z,2020-02-29T00:00:00Z,0,0,0,0,0
ML,ML_2020-03-01T00:00Z,2020-03-01T00:00:00Z,0,0,0,0,0
ML,ML_2020-03-02T00:00Z,2020-03-02T00:00:00Z,0,0,0,0,0
ML,ML_2020-03-03T00:00Z,2020-03-03T00:00:00Z,0,0,0,0,0
ML,ML_2020-03-04T00:00Z,2020-03-04T00:00:00Z,0,0,0,0,0
ML,ML_2020-03-05T00:00Z,2020-03-05T00:00:00Z,0,0,0,0,0
ML,ML_2020-03-06T00:00Z,2020-03-06T00:00:00Z,0,0,0,0,0
ML,ML_2020-03-07T00:00Z,2020-03-07T00:00:00Z,0,0,0,0,0
ML,ML_2020-03-08T00:00Z,2020-03-08T00:00:00Z,0,0,0,0,0
ML,ML_2020-03-09T00:00Z,2020-03-09T00:00:00Z,0,0,0,0,0
ML,ML_2020-03-10T00:00Z,2020-03-10T00:00:00Z,0,0,0,0,0
ML,ML_2020-03-11T00:00Z,2020-03-11T00:00:00Z,0,0,0,0,0
ML,ML_2020-03-12T00:00Z,2020-03-12T00:00:00Z,2,0,3,0,0
ML,ML_2020-03-13T00:00Z,2020-03-13T00:00:00Z,1,0,3,0,0
ML,ML_2020-03-14T00:00Z,2020-03-14T00:00:00Z,5,0,4,0,0
ML,ML_2020-03-15T00:00Z,2020-03-15T00:00:00Z,0,0,4,0,0
ML,ML_2020-03-16T00:00Z,2020-03-16T00:00:00Z,9,0,4,0,0
ML,ML_2020-03-17T00:00Z,2020-03-17T00:00:00Z,3,0,4,0,0
ML,ML_2020-03-18T00:00Z,2020-03-18T00:00:00Z,3,0,4,0,0
ML,ML_2020-03-19T00:00Z,2020-03-19T00:00:00Z,1,0,5,1,0
ML,ML_2020-03-20T00:00Z,2020-03-20T00:00:00Z,1,0,8,1,0
ML,ML_2020-03-21T00:00Z,2020-03-21T00:00:00Z,0,0,12,1,0
ML,ML_2020-03-22T00:00Z,2020-03-22T00:00:00Z,3,0,12,1,0
ML,ML_2020-03-23T00:00Z,2020-03-23T00:00:00Z,0,0,12,1,0
ML,ML_2020-03-24T00:00Z,2020-03-24T00:00:00Z,10,0,14,2,0
ML,ML_2020-03-25T00:00Z,2020-03-25T00:00:00Z,1,0,16,2,1
ML,ML_2020-03-26T00:00Z,2020-03-26T00:00:00Z,3,0,18,2,1
ML,ML_2020-03-27T00:00Z,2020-03-27T00:00:00Z,3,0,22,2,1
ML,ML_2020-03-28T00:00Z,2020-03-28T00:00:00Z,3,0,24,2,1
ML,ML_2020-03-29T00:00Z,2020-03-29T00:00:00Z,3,0,27,3,1
ML,ML_2020-03-30T00:00Z,2020-03-30T00:00:00Z,3,0,27,3,1
ML,ML_2020-03-31T00:00Z,2020-03-31T00:00:00Z,8,0,32,3,1
ML,ML_2020-04-01T00:00Z,2020-04-01T00:00:00Z,0,0,32,3,1
ML,ML_2020-04-02T00:00Z,2020-04-02T00:00:00Z,8,0,34,3,2
ML,ML_2020-04-03T00:00Z,2020-04-03T00:00:00Z,9,0,37,3,2
ML,ML_2020-04-04T00:00Z,2020-04-04T00:00:00Z,4,0,38,3,2
ML,ML_2020-04-05T00:00Z,2020-04-05T00:00:00Z,3,0,38,3,2
ML,ML_2020-04-06T00:00Z,2020-04-06T00:00:00Z,6,0,40,3,2
ML,ML_2020-04-07T00:00Z,2020-04-07T00:00:00Z,1,0,40,3,2
ML,ML_2020-04-08T00:00Z,2020-04-08T00:00:00Z,0,0,40,3,2
ML,ML_2020-04-09T00:00Z,2020-04-09T00:00:00Z,2,0,41,3,2
ML,ML_2020-04-10T00:00Z,2020-04-10T00:00:00Z,3,0,43,3,2
ML,ML_2020-04-11T00:00Z,2020-04-11T00:00:00Z,0,0,43,3,2
ML,ML_2020-04-12T00:00Z,2020-04-12T00:00:00Z,3,0,43,3,2
ML,ML_2020-04-13T00:00Z,2020-04-13T00:00:00Z,0,0,43,3,2
ML,ML_2020-04-14T00:00Z,2020-04-14T00:00:00Z,1,0,43,3,2
ML,ML_2020-04-15T00:00Z,2020-04-15T00:00:00Z,1,0,43,3,2
ML,ML_2020-04-16T00:00Z,2020-04-16T00:00:00Z,1,0,44,3,2
ML,ML_2020-04-17T00:00Z,2020-04-17T00:00:00Z,0,0,44,3,2
ML,ML_2020-04-18T00:00Z,2020-04-18T00:00:00Z,0,3,44,3,2
ML,ML_2020-04-19T00:00Z,2020-04-19T00:00:00Z,0,2,44,3,2
ML,ML_2020-04-20T00:00Z,2020-04-20T00:00:00Z,1,0,44,3,2
ML,ML_2020-04-21T00:00Z,2020-04-21T00:00:00Z,0,1,44,3,2
ML,ML_2020-04-22T00:00Z,2020-04-22T00:00:00Z,1,1,44,3,2
ML,ML_2020-04-23T00:00Z,2020-04-23T00:00:00Z,1,2,44,3,2
ML,ML_2020-04-24T00:00Z,2020-04-24T00:00:00Z,1,1,44,3,2
ML,ML_2020-04-25T00:00Z,2020-04-25T00:00:00Z,2,1,44,3,2
ML,ML_2020-04-26T00:00Z,2020-04-26T00:00:00Z,0,0,44,3,2
ML,ML_2020-04-27T00:00Z,2020-04-27T00:00:00Z,4,0,44,3,2
ML,ML_2020-04-28T00:00Z,2020-04-28T00:00:00Z,0,0,44,3,2
ML,ML_2020-04-29T00:00Z,2020-04-29T00:00:00Z,0,0,44,3,2
ML,ML_2020-04-30T00:00Z,2020-04-30T00:00:00Z,1,0,44,3,2
ML,ML_2020-05-01T00:00Z,2020-05-01T00:00:00Z,0,0,44,3,2
ML,ML_2020-05-02T00:00Z,2020-05-02T00:00:00Z,2,1,44,3,2
ML,ML_2020-05-03T00:00Z,2020-05-03T00:00:00Z,2,0,44,3,2
ML,ML_2020-05-04T00:00Z,2020-05-04T00:00:00Z,0,0,44,3,2
ML,ML_2020-05-05T00:00Z,2020-05-05T00:00:00Z,0,0,44,3,2
ML,ML_2020-05-06T00:00Z,2020-05-06T00:00:00Z,0,1,44,3,2
ML,ML_2020-05-07T00:00Z,2020-05-07T00:00:00Z,0,0,44,3,2
ML,ML_2020-05-08T00:00Z,2020-05-08T00:00:00Z,0,0,44,3,2
ML,ML_2020-05-09T00:00Z,2020-05-09T00:00:00Z,0,0,44,3,2
ML,ML_2020-05-10T00:00Z,2020-05-10T00:00:00Z,0,0,44,3,2
ML,ML_2020-05-11T00:00Z,2020-05-11T00:00:00Z,0,0,44,3,2
ML,ML_2020-05-12T00:00Z,2020-05-12T00:00:00Z,0,0,44,3,2
ML,ML_2020-05-13T00:00Z,2020-05-13T00:00:00Z,0,0,44,3,2
ML,ML_2020-05-14T00:00Z,2020-05-14T00:00:00Z,0,0,44,3,2
ML,ML_2020-05-15T00:00Z,2020-05-15T00:00:00Z,0,0,44,3,2
ML,ML_2020-05-16T00:00Z,2020-05-16T00:00:00Z,2,0,44,3,2
ML,ML_2020-05-17T00:00Z,2020-05-17T00:00:00Z,0,0,44,3,2
ML,ML_2020-05-18T00:00Z,2020-05-18T00:00:00Z,0,0,44,3,2
ML,ML_2020-05-19T00:00Z,2020-05-19T00:00:00Z,0,0,44,3,2
ML,ML_2020-05-20T00:00Z,2020-05-20T00:00:00Z,0,0,44,3,2
NC,NC_2020-02-20T00:00Z,2020-02-20T00:00:00Z,0,0,0,0,0
NC,NC_2020-02-21T00:00Z,2020-02-21T00:00:00Z,0,0,0,0,0
NC,NC_2020-02-22T00:00Z,2020-02-22T00:00:00Z,0,0,0,0,0
NC,NC_2020-02-23T00:00Z,2020-02-23T00:00:00Z,0,0,0,0,0
NC,NC_2020-02-24T00:00Z,2020-02-24T00:00:00Z,0,0,0,0,0
NC,NC_2020-02-25T00:00Z,2020-02-25T00:00:00Z,0,0,0,0,0
NC,NC_2020-02-26T00:00Z,2020-02-26T00:00:00Z,0,0,0,0,0
NC,NC_2020-02-27T00:00Z,2020-02-27T00:00:00Z,0,0,0,0,0
NC,NC_2020-02-28T00:00Z,2020-02-28T00:00:00Z,0,0,0,0,0
NC,NC_2020-02-29T00:00Z,2020-02-29T00:00:00Z,1,0,0,0,0
NC,NC_2020-03-01T00:00Z,2020-03-01T00:00:00Z,0,0,0,0,0
NC,NC_2020-03-02T00:00Z,2020-03-02T00:00:00Z,0,0,0,0,0
NC,NC_2020-03-03T00:00Z,2020-03-03T00:00:00Z,2,0,0,0,0
NC,NC_2020-03-04T00:00Z,2020-03-04T00:00:00Z,0,0,0,0,0
NC,NC_2020-03-05T00:00Z,2020-03-05T00:00:00Z,0,0,0,0,0
NC,NC_2020-03-06T00:00Z,2020-03-06T00:00:00Z,0,0,0,0,0
NC,NC_2020-03-07T00:00Z,2020-03-07T00:00:00Z,0,0,0,0,0
NC,NC_2020-03-08T00:00Z,2020-03-08T00:00:00Z,0,0,0,1,0
NC,NC_2020-03-09T00:00Z,2020-03-09T00:00:00Z,9,0,0,2,0
NC,NC_2020-03-10T00:00Z,2020-03-10T00:00:00Z,34,0,10,3,0
NC,NC_2020-03-11T00:00Z,2020-03-11T00:00:00Z,27,0,17,3,0
NC,NC_2020-03-12T00:00Z,2020-03-12T00:00:00Z,57,0,28,4,0
NC,NC_2020-03-13T00:00Z,2020-03-13T00:00:00Z,16,0,28,4,0
NC,NC_2020-03-14T00:00Z,2020-03-14T00:00:00Z,37,0,34,4,0
NC,NC_2020-03-15T00:00Z,2020-03-15T00:00:00Z,91,0,58,5,1
NC,NC_2020-03-16T00:00Z,2020-03-16T00:00:00Z,39,0,72,10,2
NC,NC_2020-03-17T00:00Z,2020-03-17T00:00:00Z,73,0,93,10,3
NC,NC_2020-03-18T00:00Z,2020-03-18T00:00:00Z,96,0,132,11,4
NC,NC_2020-03-19T00:00Z,2020-03-19T00:00:00Z,72,0,172,19,5
NC,NC_2020-03-20T00:00Z,2020-03-20T00:00:00Z,110,0,222,25,9
NC,NC_2020-03-21T00:00Z,2020-03-21T00:00:00Z,130,0,288,30,14
NC,NC_2020-03-22T00:00Z,2020-03-22T00:00:00Z,92,0,339,40,24
NC,NC_2020-03-23T00:00Z,2020-03-23T00:00:00Z,128,0,405,45,31
NC,NC_2020-03-24T00:00Z,2020-03-24T00:00:00Z,183,0,506,51,33
NC,NC_2020-03-25T00:00Z,2020-03-25T00:00:00Z,214,0,649,54,49
NC,NC_2020-03-26T00:00Z,2020-03-26T00:00:00Z,230,0,732,75,58
NC,NC_2020-03-27T00:00Z,2020-03-27T00:00:00Z,188,0,827,84,70
NC,NC_2020-03-28T00:00Z,2020-03-28T00:00:00Z,182,0,896,90,84
NC,NC_2020-03-29T00:00Z,2020-03-29T00:00:00Z,135,0,955,96,102
NC,NC_2020-03-30T00:00Z,2020-03-30T00:00:00Z,159,0,1035,99,113
NC,NC_2020-03-31T00:00Z,2020-03-31T00:00:00Z,192,0,1120,104,130
NC,NC_2020-04-01T00:00Z,2020-04-01T00:00:00Z,185,0,1181,108,141
NC,NC_2020-04-02T00:00Z,2020-04-02T00:00:00Z,154,0,1284,119,151
NC,NC_2020-04-03T00:00Z,2020-04-03T00:00:00Z,136,0,1341,120,171
NC,NC_2020-04-04T00:00Z,2020-04-04T00:00:00Z,101,0,1399,123,178
NC,NC_2020-04-05T00:00Z,2020-04-05T00:00:00Z,158,0,1432,124,187
NC,NC_2020-04-06T00:00Z,2020-04-06T00:00:00Z,124,0,1488,124,202
NC,NC_2020-04-07T00:00Z,2020-04-07T00:00:00Z,112,0,1526,124,206
NC,NC_2020-04-08T00:00Z,2020-04-08T00:00:00Z,108,0,1526,124,214
NC,NC_2020-04-09T00:00Z,2020-04-09T00:00:00Z,173,0,1620,124,218
NC,NC_2020-04-10T00:00Z,2020-04-10T00:00:00Z,69,0,1641,124,227
NC,NC_2020-04-11T00:00Z,2020-04-11T00:00:00Z,152,0,1663,124,232
NC,NC_2020-04-12T00:00Z,2020-04-12T00:00:00Z,123,0,1693,124,239
NC,NC_2020-04-13T00:00Z,2020-04-13T00:00:00Z,58,0,1705,124,249
NC,NC_2020-04-14T00:00Z,2020-04-14T00:00:00Z,96,0,1731,124,252
NC,NC_2020-04-15T00:00Z,2020-04-15T00:00:00Z,102,0,1752,124,261
NC,NC_2020-04-16T00:00Z,2020-04-16T00:00:00Z,85,0,1781,124,338
NC,NC_2020-04-17T00:00Z,2020-04-17T00:00:00Z,-84,230,1829,127,354
NC,NC_2020-04-18T00:00Z,2020-04-18T00:00:00Z,64,13,1843,127,369
NC,NC_2020-04-19T00:00Z,2020-04-19T00:00:00Z,36,43,1856,128,385
NC,NC_2020-04-20T00:00Z,2020-04-20T00:00:00Z,26,70,1877,128,397
NC,NC_2020-04-21T00:00Z,2020-04-21T00:00:00Z,56,71,1894,128,401
NC,NC_2020-04-22T00:00Z,2020-04-22T00:00:00Z,46,59,1907,129,409
NC,NC_2020-04-23T00:00Z,2020-04-23T00:00:00Z,4,113,1915,129,417
NC,NC_2020-04-24T00:00Z,2020-04-24T00:00:00Z,46,48,1937,129,429
NC,NC_2020-04-25T00:00Z,2020-04-25T00:00:00Z,85,93,1942,129,431
NC,NC_2020-04-26T00:00Z,2020-04-26T00:00:00Z,21,13,1942,130,432
NC,NC_2020-04-27T00:00Z,2020-04-27T00:00:00Z,26,118,1945,130,432
NC,NC_2020-04-28T00:00Z,2020-04-28T00:00:00Z,35,219,1951,130,448
NC,NC_2020-04-29T00:00Z,2020-04-29T00:00:00Z,21,235,1965,132,451
NC,NC_2020-04-30T00:00Z,2020-04-30T00:00:00Z,33,164,1977,132,458
NC,NC_2020-05-01T00:00Z,2020-05-01T00:00:00Z,40,34,1979,132,460
NC,NC_2020-05-02T00:00Z,2020-05-02T00:00:00Z,14,2,1986,133,462
NC,NC_2020-05-03T00:00Z,2020-05-03T00:00:00Z,16,4,1990,133,466
NC,NC_2020-05-04T00:00Z,2020-05-04T00:00:00Z,18,96,1995,134,471
NC,NC_2020-05-05T00:00Z,2020-05-05T00:00:00Z,30,179,2005,135,476
NC,NC_2020-05-06T00:00Z,2020-05-06T00:00:00Z,17,223,2015,135,480
NC,NC_2020-05-07T00:00Z,2020-05-07T00:00:00Z,23,194,2015,135,484
NC,NC_2020-05-08T00:00Z,2020-05-08T00:00:00Z,33,182,2021,135,487
NC,NC_2020-05-09T00:00Z,2020-05-09T00:00:00Z,13,0,2023,135,488
NC,NC_2020-05-10T00:00Z,2020-05-10T00:00:00Z,13,18,2029,135,490
NC,NC_2020-05-11T00:00Z,2020-05-11T00:00:00Z,16,135,2039,135,493
NC,NC_2020-05-12T00:00Z,2020-05-12T00:00:00Z,13,102,2042,135,494
NC,NC_2020-05-13T00:00Z,2020-05-13T00:00:00Z,11,128,2045,135,498
NC,NC_2020-05-14T00:00Z,2020-05-14T00:00:00Z,11,180,2045,136,500
NC,NC_2020-05-15T00:00Z,2020-05-15T00:00:00Z,21,132,2045,136,501
NC,NC_2020-05-16T00:00Z,2020-05-16T00:00:00Z,11,47,2045,136,503
NC,NC_2020-05-17T00:00Z,2020-05-17T00:00:00Z,30,12,2045,136,503
NC,NC_2020-05-18T00:00Z,2020-05-18T00:00:00Z,5,0,2045,136,503
NC,NC_2020-05-19T00:00Z,2020-05-19T00:00:00Z,9,0,2048,136,503
NC,NC_2020-05-20T00:00Z,2020-05-20T00:00:00Z,3,0,2048,136,506
PV,PV_2020-02-20T00:00Z,2020-02-20T00:00:00Z,0,0,0,0,0
PV,PV_2020-02-21T00:00Z,2020-02-21T00:00:00Z,0,0,0,0,0
PV,PV_2020-02-22T00:00Z,2020-02-22T00:00:00Z,0,0,0,0,0
PV,PV_2020-02-23T00:00Z,2020-02-23T00:00:00Z,0,0,0,0,0
PV,PV_2020-02-24T00:00Z,2020-02-24T00:00:00Z,0,0,0,0,0
PV,PV_2020-02-25T00:00Z,2020-02-25T00:00:00Z,0,0,0,0,0
PV,PV_2020-02-26T00:00Z,2020-02-26T00:00:00Z,0,0,0,0,0
PV,PV_2020-02-27T00:00Z,2020-02-27T00:00:00Z,0,0,0,0,0
PV,PV_2020-02-28T00:00Z,2020-02-28T00:00:00Z,2,0,0,0,0
PV,PV_2020-02-29T00:00Z,2020-02-29T00:00:00Z,1,0,0,0,0
PV,PV_2020-03-01T00:00Z,2020-03-01T00:00:00Z,6,0,0,0,0
PV,PV_2020-03-02T00:00Z,2020-03-02T00:00:00Z,4,0,0,0,0
PV,PV_2020-03-03T00:00Z,2020-03-03T00:00:00Z,4,0,0,0,0
PV,PV_2020-03-04T00:00Z,2020-03-04T00:00:00Z,0,0,0,0,0
PV,PV_2020-03-05T00:00Z,2020-03-05T00:00:00Z,28,0,0,0,0
PV,PV_2020-03-06T00:00Z,2020-03-06T00:00:00Z,0,0,0,0,0
PV,PV_2020-03-07T00:00Z,2020-03-07T00:00:00Z,25,0,0,0,0
PV,PV_2020-03-08T00:00Z,2020-03-08T00:00:00Z,79,0,0,5,6
PV,PV_2020-03-09T00:00Z,2020-03-09T00:00:00Z,46,0,0,5,6
PV,PV_2020-03-10T00:00Z,2020-03-10T00:00:00Z,30,0,102,15,6
PV,PV_2020-03-11T00:00Z,2020-03-11T00:00:00Z,121,0,146,18,11
PV,PV_2020-03-12T00:00Z,2020-03-12T00:00:00Z,71,0,179,20,14
PV,PV_2020-03-13T00:00Z,2020-03-13T00:00:00Z,104,0,179,22,14
PV,PV_2020-03-14T00:00Z,2020-03-14T00:00:00Z,109,0,262,29,23
PV,PV_2020-03-15T00:00Z,2020-03-15T00:00:00Z,0,0,262,29,23
PV,PV_2020-03-16T00:00Z,2020-03-16T00:00:00Z,135,0,309,33,36
PV,PV_2020-03-17T00:00Z,2020-03-17T00:00:00Z,208,0,353,37,40
PV,PV_2020-03-18T00:00Z,2020-03-18T00:00:00Z,217,0,455,44,53
PV,PV_2020-03-19T00:00Z,2020-03-19T00:00:00Z,275,0,550,53,71
PV,PV_2020-03-20T00:00Z,2020-03-20T00:00:00Z,260,0,654,71,85
PV,PV_2020-03-21T00:00Z,2020-03-21T00:00:00Z,372,0,988,81,97
PV,PV_2020-03-22T00:00Z,2020-03-22T00:00:00Z,324,0,1252,92,120
PV,PV_2020-03-23T00:00Z,2020-03-23T00:00:00Z,307,0,1425,106,133
PV,PV_2020-03-24T00:00Z,2020-03-24T00:00:00Z,543,0,1577,119,155
PV,PV_2020-03-25T00:00Z,2020-03-25T00:00:00Z,675,0,1907,137,180
PV,PV_2020-03-26T00:00Z,2020-03-26T00:00:00Z,655,0,2270,154,207
PV,PV_2020-03-27T00:00Z,2020-03-27T00:00:00Z,535,0,2612,176,241
PV,PV_2020-03-28T00:00Z,2020-03-28T00:00:00Z,604,0,3106,271,265
PV,PV_2020-03-29T00:00Z,2020-03-29T00:00:00Z,317,0,3427,293,297
PV,PV_2020-03-30T00:00Z,2020-03-30T00:00:00Z,263,0,3594,307,325
PV,PV_2020-03-31T00:00Z,2020-03-31T00:00:00Z,518,0,3806,324,369
PV,PV_2020-04-01T00:00Z,2020-04-01T00:00:00Z,479,0,4087,344,412
PV,PV_2020-04-02T00:00Z,2020-04-02T00:00:00Z,510,0,4283,363,444
PV,PV_2020-04-03T00:00Z,2020-04-03T00:00:00Z,360,0,4522,377,477
PV,PV_2020-04-04T00:00Z,2020-04-04T00:00:00Z,441,0,4666,404,515
PV,PV_2020-04-05T00:00Z,2020-04-05T00:00:00Z,182,0,4794,410,548
PV,PV_2020-04-06T00:00Z,2020-04-06T00:00:00Z,164,47,4856,417,586
PV,PV_2020-04-07T00:00Z,2020-04-07T00:00:00Z,418,13,4982,430,635
PV,PV_2020-04-08T00:00Z,2020-04-08T00:00:00Z,348,6,5130,433,689
PV,PV_2020-04-09T00:00Z,2020-04-09T00:00:00Z,252,45,5290,442,729
PV,PV_2020-04-10T00:00Z,2020-04-10T00:00:00Z,321,91,5402,453,765
PV,PV_2020-04-11T00:00Z,2020-04-11T00:00:00Z,201,56,5547,459,804
PV,PV_2020-04-12T00:00Z,2020-04-12T00:00:00Z,160,86,5622,464,831
PV,PV_2020-04-13T00:00Z,2020-04-13T00:00:00Z,171,37,5679,470,859
PV,PV_2020-04-14T00:00Z,2020-04-14T00:00:00Z,169,80,5750,471,902
PV,PV_2020-04-15T00:00Z,2020-04-15T00:00:00Z,189,126,5863,478,956
PV,PV_2020-04-16T00:00Z,2020-04-16T00:00:00Z,200,99,5939,484,992
PV,PV_2020-04-17T00:00Z,2020-04-17T00:00:00Z,150,116,6030,490,1020
PV,PV_2020-04-18T00:00Z,2020-04-18T00:00:00Z,178,36,6086,499,1062
PV,PV_2020-04-19T00:00Z,2020-04-19T00:00:00Z,58,1,6109,501,1081
