ccaa_iso,CovidStatusID,fecha,num_casos,num_casos_prueba_test_ac,num_casos_prueba_otras,num_casos_prueba_desconocida
AN,AN_2020-01-31T00:00Z,2020-01-31T00:00:00Z,0,0,0,0
AR,AR_2020-01-31T00:00Z,2020-01-31T00:00:00Z,0,0,0,0
AS,AS_2020-01-31T00:00Z,2020-01-31T00:00:00Z,0,0,0,0
CB,CB_2020-01-31T00:00Z,2020-01-31T00:00:00Z,0,0,0,0
CE,CE_2020-01-31T00:00Z,2020-01-31T00:00:00Z,0,0,0,0
CL,CL_2020-01-31T00:00Z,2020-01-31T00:00:00Z,0,0,0,0
CM,CM_2020-01-31T00:00Z,2020-01-31T00:00:00Z,0,0,0,0
CN,CN_2020-01-31T00:00Z,2020-01-31T00:00:00Z,0,0,0,0
CT,CT_2020-01-31T00:00Z,2020-01-31T00:00:00Z,1,0,0,0
EX,EX_2020-01-31T00:00Z,2020-01-31T00:00:00Z,0,0,0,0
GA,GA_2020-01-31T00:00Z,2020-01-31T00:00:00Z,0,0,0,0
IB,IB_2020-01-31T00:00Z,2020-01-31T00:00:00Z,0,0,0,0
MC,MC_2020-01-31T00:00Z,2020-01-31T00:00:00Z,0,0,0,0
MD,MD_2020-01-31T00:00Z,2020-01-31T00:00:00Z,4,0,0,0
ML,ML_2020-01-31T00:00Z,2020-01-31T00:00:00Z,0,0,0,0
NC,NC_2020-01-31T00:00Z,2020-01-31T00:00:00Z,0,0,0,0
PV,PV_2020-01-31T00:00Z,2020-01-31T00:00:00Z,0,0,0,0
RI,RI_2020-01-31T00:00Z,2020-01-31T00:00:00Z,0,0,0,0
VC,VC_2020-01-31T00:00Z,2020-01-31T00:00:00Z,4,1,0,0
AN,AN_2020-02-01T00:00Z,2020-02-01T00:00:00Z,2,0,0,0
AR,AR_2020-02-01T00:00Z,2020-02-01T00:00:00Z,0,0,0,0
AS,AS_2020-02-01T00:00Z,2020-02-01T00:00:00Z,0,0,0,0
CB,CB_2020-02-01T00:00Z,2020-02-01T00:00:00Z,0,0,0,0
CE,CE_2020-02-01T00:00Z,2020-02-01T00:00:00Z,0,0,0,0
CL,CL_2020-02-01T00:00Z,2020-02-01T00:00:00Z,0,0,0,0
CM,CM_2020-02-01T00:00Z,2020-02-01T00:00:00Z,0,0,0,0
CN,CN_2020-02-01T00:00Z,2020-02-01T00:00:00Z,0,0,0,0
CT,CT_2020-02-01T00:00Z,2020-02-01T00:00:00Z,8,0,0,2
EX,EX_2020-02-01T00:00Z,2020-02-01T00:00:00Z,0,0,0,0
GA,GA_2020-02-01T00:00Z,2020-02-01T00:00:00Z,1,0,0,0
IB,IB_2020-02-01T00:00Z,2020-02-01T00:00:00Z,0,0,0,0
MC,MC_2020-02-01T00:00Z,2020-02-01T00:00:00Z,0,0,0,0
MD,MD_2020-02-01T00:00Z,2020-02-01T00:00:00Z,8,0,0,0
ML,ML_2020-02-01T00:00Z,2020-02-01T00:00:00Z,0,0,0,0
NC,NC_2020-02-01T00:00Z,2020-02-01T00:00:00Z,0,0,0,0
PV,PV_2020-02-01T00:00Z,2020-02-01T00:00:00Z,0,0,0,0
RI,RI_2020-02-01T00:00Z,2020-02-01T00:00:00Z,0,0,0,0
VC,VC_2020-02-01T00:00Z,2020-02-01T00:00:00Z,1,0,0,0
AN,AN_2020-02-02T00:00Z,2020-02-02T00:00:00Z,2,1,0,0
AR,AR_2020-02-02T00:00Z,2020-02-02T00:00:00Z,0,0,0,0
AS,AS_2020-02-02T00:00Z,2020-02-02T00:00:00Z,0,0,0,0
CB,CB_2020-02-02T00:00Z,2020-02-02T00:00:00Z,0,0,0,0
CE,CE_2020-02-02T00:00Z,2020-02-02T00:00:00Z,0,0,0,0
CL,CL_2020-02-02T00:00Z,2020-02-02T00:00:00Z,1,0,0,0
CM,CM_2020-02-02T00:00Z,2020-02-02T00:00:00Z,0,0,0,0
CN,CN_2020-02-02T00:00Z,2020-02-02T00:00:00Z,1,0,0,1
CT,CT_2020-02-02T00:00Z,2020-02-02T00:00:00Z,3,0,0,1
EX,EX_2020-02-02T00:00Z,2020-02-02T00:00:00Z,2,2,0,0
GA,GA_2020-02-02T00:00Z,2020-02-02T00:00:00Z,1,0,0,0
IB,IB_2020-02-02T00:00Z,2020-02-02T00:00:00Z,0,0,0,0
MC,MC_2020-02-02T00:00Z,2020-02-02T00:00:00Z,0,0,0,0
MD,MD_2020-02-02T00:00Z,2020-02-02T00:00:00Z,7,0,0,0
ML,ML_2020-02-02T00:00Z,2020-02-02T00:00:00Z,0,0,0,0
NC,NC_2020-02-02T00:00Z,2020-02-02T00:00:00Z,0,0,0,0
PV,PV_2020-02-02T00:00Z,2020-02-02T00:00:00Z,0,0,0,0
RI,RI_2020-02-02T00:00Z,2020-02-02T00:00:00Z,0,0,0,0
VC,VC_2020-02-02T00:00Z,2020-02-02T00:00:00Z,0,0,0,0
AN,AN_2020-02-03T00:00Z,2020-02-03T00:00:00Z,1,0,0,0
AR,AR_2020-02-03T00:00Z,2020-02-03T00:00:00Z,0,0,0,0
AS,AS_2020-02-03T00:00Z,2020-02-03T00:00:00Z,0,0,0,0
CB,CB_2020-02-03T00:00Z,2020-02-03T00:00:00Z,0,0,0,0
CE,CE_2020-02-03T00:00Z,2020-02-03T00:00:00Z,0,0,0,0
CL,CL_2020-02-03T00:00Z,2020-02-03T00:00:00Z,1,1,0,0
CM,CM_2020-02-03T00:00Z,2020-02-03T00:00:00Z,0,0,0,0
CN,CN_2020-02-03T00:00Z,2020-02-03T00:00:00Z,0,0,0,0
CT,CT_2020-02-03T00:00Z,2020-02-03T00:00:00Z,3,0,0,1
EX,EX_2020-02-03T00:00Z,2020-02-03T00:00:00Z,0,0,0,0
GA,GA_2020-02-03T00:00Z,2020-02-03T00:00:00Z,1,0,0,0
IB,IB_2020-02-03T00:00Z,2020-02-03T00:00:00Z,0,0,0,0
MC,MC_2020-02-03T00:00Z,2020-02-03T00:00:00Z,0,0,0,0
MD,MD_2020-02-03T00:00Z,2020-02-03T00:00:00Z,7,0,0,0
ML,ML_2020-02-03T00:00Z,2020-02-03T00:00:00Z,0,0,0,0
NC,NC_2020-02-03T00:00Z,2020-02-03T00:00:00Z,0,0,0,0
PV,PV_2020-02-03T00:00Z,2020-02-03T00:00:00Z,0,0,0,0
RI,RI_2020-02-03T00:00Z,2020-02-03T00:00:00Z,1,0,0,0
VC,VC_2020-02-03T00:00Z,2020-02-03T00:00:00Z,5,3,0,1
AN,AN_2020-02-04T00:00Z,2020-02-04T00:00:00Z,1,1,0,0
AR,AR_2020-02-04T00:00Z,2020-02-04T00:00:00Z,0,0,0,0
AS,AS_2020-02-04T00:00Z,2020-02-04T00:00:00Z,0,0,0,0
CB,CB_2020-02-04T00:00Z,2020-02-04T00:00:00Z,0,0,0,0
CE,CE_2020-02-04T00:00Z,2020-02-04T00:00:00Z,0,0,0,0
CL,CL_2020-02-04T00:00Z,2020-02-04T00:00:00Z,1,0,0,0
CM,CM_2020-02-04T00:00Z,2020-02-04T00:00:00Z,0,0,0,0
CN,CN_2020-02-04T00:00Z,2020-02-04T00:00:00Z,1,0,0,0
CT,CT_2020-02-04T00:00Z,2020-02-04T00:00:00Z,4,0,0,0
EX,EX_2020-02-04T00:00Z,2020-02-04T00:00:00Z,0,0,0,0
GA,GA_2020-02-04T00:00Z,2020-02-04T00:00:00Z,1,1,0,0
IB,IB_2020-02-04T00:00Z,2020-02-04T00:00:00Z,0,0,0,0
MC,MC_2020-02-04T00:00Z,2020-02-04T00:00:00Z,0,0,0,0
MD,MD_2020-02-04T00:00Z,2020-02-04T00:00:00Z,3,0,0,0
ML,ML_2020-02-04T00:00Z,2020-02-04T00:00:00Z,0,0,0,0
NC,NC_2020-02-04T00:00Z,2020-02-04T00:00:00Z,1,1,0,0
PV,PV_2020-02-04T00:00Z,2020-02-04T00:00:00Z,0,0,0,0
RI,RI_2020-02-04T00:00Z,2020-02-04T00:00:00Z,0,0,0,0
VC,VC_2020-02-04T00:00Z,2020-02-04T00:00:00Z,1,1,0,0
AN,AN_2020-02-05T00:00Z,2020-02-05T00:00:00Z,1,1,0,0
AR,AR_2020-02-05T00:00Z,2020-02-05T00:00:00Z,0,0,0,0
AS,AS_2020-02-05T00:00Z,2020-02-05T00:00:00Z,0,0,0,0
CB,CB_2020-02-05T00:00Z,2020-02-05T00:00:00Z,0,0,0,0
CE,CE_2020-02-05T00:00Z,2020-02-05T00:00:00Z,1,1,0,0
CL,CL_2020-02-05T00:00Z,2020-02-05T00:00:00Z,1,0,0,0
CM,CM_2020-02-05T00:00Z,2020-02-05T00:00:00Z,0,0,0,0
CN,CN_2020-02-05T00:00Z,2020-02-05T00:00:00Z,0,0,0,0
CT,CT_2020-02-05T00:00Z,2020-02-05T00:00:00Z,2,0,0,0
EX,EX_2020-02-05T00:00Z,2020-02-05T00:00:00Z,0,0,0,0
GA,GA_2020-02-05T00:00Z,2020-02-05T00:00:00Z,1,0,0,1
IB,IB_2020-02-05T00:00Z,2020-02-05T00:00:00Z,0,0,0,0
MC,MC_2020-02-05T00:00Z,2020-02-05T00:00:00Z,2,2,0,0
MD,MD_2020-02-05T00:00Z,2020-02-05T00:00:00Z,4,0,0,0
ML,ML_2020-02-05T00:00Z,2020-02-05T00:00:00Z,0,0,0,0
NC,NC_2020-02-05T00:00Z,2020-02-05T00:00:00Z,0,0,0,0
PV,PV_2020-02-05T00:00Z,2020-02-05T00:00:00Z,0,0,0,0
RI,RI_2020-02-05T00:00Z,2020-02-05T00:00:00Z,0,0,0,0
VC,VC_2020-02-05T00:00Z,2020-02-05T00:00:00Z,4,3,0,0
AN,AN_2020-02-06T00:00Z,2020-02-06T00:00:00Z,2,1,0,0
AR,AR_2020-02-06T00:00Z,2020-02-06T00:00:00Z,1,0,0,0
AS,AS_2020-02-06T00:00Z,2020-02-06T00:00:00Z,0,0,0,0
CB,CB_2020-02-06T00:00Z,2020-02-06T00:00:00Z,0,0,0,0
CE,CE_2020-02-06T00:00Z,2020-02-06T00:00:00Z,0,0,0,0
CL,CL_2020-02-06T00:00Z,2020-02-06T00:00:00Z,0,0,0,0
CM,CM_2020-02-06T00:00Z,2020-02-06T00:00:00Z,0,0,0,0
CN,CN_2020-02-06T00:00Z,2020-02-06T00:00:00Z,0,0,0,0
CT,CT_2020-02-06T00:00Z,2020-02-06T00:00:00Z,1,0,0,0
EX,EX_2020-02-06T00:00Z,2020-02-06T00:00:00Z,0,0,0,0
GA,GA_2020-02-06T00:00Z,2020-02-06T00:00:00Z,0,0,0,0
IB,IB_2020-02-06T00:00Z,2020-02-06T00:00:00Z,0,0,0,0
MC,MC_2020-02-06T00:00Z,2020-02-06T00:00:00Z,0,0,0,0
MD,MD_2020-02-06T00:00Z,2020-02-06T00:00:00Z,4,0,0,0
ML,ML_2020-02-06T00:00Z,2020-02-06T00:00:00Z,0,0,0,0
NC,NC_2020-02-06T00:00Z,2020-02-06T00:00:00Z,0,0,0,0
PV,PV_2020-02-06T00:00Z,2020-02-06T00:00:00Z,0,0,0,0
RI,RI_2020-02-06T00:00Z,2020-02-06T00:00:00Z,0,0,0,0
VC,VC_2020-02-06T00:00Z,2020-02-06T00:00:00Z,2,0,0,0
AN,AN_2020-02-07T00:00Z,2020-02-07T00:00:00Z,2,0,0,0
AR,AR_2020-02-07T00:00Z,2020-02-07T00:00:00Z,0,0,0,0
AS,AS_2020-02-07T00:00Z,2020-02-07T00:00:00Z,0,0,0,0
CB,CB_2020-02-07T00:00Z,2020-02-07T00:00:00Z,0,0,0,0
CE,CE_2020-02-07T00:00Z,2020-02-07T00:00:00Z,0,0,0,0
CL,CL_2020-02-07T00:00Z,2020-02-07T00:00:00Z,1,0,0,0
CM,CM_2020-02-07T00:00Z,2020-02-07T00:00:00Z,0,0,0,0
CN,CN_2020-02-07T00:00Z,2020-02-07T00:00:00Z,0,0,0,0
CT,CT_2020-02-07T00:00Z,2020-02-07T00:00:00Z,3,0,0,1
EX,EX_2020-02-07T00:00Z,2020-02-07T00:00:00Z,0,0,0,0
GA,GA_2020-02-07T00:00Z,2020-02-07T00:00:00Z,0,0,0,0
IB,IB_2020-02-07T00:00Z,2020-02-07T00:00:00Z,0,0,0,0
MC,MC_2020-02-07T00:00Z,2020-02-07T00:00:00Z,0,0,0,0
MD,MD_2020-02-07T00:00Z,2020-02-07T00:00:00Z,9,0,0,0
ML,ML_2020-02-07T00:00Z,2020-02-07T00:00:00Z,0,0,0,0
NC,NC_2020-02-07T00:00Z,2020-02-07T00:00:00Z,0,0,0,0
PV,PV_2020-02-07T00:00Z,2020-02-07T00:00:00Z,0,0,0,0
RI,RI_2020-02-07T00:00Z,2020-02-07T00:00:00Z,0,0,0,0
VC,VC_2020-02-07T00:00Z,2020-02-07T00:00:00Z,1,1,0,0
AN,AN_2020-02-08T00:00Z,2020-02-08T00:00:00Z,0,0,0,0
AR,AR_2020-02-08T00:00Z,2020-02-08T00:00:00Z,0,0,0,0
AS,AS_2020-02-08T00:00Z,2020-02-08T00:00:00Z,0,0,0,0
CB,CB_2020-02-08T00:00Z,2020-02-08T00:00:00Z,0,0,0,0
CE,CE_2020-02-08T00:00Z,2020-02-08T00:00:00Z,0,0,0,0
CL,CL_2020-02-08T00:00Z,2020-02-08T00:00:00Z,0,0,0,0
CM,CM_2020-02-08T00:00Z,2020-02-08T00:00:00Z,0,0,0,0
CN,CN_2020-02-08T00:00Z,2020-02-08T00:00:00Z,0,0,0,0
CT,CT_2020-02-08T00:00Z,2020-02-08T00:00:00Z,0,0,0,0
EX,EX_2020-02-08T00:00Z,2020-02-08T00:00:00Z,1,0,0,0
GA,GA_2020-02-08T00:00Z,2020-02-08T00:00:00Z,0,0,0,0
IB,IB_2020-02-08T00:00Z,2020-02-08T00:00:00Z,0,0,0,0
MC,MC_2020-02-08T00:00Z,2020-02-08T00:00:00Z,0,0,0,0
MD,MD_2020-02-08T00:00Z,2020-02-08T00:00:00Z,8,0,0,0
ML,ML_2020-02-08T00:00Z,2020-02-08T00:00:00Z,0,0,0,0
NC,NC_2020-02-08T00:00Z,2020-02-08T00:00:00Z,0,0,0,0
PV,PV_2020-02-08T00:00Z,2020-02-08T00:00:00Z,0,0,0,0
RI,RI_2020-02-08T00:00Z,2020-02-08T00:00:00Z,0,0,0,0
VC,VC_2020-02-08T00:00Z,2020-02-08T00:00:00Z,0,0,0,0
AN,AN_2020-02-09T00:00Z,2020-02-09T00:00:00Z,1,1,0,0
AR,AR_2020-02-09T00:00Z,2020-02-09T00:00:00Z,0,0,0,0
AS,AS_2020-02-09T00:00Z,2020-02-09T00:00:00Z,0,0,0,0
CB,CB_2020-02-09T00:00Z,2020-02-09T00:00:00Z,0,0,0,0
CE,CE_2020-02-09T00:00Z,2020-02-09T00:00:00Z,0,0,0,0
CL,CL_2020-02-09T00:00Z,2020-02-09T00:00:00Z,0,0,0,0
CM,CM_2020-02-09T00:00Z,2020-02-09T00:00:00Z,0,0,0,0
CN,CN_2020-02-09T00:00Z,2020-02-09T00:00:00Z,0,0,0,0
CT,CT_2020-02-09T00:00Z,2020-02-09T00:00:00Z,1,0,0,1
EX,EX_2020-02-09T00:00Z,2020-02-09T00:00:00Z,0,0,0,0
GA,GA_2020-02-09T00:00Z,2020-02-09T00:00:00Z,0,0,0,0
IB,IB_2020-02-09T00:00Z,2020-02-09T00:00:00Z,0,0,0,0
MC,MC_2020-02-09T00:00Z,2020-02-09T00:00:00Z,0,0,0,0
MD,MD_2020-02-09T00:00Z,2020-02-09T00:00:00Z,2,0,0,0
ML,ML_2020-02-09T00:00Z,2020-02-09T00:00:00Z,0,0,0,0
NC,NC_2020-02-09T00:00Z,2020-02-09T00:00:00Z,0,0,0,0
PV,PV_2020-02-09T00:00Z,2020-02-09T00:00:00Z,1,0,0,1
RI,RI_2020-02-09T00:00Z,2020-02-09T00:00:00Z,0,0,0,0
VC,VC_2020-02-09T00:00Z,2020-02-09T00:00:00Z,0,0,0,0
AN,AN_2020-02-10T00:00Z,2020-02-10T00:00:00Z,1,0,0,0
AR,AR_2020-02-10T00:00Z,2020-02-10T00:00:00Z,0,0,0,0
AS,AS_2020-02-10T00:00Z,2020-02-10T00:00:00Z,0,0,0,0
CB,CB_2020-02-10T00:00Z,2020-02-10T00:00:00Z,0,0,0,0
CE,CE_2020-02-10T00:00Z,2020-02-10T00:00:00Z,0,0,0,0
CL,CL_2020-02-10T00:00Z,2020-02-10T00:00:00Z,1,1,0,0
CM,CM_2020-02-10T00:00Z,2020-02-10T00:00:00Z,0,0,0,0
CN,CN_2020-02-10T00:00Z,2020-02-10T00:00:00Z,0,0,0,0
CT,CT_2020-02-10T00:00Z,2020-02-10T00:00:00Z,3,0,0,0
EX,EX_2020-02-10T00:00Z,2020-02-10T00:00:00Z,0,0,0,0
GA,GA_2020-02-10T00:00Z,2020-02-10T00:00:00Z,0,0,0,0
IB,IB_2020-02-10T00:00Z,2020-02-10T00:00:00Z,2,0,0,0
MC,MC_2020-02-10T00:00Z,2020-02-10T00:00:00Z,1,1,0,0
MD,MD_2020-02-10T00:00Z,2020-02-10T00:00:00Z,11,0,0,0
ML,ML_2020-02-10T00:00Z,2020-02-10T00:00:00Z,0,0,0,0
NC,NC_2020-02-10T00:00Z,2020-02-10T00:00:00Z,1,0,0,0
PV,PV_2020-02-10T00:00Z,2020-02-10T00:00:00Z,0,0,0,0
RI,RI_2020-02-10T00:00Z,2020-02-10T00:00:00Z,0,0,0,0
VC,VC_2020-02-10T00:00Z,2020-02-10T00:00:00Z,4,3,0,0
AN,AN_2020-02-11T00:00Z,2020-02-11T00:00:00Z,1,1,0,0
AR,AR_2020-02-11T00:00Z,2020-02-11T00:00:00Z,1,0,0,0
AS,AS_2020-02-11T00:00Z,2020-02-11T00:00:00Z,0,0,0,0
CB,CB_2020-02-11T00:00Z,2020-02-11T00:00:00Z,0,0,0,0
CE,CE_2020-02-11T00:00Z,2020-02-11T00:00:00Z,0,0,0,0
CL,CL_2020-02-11T00:00Z,2020-02-11T00:00:00Z,1,0,0,0
CM,CM_2020-02-11T00:00Z,2020-02-11T00:00:00Z,0,0,0,0
CN,CN_2020-02-11T00:00Z,2020-02-11T00:00:00Z,0,0,0,0
CT,CT_2020-02-11T00:00Z,2020-02-11T00:00:00Z,3,0,0,1
EX,EX_2020-02-11T00:00Z,2020-02-11T00:00:00Z,0,0,0,0
GA,GA_2020-02-11T00:00Z,2020-02-11T00:00:00Z,0,0,0,0
IB,IB_2020-02-11T00:00Z,2020-02-11T00:00:00Z,0,0,0,0
MC,MC_2020-02-11T00:00Z,2020-02-11T00:00:00Z,0,0,0,0
MD,MD_2020-02-11T00:00Z,2020-02-11T00:00:00Z,9,0,0,0
ML,ML_2020-02-11T00:00Z,2020-02-11T00:00:00Z,0,0,0,0
NC,NC_2020-02-11T00:00Z,2020-02-11T00:00:00Z,0,0,0,0
PV,PV_2020-02-11T00:00Z,2020-02-11T00:00:00Z,0,0,0,0
RI,RI_2020-02-11T00:00Z,2020-02-11T00:00:00Z,0,0,0,0
VC,VC_2020-02-11T00:00Z,2020-02-11T00:00:00Z,1,0,0,0
AN,AN_2020-02-12T00:00Z,2020-02-12T00:00:00Z,1,0,0,0
AR,AR_2020-02-12T00:00Z,2020-02-12T00:00:00Z,0,0,0,0
AS,AS_2020-02-12T00:00Z,2020-02-12T00:00:00Z,0,0,0,0
CB,CB_2020-02-12T00:00Z,2020-02-12T00:00:00Z,0,0,0,0
CE,CE_2020-02-12T00:00Z,2020-02-12T00:00:00Z,0,0,0,0
CL,CL_2020-02-12T00:00Z,2020-02-12T00:00:00Z,2,0,0,0
CM,CM_2020-02-12T00:00Z,2020-02-12T00:00:00Z,0,0,0,0
CN,CN_2020-02-12T00:00Z,2020-02-12T00:00:00Z,1,0,0,0
CT,CT_2020-02-12T00:00Z,2020-02-12T00:00:00Z,7,0,0,1
EX,EX_2020-02-12T00:00Z,2020-02-12T00:00:00Z,0,0,0,0
GA,GA_2020-02-12T00:00Z,2020-02-12T00:00:00Z,0,0,0,0
IB,IB_2020-02-12T00:00Z,2020-02-12T00:00:00Z,0,0,0,0
MC,MC_2020-02-12T00:00Z,2020-02-12T00:00:00Z,0,0,0,0
MD,MD_2020-02-12T00:00Z,2020-02-12T00:00:00Z,10,0,0,0
ML,ML_2020-02-12T00:00Z,2020-02-12T00:00:00Z,0,0,0,0
NC,NC_2020-02-12T00:00Z,2020-02-12T00:00:00Z,0,0,0,0
PV,PV_2020-02-12T00:00Z,2020-02-12T00:00:00Z,2,0,0,0
RI,RI_2020-02-12T00:00Z,2020-02-12T00:00:00Z,0,0,0,0
VC,VC_2020-02-12T00:00Z,2020-02-12T00:00:00Z,1,0,0,0
AN,AN_2020-02-13T00:00Z,2020-02-13T00:00:00Z,2,1,0,0
AR,AR_2020-02-13T00:00Z,2020-02-13T00:00:00Z,1,0,0,0
AS,AS_2020-02-13T00:00Z,2020-02-13T00:00:00Z,0,0,0,0
CB,CB_2020-02-13T00:00Z,2020-02-13T00:00:00Z,0,0,0,0
CE,CE_2020-02-13T00:00Z,2020-02-13T00:00:00Z,1,1,0,0
CL,CL_2020-02-13T00:00Z,2020-02-13T00:00:00Z,3,3,0,0
CM,CM_2020-02-13T00:00Z,2020-02-13T00:00:00Z,0,0,0,0
CN,CN_2020-02-13T00:00Z,2020-02-13T00:00:00Z,0,0,0,0
CT,CT_2020-02-13T00:00Z,2020-02-13T00:00:00Z,9,0,0,2
EX,EX_2020-02-13T00:00Z,2020-02-13T00:00:00Z,1,1,0,0
GA,GA_2020-02-13T00:00Z,2020-02-13T00:00:00Z,0,0,0,0
IB,IB_2020-02-13T00:00Z,2020-02-13T00:00:00Z,0,0,0,0
MC,MC_2020-02-13T00:00Z,2020-02-13T00:00:00Z,0,0,0,0
MD,MD_2020-02-13T00:00Z,2020-02-13T00:00:00Z,15,0,0,0
ML,ML_2020-02-13T00:00Z,2020-02-13T00:00:00Z,0,0,0,0
NC,NC_2020-02-13T00:00Z,2020-02-13T00:00:00Z,0,0,0,0
PV,PV_2020-02-13T00:00Z,2020-02-13T00:00:00Z,0,0,0,0
RI,RI_2020-02-13T00:00Z,2020-02-13T00:00:00Z,0,0,0,0
VC,VC_2020-02-13T00:00Z,2020-02-13T00:00:00Z,2,1,0,0
AN,AN_2020-02-14T00:00Z,2020-02-14T00:00:00Z,1,0,0,0
AR,AR_2020-02-14T00:00Z,2020-02-14T00:00:00Z,0,0,0,0
AS,AS_2020-02-14T00:00Z,2020-02-14T00:00:00Z,0,0,0,0
CB,CB_2020-02-14T00:00Z,2020-02-14T00:00:00Z,0,0,0,0
CE,CE_2020-02-14T00:00Z,2020-02-14T00:00:00Z,0,0,0,0
CL,CL_2020-02-14T00:00Z,2020-02-14T00:00:00Z,1,0,0,0
CM,CM_2020-02-14T00:00Z,2020-02-14T00:00:00Z,0,0,0,0
CN,CN_2020-02-14T00:00Z,2020-02-14T00:00:00Z,1,0,0,0
CT,CT_2020-02-14T00:00Z,2020-02-14T00:00:00Z,1,0,0,0
EX,EX_2020-02-14T00:00Z,2020-02-14T00:00:00Z,1,0,0,0
GA,GA_2020-02-14T00:00Z,2020-02-14T00:00:00Z,0,0,0,0
IB,IB_2020-02-14T00:00Z,2020-02-14T00:00:00Z,1,0,0,0
MC,MC_2020-02-14T00:00Z,2020-02-14T00:00:00Z,1,1,0,0
MD,MD_2020-02-14T00:00Z,2020-02-14T00:00:00Z,11,0,0,0
ML,ML_2020-02-14T00:00Z,2020-02-14T00:00:00Z,0,0,0,0
NC,NC_2020-02-14T00:00Z,2020-02-14T00:00:00Z,0,0,0,0
PV,PV_2020-02-14T00:00Z,2020-02-14T00:00:00Z,0,0,0,0
RI,RI_2020-02-14T00:00Z,2020-02-14T00:00:00Z,0,0,0,0
VC,VC_2020-02-14T00:00Z,2020-02-14T00:00:00Z,2,0,0,0
AN,AN_2020-02-15T00:00Z,2020-02-15T00:00:00Z,4,3,0,0
AR,AR_2020-02-15T00:00Z,2020-02-15T00:00:00Z,0,0,0,0
AS,AS_2020-02-15T00:00Z,2020-02-15T00:00:00Z,0,0,0,0
CB,CB_2020-02-15T00:00Z,2020-02-15T00:00:00Z,0,0,0,0
CE,CE_2020-02-15T00:00Z,2020-02-15T00:00:00Z,0,0,0,0
CL,CL_2020-02-15T00:00Z,2020-02-15T00:00:00Z,0,0,0,0
CM,CM_2020-02-15T00:00Z,2020-02-15T00:00:00Z,0,0,0,0
CN,CN_2020-02-15T00:00Z,2020-02-15T00:00:00Z,0,0,0,0
CT,CT_2020-02-15T00:00Z,2020-02-15T00:00:00Z,10,0,0,0
EX,EX_2020-02-15T00:00Z,2020-02-15T00:00:00Z,2,1,0,0
GA,GA_2020-02-15T00:00Z,2020-02-15T00:00:00Z,0,0,0,0
IB,IB_2020-02-15T00:00Z,2020-02-15T00:00:00Z,0,0,0,0
MC,MC_2020-02-15T00:00Z,2020-02-15T00:00:00Z,0,0,0,0
MD,MD_2020-02-15T00:00Z,2020-02-15T00:00:00Z,12,0,0,0
ML,ML_2020-02-15T00:00Z,2020-02-15T00:00:00Z,0,0,0,0
NC,NC_2020-02-15T00:00Z,2020-02-15T00:00:00Z,0,0,0,0
PV,PV_2020-02-15T00:00Z,2020-02-15T00:00:00Z,3,0,0,0
RI,RI_2020-02-15T00:00Z,2020-02-15T00:00:00Z,0,0,0,0
VC,VC_2020-02-15T00:00Z,2020-02-15T00:00:00Z,4,0,0,0
AN,AN_2020-02-16T00:00Z,2020-02-16T00:00:00Z,0,0,0,0
AR,AR_2020-02-16T00:00Z,2020-02-16T00:00:00Z,1,0,0,0
AS,AS_2020-02-16T00:00Z,2020-02-16T00:00:00Z,0,0,0,0
CB,CB_2020-02-16T00:00Z,2020-02-16T00:00:00Z,0,0,0,0
CE,CE_2020-02-16T00:00Z,2020-02-16T00:00:00Z,0,0,0,0
CL,CL_2020-02-16T00:00Z,2020-02-16T00:00:00Z,0,0,0,0
CM,CM_2020-02-16T00:00Z,2020-02-16T00:00:00Z,0,0,0,0
CN,CN_2020-02-16T00:00Z,2020-02-16T00:00:00Z,2,0,0,0
CT,CT_2020-02-16T00:00Z,2020-02-16T00:00:00Z,6,0,0,1
EX,EX_2020-02-16T00:00Z,2020-02-16T00:00:00Z,0,0,0,0
GA,GA_2020-02-16T00:00Z,2020-02-16T00:00:00Z,1,0,0,0
IB,IB_2020-02-16T00:00Z,2020-02-16T00:00:00Z,0,0,0,0
MC,MC_2020-02-16T00:00Z,2020-02-16T00:00:00Z,0,0,0,0
MD,MD_2020-02-16T00:00Z,2020-02-16T00:00:00Z,15,0,0,0
ML,ML_2020-02-16T00:00Z,2020-02-16T00:00:00Z,0,0,0,0
NC,NC_2020-02-16T00:00Z,2020-02-16T00:00:00Z,0,0,0,0
PV,PV_2020-02-16T00:00Z,2020-02-16T00:00:00Z,1,0,0,0
RI,RI_2020-02-16T00:00Z,2020-02-16T00:00:00Z,0,0,0,0
VC,VC_2020-02-16T00:00Z,2020-02-16T00:00:00Z,1,0,0,0
AN,AN_2020-02-17T00:00Z,2020-02-17T00:00:00Z,2,2,0,0
AR,AR_2020-02-17T00:00Z,2020-02-17T00:00:00Z,2,0,0,1
AS,AS_2020-02-17T00:00Z,2020-02-17T00:00:00Z,0,0,0,0
CB,CB_2020-02-17T00:00Z,2020-02-17T00:00:00Z,0,0,0,0
CE,CE_2020-02-17T00:00Z,2020-02-17T00:00:00Z,0,0,0,0
CL,CL_2020-02-17T00:00Z,2020-02-17T00:00:00Z,0,0,0,0
CM,CM_2020-02-17T00:00Z,2020-02-17T00:00:00Z,0,0,0,0
CN,CN_2020-02-17T00:00Z,2020-02-17T00:00:00Z,0,0,0,0
