Gastos,Centro,Descripcion Centro,wikicentro,Seccion,Descripcion Seccion,wikipoblacion,wikicoordenadas,wikisuperficie,wikiseccion,Programa,Descripcion Programa,Capitulo,Descripcion Capitulo,Descripcion Economico,C_DISPUESTO,OBL_RECONOC
5956,1,Ayuntamiento de Madrid,https://www.wikidata.org/wiki/Q3773976,211,Carabanchel,243998.0,"40.383669444444,-3.7279888888889",14.048315736132,https://www.wikidata.org/wiki/Q1001991,49300,CONSUMO,1,GASTOS DE PERSONAL,SUELDOS DEL GRUPO A2,39947.69,39947.69
5957,1,Ayuntamiento de Madrid,https://www.wikidata.org/wiki/Q3773976,211,Carabanchel,243998.0,"40.383669444444,-3.7279888888889",14.048315736132,https://www.wikidata.org/wiki/Q1001991,49300,CONSUMO,1,GASTOS DE PERSONAL,SUELDOS DEL GRUPO C1,8922.54,8922.54
5958,1,Ayuntamiento de Madrid,https://www.wikidata.org/wiki/Q3773976,211,Carabanchel,243998.0,"40.383669444444,-3.7279888888889",14.048315736132,https://www.wikidata.org/wiki/Q1001991,49300,CONSUMO,1,GASTOS DE PERSONAL,SUELDOS DEL GRUPO C2,8733.43,8733.43
5959,1,Ayuntamiento de Madrid,https://www.wikidata.org/wiki/Q3773976,211,Carabanchel,243998.0,"40.383669444444,-3.7279888888889",14.048315736132,https://www.wikidata.org/wiki/Q1001991,49300,CONSUMO,1,GASTOS DE PERSONAL,TRIENIOS,14187.82,14187.82
5960,1,Ayuntamiento de Madrid,https://www.wikidata.org/wiki/Q3773976,211,Carabanchel,243998.0,"40.383669444444,-3.7279888888889",14.048315736132,https://www.wikidata.org/wiki/Q1001991,49300,CONSUMO,1,GASTOS DE PERSONAL,COMPLEMENTO DE DESTINO,36574.81,36574.81
5961,1,Ayuntamiento de Madrid,https://www.wikidata.org/wiki/Q3773976,211,Carabanchel,243998.0,"40.383669444444,-3.7279888888889",14.048315736132,https://www.wikidata.org/wiki/Q1001991,49300,CONSUMO,1,GASTOS DE PERSONAL,COMPLEMENTO ESPECIFICO,82522.82,82522.82
5962,1,Ayuntamiento de Madrid,https://www.wikidata.org/wiki/Q3773976,211,Carabanchel,243998.0,"40.383669444444,-3.7279888888889",14.048315736132,https://www.wikidata.org/wiki/Q1001991,49300,CONSUMO,1,GASTOS DE PERSONAL,OTROS COMPLEMENTOS,4618.98,4618.98
5963,1,Ayuntamiento de Madrid,https://www.wikidata.org/wiki/Q3773976,211,Carabanchel,243998.0,"40.383669444444,-3.7279888888889",14.048315736132,https://www.wikidata.org/wiki/Q1001991,49300,CONSUMO,1,GASTOS DE PERSONAL,SEGURIDAD SOCIAL,56445.4,56445.4
5964,1,Ayuntamiento de Madrid,https://www.wikidata.org/wiki/Q3773976,211,Carabanchel,243998.0,"40.383669444444,-3.7279888888889",14.048315736132,https://www.wikidata.org/wiki/Q1001991,49300,CONSUMO,1,GASTOS DE PERSONAL,OTRAS CUOTAS,7747.96,7747.96
5965,1,Ayuntamiento de Madrid,https://www.wikidata.org/wiki/Q3773976,211,Carabanchel,243998.0,"40.383669444444,-3.7279888888889",14.048315736132,https://www.wikidata.org/wiki/Q1001991,49300,CONSUMO,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,LOCOMOCION URBANA PERSONAL NO DIRECTIVO,0,0
5966,1,Ayuntamiento de Madrid,https://www.wikidata.org/wiki/Q3773976,211,Carabanchel,243998.0,"40.383669444444,-3.7279888888889",14.048315736132,https://www.wikidata.org/wiki/Q1001991,91220,CONCEJALIA-PRESIDENCIA DEL DISTRITO,1,GASTOS DE PERSONAL,RETRIBUCIONES BASICAS,3760.84,3760.84
5967,1,Ayuntamiento de Madrid,https://www.wikidata.org/wiki/Q3773976,211,Carabanchel,243998.0,"40.383669444444,-3.7279888888889",14.048315736132,https://www.wikidata.org/wiki/Q1001991,91220,CONCEJALIA-PRESIDENCIA DEL DISTRITO,1,GASTOS DE PERSONAL,RETRIBUCIONES BASICAS,23342.13,23342.13
5968,1,Ayuntamiento de Madrid,https://www.wikidata.org/wiki/Q3773976,211,Carabanchel,243998.0,"40.383669444444,-3.7279888888889",14.048315736132,https://www.wikidata.org/wiki/Q1001991,91220,CONCEJALIA-PRESIDENCIA DEL DISTRITO,1,GASTOS DE PERSONAL,RETRIBUCIONES COMPLEMENTARIAS,56922.32,56922.32
5969,1,Ayuntamiento de Madrid,https://www.wikidata.org/wiki/Q3773976,211,Carabanchel,243998.0,"40.383669444444,-3.7279888888889",14.048315736132,https://www.wikidata.org/wiki/Q1001991,91220,CONCEJALIA-PRESIDENCIA DEL DISTRITO,1,GASTOS DE PERSONAL,SUELDOS DEL GRUPO C2,15818.22,15818.22
5970,1,Ayuntamiento de Madrid,https://www.wikidata.org/wiki/Q3773976,211,Carabanchel,243998.0,"40.383669444444,-3.7279888888889",14.048315736132,https://www.wikidata.org/wiki/Q1001991,91220,CONCEJALIA-PRESIDENCIA DEL DISTRITO,1,GASTOS DE PERSONAL,TRIENIOS,3256.13,3256.13
5971,1,Ayuntamiento de Madrid,https://www.wikidata.org/wiki/Q3773976,211,Carabanchel,243998.0,"40.383669444444,-3.7279888888889",14.048315736132,https://www.wikidata.org/wiki/Q1001991,91220,CONCEJALIA-PRESIDENCIA DEL DISTRITO,1,GASTOS DE PERSONAL,COMPLEMENTO DE DESTINO,10271.13,10271.13
5972,1,Ayuntamiento de Madrid,https://www.wikidata.org/wiki/Q3773976,211,Carabanchel,243998.0,"40.383669444444,-3.7279888888889",14.048315736132,https://www.wikidata.org/wiki/Q1001991,91220,CONCEJALIA-PRESIDENCIA DEL DISTRITO,1,GASTOS DE PERSONAL,COMPLEMENTO ESPECIFICO,24959.95,24959.95
5973,1,Ayuntamiento de Madrid,https://www.wikidata.org/wiki/Q3773976,211,Carabanchel,243998.0,"40.383669444444,-3.7279888888889",14.048315736132,https://www.wikidata.org/wiki/Q1001991,91220,CONCEJALIA-PRESIDENCIA DEL DISTRITO,1,GASTOS DE PERSONAL,OTROS COMPLEMENTOS,1678.29,1678.29
5974,1,Ayuntamiento de Madrid,https://www.wikidata.org/wiki/Q3773976,211,Carabanchel,243998.0,"40.383669444444,-3.7279888888889",14.048315736132,https://www.wikidata.org/wiki/Q1001991,91220,CONCEJALIA-PRESIDENCIA DEL DISTRITO,1,GASTOS DE PERSONAL,PRODUCTIVIDAD,9651.96,9651.96
5975,1,Ayuntamiento de Madrid,https://www.wikidata.org/wiki/Q3773976,211,Carabanchel,243998.0,"40.383669444444,-3.7279888888889",14.048315736132,https://www.wikidata.org/wiki/Q1001991,91220,CONCEJALIA-PRESIDENCIA DEL DISTRITO,1,GASTOS DE PERSONAL,SEGURIDAD SOCIAL,40729.02,40729.02
5976,1,Ayuntamiento de Madrid,https://www.wikidata.org/wiki/Q3773976,211,Carabanchel,243998.0,"40.383669444444,-3.7279888888889",14.048315736132,https://www.wikidata.org/wiki/Q1001991,91220,CONCEJALIA-PRESIDENCIA DEL DISTRITO,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,ATENCIONES PROTOCOLARIAS Y REPRESENTATIVAS,999.61,999.61
5977,1,Ayuntamiento de Madrid,https://www.wikidata.org/wiki/Q3773976,211,Carabanchel,243998.0,"40.383669444444,-3.7279888888889",14.048315736132,https://www.wikidata.org/wiki/Q1001991,92001,DIREC. Y GESTION ADMTVA. DEL DISTRITO,1,GASTOS DE PERSONAL,RETRIBUCIONES BASICAS,95484.31,95484.31
5978,1,Ayuntamiento de Madrid,https://www.wikidata.org/wiki/Q3773976,211,Carabanchel,243998.0,"40.383669444444,-3.7279888888889",14.048315736132,https://www.wikidata.org/wiki/Q1001991,92001,DIREC. Y GESTION ADMTVA. DEL DISTRITO,1,GASTOS DE PERSONAL,SUELDOS DEL GRUPO A1,142093.65,142093.65
5979,1,Ayuntamiento de Madrid,https://www.wikidata.org/wiki/Q3773976,211,Carabanchel,243998.0,"40.383669444444,-3.7279888888889",14.048315736132,https://www.wikidata.org/wiki/Q1001991,92001,DIREC. Y GESTION ADMTVA. DEL DISTRITO,1,GASTOS DE PERSONAL,SUELDOS DEL GRUPO A2,221545.7,221545.7
5980,1,Ayuntamiento de Madrid,https://www.wikidata.org/wiki/Q3773976,211,Carabanchel,243998.0,"40.383669444444,-3.7279888888889",14.048315736132,https://www.wikidata.org/wiki/Q1001991,92001,DIREC. Y GESTION ADMTVA. DEL DISTRITO,1,GASTOS DE PERSONAL,SUELDOS DEL GRUPO C1,117514.25,117514.25
5981,1,Ayuntamiento de Madrid,https://www.wikidata.org/wiki/Q3773976,211,Carabanchel,243998.0,"40.383669444444,-3.7279888888889",14.048315736132,https://www.wikidata.org/wiki/Q1001991,92001,DIREC. Y GESTION ADMTVA. DEL DISTRITO,1,GASTOS DE PERSONAL,SUELDOS DEL GRUPO C2,280793.3,280793.3
5982,1,Ayuntamiento de Madrid,https://www.wikidata.org/wiki/Q3773976,211,Carabanchel,243998.0,"40.383669444444,-3.7279888888889",14.048315736132,https://www.wikidata.org/wiki/Q1001991,92001,DIREC. Y GESTION ADMTVA. DEL DISTRITO,1,GASTOS DE PERSONAL,SUELDOS DEL GRUPO E,96861.64,96861.64
5983,1,Ayuntamiento de Madrid,https://www.wikidata.org/wiki/Q3773976,211,Carabanchel,243998.0,"40.383669444444,-3.7279888888889",14.048315736132,https://www.wikidata.org/wiki/Q1001991,92001,DIREC. Y GESTION ADMTVA. DEL DISTRITO,1,GASTOS DE PERSONAL,TRIENIOS,144876.23,144876.23
5984,1,Ayuntamiento de Madrid,https://www.wikidata.org/wiki/Q3773976,211,Carabanchel,243998.0,"40.383669444444,-3.7279888888889",14.048315736132,https://www.wikidata.org/wiki/Q1001991,92001,DIREC. Y GESTION ADMTVA. DEL DISTRITO,1,GASTOS DE PERSONAL,COMPLEMENTO DE DESTINO,520765.57,520765.57
5985,1,Ayuntamiento de Madrid,https://www.wikidata.org/wiki/Q3773976,211,Carabanchel,243998.0,"40.383669444444,-3.7279888888889",14.048315736132,https://www.wikidata.org/wiki/Q1001991,92001,DIREC. Y GESTION ADMTVA. DEL DISTRITO,1,GASTOS DE PERSONAL,COMPLEMENTO ESPECIFICO,1225954.95,1225954.95
5986,1,Ayuntamiento de Madrid,https://www.wikidata.org/wiki/Q3773976,211,Carabanchel,243998.0,"40.383669444444,-3.7279888888889",14.048315736132,https://www.wikidata.org/wiki/Q1001991,92001,DIREC. Y GESTION ADMTVA. DEL DISTRITO,1,GASTOS DE PERSONAL,OTROS COMPLEMENTOS,77920.7,77920.7
5987,1,Ayuntamiento de Madrid,https://www.wikidata.org/wiki/Q3773976,211,Carabanchel,243998.0,"40.383669444444,-3.7279888888889",14.048315736132,https://www.wikidata.org/wiki/Q1001991,92001,DIREC. Y GESTION ADMTVA. DEL DISTRITO,1,GASTOS DE PERSONAL,RETRIBUCIONES BASICAS,71281.53,71281.53
5988,1,Ayuntamiento de Madrid,https://www.wikidata.org/wiki/Q3773976,211,Carabanchel,243998.0,"40.383669444444,-3.7279888888889",14.048315736132,https://www.wikidata.org/wiki/Q1001991,92001,DIREC. Y GESTION ADMTVA. DEL DISTRITO,1,GASTOS DE PERSONAL,OTRAS REMUNERACIONES,48196.31,48196.31
5989,1,Ayuntamiento de Madrid,https://www.wikidata.org/wiki/Q3773976,211,Carabanchel,243998.0,"40.383669444444,-3.7279888888889",14.048315736132,https://www.wikidata.org/wiki/Q1001991,92001,DIREC. Y GESTION ADMTVA. DEL DISTRITO,1,GASTOS DE PERSONAL,RETRIBUCIONES BASICAS,88534.33,88534.33
5990,1,Ayuntamiento de Madrid,https://www.wikidata.org/wiki/Q3773976,211,Carabanchel,243998.0,"40.383669444444,-3.7279888888889",14.048315736132,https://www.wikidata.org/wiki/Q1001991,92001,DIREC. Y GESTION ADMTVA. DEL DISTRITO,1,GASTOS DE PERSONAL,OTRAS REMUNERACIONES,8150.56,8150.56
5991,1,Ayuntamiento de Madrid,https://www.wikidata.org/wiki/Q3773976,211,Carabanchel,243998.0,"40.383669444444,-3.7279888888889",14.048315736132,https://www.wikidata.org/wiki/Q1001991,92001,DIREC. Y GESTION ADMTVA. DEL DISTRITO,1,GASTOS DE PERSONAL,PRODUCTIVIDAD,68100.98,68100.98
5992,1,Ayuntamiento de Madrid,https://www.wikidata.org/wiki/Q3773976,211,Carabanchel,243998.0,"40.383669444444,-3.7279888888889",14.048315736132,https://www.wikidata.org/wiki/Q1001991,92001,DIREC. Y GESTION ADMTVA. DEL DISTRITO,1,GASTOS DE PERSONAL,SEGURIDAD SOCIAL,871616.02,871616.02
5993,1,Ayuntamiento de Madrid,https://www.wikidata.org/wiki/Q3773976,211,Carabanchel,243998.0,"40.383669444444,-3.7279888888889",14.048315736132,https://www.wikidata.org/wiki/Q1001991,92001,DIREC. Y GESTION ADMTVA. DEL DISTRITO,1,GASTOS DE PERSONAL,OTRAS CUOTAS,78918.52,78918.52
5994,1,Ayuntamiento de Madrid,https://www.wikidata.org/wiki/Q3773976,211,Carabanchel,243998.0,"40.383669444444,-3.7279888888889",14.048315736132,https://www.wikidata.org/wiki/Q1001991,92001,DIREC. Y GESTION ADMTVA. DEL DISTRITO,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,ARRENDAMIENTOS DE MOBILIARIO Y ENSERES,3951.6,3812.21
5995,1,Ayuntamiento de Madrid,https://www.wikidata.org/wiki/Q3773976,211,Carabanchel,243998.0,"40.383669444444,-3.7279888888889",14.048315736132,https://www.wikidata.org/wiki/Q1001991,92001,DIREC. Y GESTION ADMTVA. DEL DISTRITO,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,14028.31,13560.04
5996,1,Ayuntamiento de Madrid,https://www.wikidata.org/wiki/Q3773976,211,Carabanchel,243998.0,"40.383669444444,-3.7279888888889",14.048315736132,https://www.wikidata.org/wiki/Q1001991,92001,DIREC. Y GESTION ADMTVA. DEL DISTRITO,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES",297.51,267.9
5997,1,Ayuntamiento de Madrid,https://www.wikidata.org/wiki/Q3773976,211,Carabanchel,243998.0,"40.383669444444,-3.7279888888889",14.048315736132,https://www.wikidata.org/wiki/Q1001991,92001,DIREC. Y GESTION ADMTVA. DEL DISTRITO,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,MATERIAL INFORMATICO NO INVENTARIABLE,0,0
5998,1,Ayuntamiento de Madrid,https://www.wikidata.org/wiki/Q3773976,211,Carabanchel,243998.0,"40.383669444444,-3.7279888888889",14.048315736132,https://www.wikidata.org/wiki/Q1001991,92001,DIREC. Y GESTION ADMTVA. DEL DISTRITO,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,VESTUARIO,9998.59,9998.59
5999,1,Ayuntamiento de Madrid,https://www.wikidata.org/wiki/Q3773976,211,Carabanchel,243998.0,"40.383669444444,-3.7279888888889",14.048315736132,https://www.wikidata.org/wiki/Q1001991,92001,DIREC. Y GESTION ADMTVA. DEL DISTRITO,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,OTROS SUMINISTROS,2459.6,2459.6
6000,1,Ayuntamiento de Madrid,https://www.wikidata.org/wiki/Q3773976,211,Carabanchel,243998.0,"40.383669444444,-3.7279888888889",14.048315736132,https://www.wikidata.org/wiki/Q1001991,92001,DIREC. Y GESTION ADMTVA. DEL DISTRITO,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,TRANSPORTES,0,0
6001,1,Ayuntamiento de Madrid,https://www.wikidata.org/wiki/Q3773976,211,Carabanchel,243998.0,"40.383669444444,-3.7279888888889",14.048315736132,https://www.wikidata.org/wiki/Q1001991,92001,DIREC. Y GESTION ADMTVA. DEL DISTRITO,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,TRIBUTOS DE LAS COMUNIDADES AUTONOMAS,822.2,822.2
6002,1,Ayuntamiento de Madrid,https://www.wikidata.org/wiki/Q3773976,211,Carabanchel,243998.0,"40.383669444444,-3.7279888888889",14.048315736132,https://www.wikidata.org/wiki/Q1001991,92001,DIREC. Y GESTION ADMTVA. DEL DISTRITO,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,PUBLICIDAD Y PROPAGANDA,12188.09,12188.09
6003,1,Ayuntamiento de Madrid,https://www.wikidata.org/wiki/Q3773976,211,Carabanchel,243998.0,"40.383669444444,-3.7279888888889",14.048315736132,https://www.wikidata.org/wiki/Q1001991,92001,DIREC. Y GESTION ADMTVA. DEL DISTRITO,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,PUBLICACION EN DIARIOS OFICIALES,2389.92,2389.92
6004,1,Ayuntamiento de Madrid,https://www.wikidata.org/wiki/Q3773976,211,Carabanchel,243998.0,"40.383669444444,-3.7279888888889",14.048315736132,https://www.wikidata.org/wiki/Q1001991,92001,DIREC. Y GESTION ADMTVA. DEL DISTRITO,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,GASTOS JURIDICOS Y CONTENCIOSOS,8929.76,8929.76
6005,1,Ayuntamiento de Madrid,https://www.wikidata.org/wiki/Q3773976,211,Carabanchel,243998.0,"40.383669444444,-3.7279888888889",14.048315736132,https://www.wikidata.org/wiki/Q1001991,92001,DIREC. Y GESTION ADMTVA. DEL DISTRITO,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,ESTUDIOS Y TRABAJOS TECNICOS,214599.55,48824.64
6006,1,Ayuntamiento de Madrid,https://www.wikidata.org/wiki/Q3773976,211,Carabanchel,243998.0,"40.383669444444,-3.7279888888889",14.048315736132,https://www.wikidata.org/wiki/Q1001991,92001,DIREC. Y GESTION ADMTVA. DEL DISTRITO,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,INDEMNIZACION A VOCALES DE JUNTAS DE DISTRITO,104460.4,104460.4
6007,1,Ayuntamiento de Madrid,https://www.wikidata.org/wiki/Q3773976,211,Carabanchel,243998.0,"40.383669444444,-3.7279888888889",14.048315736132,https://www.wikidata.org/wiki/Q1001991,92001,DIREC. Y GESTION ADMTVA. DEL DISTRITO,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,OTRAS INDEMNIZACIONES,115,115
6008,1,Ayuntamiento de Madrid,https://www.wikidata.org/wiki/Q3773976,211,Carabanchel,243998.0,"40.383669444444,-3.7279888888889",14.048315736132,https://www.wikidata.org/wiki/Q1001991,92001,DIREC. Y GESTION ADMTVA. DEL DISTRITO,3,GASTOS FINANCIEROS,INTERESES DE DEMORA,1541.06,1541.06
6009,1,Ayuntamiento de Madrid,https://www.wikidata.org/wiki/Q3773976,211,Carabanchel,243998.0,"40.383669444444,-3.7279888888889",14.048315736132,https://www.wikidata.org/wiki/Q1001991,92001,DIREC. Y GESTION ADMTVA. DEL DISTRITO,6,INVERSIONES REALES,MOBILIARIO Y EQUIPOS DE OFICINA (REFORMA Y REP.),12764.83,12764.83
6010,1,Ayuntamiento de Madrid,https://www.wikidata.org/wiki/Q3773976,211,Carabanchel,243998.0,"40.383669444444,-3.7279888888889",14.048315736132,https://www.wikidata.org/wiki/Q1001991,92401,PARTICIPACION CIUDADANA,4,TRANSFERENCIAS CORRIENTES,OTRAS TRANSFERENCIAS  A INSTITUC. SIN FINES  LUCRO,43724.7,43724.7
6011,1,Ayuntamiento de Madrid,https://www.wikidata.org/wiki/Q3773976,211,Carabanchel,243998.0,"40.383669444444,-3.7279888888889",14.048315736132,https://www.wikidata.org/wiki/Q1001991,92401,PARTICIPACION CIUDADANA,7,TRANSFERENCIAS DE CAPITAL,OTRAS TRANSF. DE CAPITAL A INST. SIN FINES LUCRO,3482.5,3482.5
6012,1,Ayuntamiento de Madrid,https://www.wikidata.org/wiki/Q3773976,211,Carabanchel,243998.0,"40.383669444444,-3.7279888888889",14.048315736132,https://www.wikidata.org/wiki/Q1001991,93302,EDIFICIOS,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,REP.MANT. Y CONSERV. EDIFICIOS Y OTRAS CONSTRUC.,383746.65,380049.32
6013,1,Ayuntamiento de Madrid,https://www.wikidata.org/wiki/Q3773976,211,Carabanchel,243998.0,"40.383669444444,-3.7279888888889",14.048315736132,https://www.wikidata.org/wiki/Q1001991,93302,EDIFICIOS,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,LIMPIEZA Y ASEO,1139652.15,1139652.13
6014,1,Ayuntamiento de Madrid,https://www.wikidata.org/wiki/Q3773976,211,Carabanchel,243998.0,"40.383669444444,-3.7279888888889",14.048315736132,https://www.wikidata.org/wiki/Q1001991,93302,EDIFICIOS,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,SEGURIDAD,357259.74,276075.23
6015,1,Ayuntamiento de Madrid,https://www.wikidata.org/wiki/Q3773976,211,Carabanchel,243998.0,"40.383669444444,-3.7279888888889",14.048315736132,https://www.wikidata.org/wiki/Q1001991,93302,EDIFICIOS,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,OTROS TRABAJOS REALIZADOS POR OTRAS EMP. Y PROF.,491746.58,491746.56
6016,1,Ayuntamiento de Madrid,https://www.wikidata.org/wiki/Q3773976,211,Carabanchel,243998.0,"40.383669444444,-3.7279888888889",14.048315736132,https://www.wikidata.org/wiki/Q1001991,93302,EDIFICIOS,6,INVERSIONES REALES,EDIFICIOS Y OTRAS CONSTRUCCIONES (REFORMA),0,0
6017,1,Ayuntamiento de Madrid,https://www.wikidata.org/wiki/Q3773976,211,Carabanchel,243998.0,"40.383669444444,-3.7279888888889",14.048315736132,https://www.wikidata.org/wiki/Q1001991,93303,I.F.S. GESTION DEL PATRIMONIO,6,INVERSIONES REALES,EDIFICIOS Y OTRAS CONSTRUCCIONES (REFORMA),1816953.37,1184577.45
